trade_date,rank,cb_code,cb_name,stk_code,stk_name,matched_concepts,trigger_sources,theme_score,relation_reason,risk_notes,open,close,return_pct
2026-04-08,14,110046.SH,圆通转债,600233,圆通速递,行业龙头,002384,121.5056,命中行业龙头,退市日期2020-03-23,,,
2026-04-08,15,110049.SH,海尔转债,600690,海尔智家,行业龙头,002384,121.5056,命中行业龙头,退市日期2019-12-17,,,
2026-04-08,16,110054.SH,通威转债,600438,通威股份,行业龙头,002384,121.5056,命中行业龙头,退市日期2020-03-17,,,
2026-04-08,17,110066.SH,盛屯转债,600711,盛屯矿业,2026一季报预增,002384,121.5056,命中2026一季报预增,强赎中；退市日期2022-03-18,,,
2026-04-08,18,110068.SH,龙净转债,600388,龙净环保,行业龙头,002384,121.5056,命中行业龙头,强赎中；退市日期2024-12-18,,,
2026-04-08,19,110073.SH,国投转债,600061,国投资本,行业龙头,002384,121.5056,命中行业龙头,公告到期赎回；成交额偏低3.5万；剩余规模79.99亿；退市日期2026-07-24,107.089,107.23,0.1317
2026-04-08,20,110081.SH,闻泰转债,600745,*ST闻泰,行业龙头,002384,121.5056,命中行业龙头,成交额偏低3.6万；剩余规模80.63亿,112.5,115.203,2.4027
2026-04-08,21,110083.SH,苏租转债,600901,江苏金租,行业龙头,002384,121.5056,命中行业龙头,强赎中；退市日期2024-10-18,,,
2026-04-08,22,110084.SH,贵燃转债,600903,贵州燃气,行业龙头,002384,121.5056,命中行业龙头,成交额偏低0.6万,125.8,128.703,2.3076
2026-04-08,23,110085.SH,通22转债,600438,通威股份,行业龙头,002384,121.5056,命中行业龙头,成交额偏低1.8万；剩余规模119.83亿,122.23,125.393,2.5877
2026-04-08,24,110598.SH,大荒转债,600598,北大荒,行业龙头,002384,121.5056,命中行业龙头,退市日期2010-03-12,,,
2026-04-08,25,110817.SH,保利定转,600048,保利发展,行业龙头,002384,121.5056,命中行业龙头,剩余规模85.00亿,,,
2026-04-08,26,111005.SH,富春转债,605189,富春染织,2026一季报预增,002384,121.5056,命中2026一季报预增,强赎中；成交额偏低1.3万；退市日期2026-05-29,150.727,152.174,0.96
2026-04-08,27,113002.SH,工行转债,601398,工商银行,行业龙头,002384,121.5056,命中行业龙头,退市日期2015-02-26,,,
2026-04-08,28,113005.SH,平安转债,601318,中国平安,行业龙头,002384,121.5056,命中行业龙头,退市日期2015-01-15,,,
2026-04-08,29,113006.SH,深燃转债,601139,深圳燃气,行业龙头,002384,121.5056,命中行业龙头,退市日期2015-05-08,,,
2026-04-08,30,113015.SH,隆基转债,601012,隆基绿能,行业龙头,002384,121.5056,命中行业龙头,退市日期2019-09-04,,,
2026-04-08,31,113020.SH,桐昆转债,601233,桐昆股份,行业龙头,002384,121.5056,命中行业龙头,退市日期2020-11-27,,,
2026-04-08,32,113026.SH,核能转债,601985,中国核电,行业龙头,002384,121.5056,命中行业龙头,强赎中；退市日期2022-03-09,,,
2026-04-08,33,113029.SH,明阳转债,601615,明阳智能,行业龙头,002384,121.5056,命中行业龙头,退市日期2021-03-19,,,
2026-04-08,34,113031.SH,博威转债,601137,博威合金,行业龙头,002384,121.5056,命中行业龙头,退市日期2020-08-31,,,
2026-04-08,35,113032.SH,桐20转债,601233,桐昆股份,行业龙头,002384,121.5056,命中行业龙头,退市日期2021-01-14,,,
2026-04-08,36,113038.SH,隆20转债,601012,隆基绿能,行业龙头,002384,121.5056,命中行业龙头,退市日期2021-03-31,,,
2026-04-08,37,113041.SH,紫金转债,601899,紫金矿业,行业龙头,002384,121.5056,命中行业龙头,退市日期2021-06-28,,,
2026-04-08,38,113044.SH,大秦转债,601006,大秦铁路,行业龙头,002384,121.5056,命中行业龙头,强赎中；退市日期2025-02-11,,,
2026-04-08,39,113053.SH,隆22转债,601012,隆基绿能,行业龙头,002384,121.5056,命中行业龙头,成交额偏低1.8万；剩余规模69.95亿,130.8,133.991,2.4396
2026-04-08,40,113067.SH,燃23转债,601139,深圳燃气,行业龙头,002384,121.5056,命中行业龙头,成交额偏低1.5万；剩余规模30.00亿,132.8,135.282,1.869
2026-04-08,41,113069.SH,博23转债,601137,博威合金,行业龙头,002384,121.5056,命中行业龙头,强赎中；退市日期2026-01-22,,,
2026-04-08,42,113518.SH,顾家转债,603816,顾家家居,行业龙头,002384,121.5056,命中行业龙头,退市日期2020-08-28,,,
2026-04-08,43,113523.SH,伟明转债,603568,伟明环保,行业龙头,002384,121.5056,命中行业龙头,退市日期2020-02-06,,,
2026-04-08,44,113543.SH,欧派转债,603833,欧派家居,行业龙头,002384,121.5056,命中行业龙头,退市日期2021-07-12,,,
2026-04-08,45,113548.SH,石英转债,603688,石英股份,行业龙头,002384,121.5056,命中行业龙头,强赎中；退市日期2022-08-15,,,
2026-04-08,46,113554.SH,仙鹤转债,603733,仙鹤股份,行业龙头,002384,121.5056,命中行业龙头,退市日期2020-09-11,,,
2026-04-08,47,113583.SH,益丰转债,603939,益丰药房,行业龙头,002384,121.5056,命中行业龙头,退市日期2021-03-05,,,
2026-04-08,48,113598.SH,法兰转债,603966,法兰泰克,2026一季报预增,002384,121.5056,命中2026一季报预增,强赎中；退市日期2025-06-20,,,
2026-04-08,49,113607.SH,伟20转债,603568,伟明环保,行业龙头,002384,121.5056,命中行业龙头,退市日期2021-12-29,,,
2026-04-08,50,113621.SH,彤程转债,603650,彤程新材,行业龙头,002384,121.5056,命中行业龙头,强赎中；退市日期2025-11-14,,,
2026-04-09,1,110027.SH,东方转债,600875,东方电气,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,退市日期2015-02-27,,,
2026-04-09,2,110807.SH,动力定01,600482,中国动力,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,退市日期2024-12-05,,,
2026-04-09,3,110808.SH,动力定02,600482,中国动力,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,退市日期2026-03-23,,,
2026-04-09,4,113008.SH,电气转债,601727,上海电气,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,退市日期2021-02-02,,,
2026-04-09,5,123102.SZ,华自转债,300490,华自科技,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,退市日期2021-11-26,,,
2026-04-09,6,123241.SZ,欧通转债,300870,欧陆通,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,成交额偏低17.0万,731.455,750.0,2.5354
2026-04-09,7,123271.SZ,通合转债,300491,通合科技,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,,,,
2026-04-09,8,127052.SZ,西子转债,002534,西子洁能,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,强赎中；退市日期2025-09-30,,,
2026-04-09,9,127074.SZ,麦米转2,002851,麦格米特,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,强赎中；退市日期2024-12-16,,,
2026-04-09,10,127091.SZ,科数转债,002335,科华数据,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,强赎中；退市日期2025-04-24,,,
2026-04-09,11,128089.SZ,麦米转债,002851,麦格米特,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,退市日期2020-09-10,,,
2026-04-13,1,123182.SZ,广联转债,300900,广联航空,成飞概念、碳纤维,002297,216.5958,命中成飞概念、碳纤维,强赎中；退市日期2026-03-17,,,
2026-04-13,2,113662.SH,豪能转债,603809,豪能股份,成飞概念,002297,116.5958,命中成飞概念,强赎中；退市日期2024-12-12,,,
2026-04-13,3,113690.SH,豪24转债,603809,豪能股份,成飞概念,002297,116.5958,命中成飞概念,强赎中；退市日期2025-10-13,,,
2026-04-13,4,113705.SH,豪26转债,603809,豪能股份,成飞概念,002297,116.5958,命中成飞概念,剩余规模18.00亿,,,
2026-04-13,5,113706.SH,金帝转债,603270,金帝股份,碳纤维,002297,116.5958,命中碳纤维,,,,
2026-04-13,6,118001.SH,金博转债,688598,金博股份,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2022-09-26,,,
2026-04-13,7,118028.SH,会通转债,688219,会通股份,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2025-07-25,,,
2026-04-13,8,123034.SZ,通光转债,300265,通光线缆,成飞概念,002297,116.5958,命中成飞概念,公告到期赎回；退市日期2025-11-04,,,
2026-04-13,9,123061.SZ,航新转债,300424,航新科技,成飞概念,002297,116.5958,命中成飞概念,强赎中；成交额偏低0.3万,133.173,134.773,1.2014
2026-04-13,10,123120.SZ,隆华转债,300263,隆华科技,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2025-09-09,,,
2026-04-13,11,123123.SZ,江丰转债,300666,江丰电子,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2022-12-30,,,
2026-04-13,12,123166.SZ,蒙泰转债,300876,蒙泰高新,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2025-11-07,,,
2026-04-13,13,123209.SZ,聚隆转债,300644,南京聚隆,碳纤维,002297,116.5958,命中碳纤维,成交额偏低0.4万,199.8,196.65,-1.5766
2026-04-13,14,123230.SZ,金钟转债,301133,金钟股份,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2026-01-28,,,
2026-04-13,15,123242.SZ,赛龙转债,301131,聚赛龙,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2026-03-13,,,
2026-04-13,16,124001.SZ,劲刚定转,300629,新劲刚,碳纤维,002297,116.5958,命中碳纤维,,,,
2026-04-13,17,124013.SZ,劲刚定02,300629,新劲刚,碳纤维,002297,116.5958,命中碳纤维,,,,
2026-04-13,18,125301.SZ,丝绸转债,000301,东方盛虹,碳纤维,002297,116.5958,命中碳纤维,退市日期2003-08-28,,,
2026-04-13,19,125528.SZ,柳工转债,000528,柳工,碳纤维,002297,116.5958,命中碳纤维,退市日期2009-06-30,,,
2026-04-13,20,125969.SZ,安泰转债,000969,安泰科技,碳纤维,002297,116.5958,命中碳纤维,退市日期2010-06-23,,,
2026-04-13,21,126301.SZ,丝绸转2,000301,东方盛虹,碳纤维,002297,116.5958,命中碳纤维,退市日期2006-09-18,,,
2026-04-13,22,127008.SZ,特发转债,000070,特发信息,成飞概念,002297,116.5958,命中成飞概念,退市日期2021-03-15,,,
2026-04-13,23,127021.SZ,特发转2,000070,特发信息,成飞概念,002297,116.5958,命中成飞概念,强赎中；退市日期2023-05-19,,,
2026-04-13,24,127030.SZ,盛虹转债,000301,东方盛虹,碳纤维,002297,116.5958,命中碳纤维,成交额偏低0.6万；剩余规模49.97亿,125.498,124.46,-0.8271
2026-04-13,25,127084.SZ,柳工转2,000528,柳工,碳纤维,002297,116.5958,命中碳纤维,成交额偏低2.1万；剩余规模24.81亿,148.2,149.3,0.7422
2026-04-13,26,127093.SZ,章鼓转债,002598,ST章鼓,碳纤维,002297,116.5958,命中碳纤维,成交额偏低0.7万,132.0,132.465,0.3523
2026-04-13,27,127095.SZ,广泰转债,002111,威海广泰,成飞概念,002297,116.5958,命中成飞概念,成交额偏低0.3万,143.036,142.945,-0.0636
2026-04-13,28,127107.SZ,领益转债,002600,领益智造,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2025-10-23,,,
2026-04-13,29,128005.SZ,齐翔转债,002408,齐翔腾达,碳纤维,002297,116.5958,命中碳纤维,退市日期2015-06-15,,,
2026-04-13,30,128047.SZ,光电转债,002179,中航光电,成飞概念,002297,116.5958,命中成飞概念,退市日期2019-11-07,,,
2026-04-13,31,128109.SZ,楚江转债,002171,楚江新材,碳纤维,002297,116.5958,命中碳纤维,强赎中；退市日期2025-08-22,,,
2026-04-13,32,128128.SZ,齐翔转2,002408,齐翔腾达,碳纤维,002297,116.5958,命中碳纤维,成交额偏低1.4万,139.0,138.082,-0.6604
2026-04-21,1,110006.SH,龙盛转债,600352,浙江龙盛,纺织化学用品,300067,115.7293,命中纺织化学用品,退市日期2010-05-12,,,
2026-04-21,2,110050.SH,佳都转债,600728,佳都科技,多模态AI,300067,115.7293,命中多模态AI,退市日期2020-04-09,,,
2026-04-21,3,113553.SH,金牌转债,603180,金牌家居,多模态AI,300067,115.7293,命中多模态AI,退市日期2020-12-04,,,
2026-04-21,4,113569.SH,科达转债,603660,苏州科达,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2025-10-21,,,
2026-04-21,5,113670.SH,金23转债,603180,金牌家居,多模态AI,300067,115.7293,命中多模态AI,成交额偏低0.2万,127.404,128.02,0.4835
2026-04-21,6,118014.SH,高测转债,688556,高测股份,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2025-09-09,,,
2026-04-21,7,118052.SH,浩瀚转债,688292,浩瀚深度,多模态AI,300067,115.7293,命中多模态AI,成交额偏低0.3万,155.18,152.907,-1.4648
2026-04-21,8,123016.SZ,洲明转债,300232,洲明科技,多模态AI,300067,115.7293,命中多模态AI,退市日期2020-03-20,,,
2026-04-21,9,123054.SZ,思特转债,300608,思特奇,多模态AI,300067,115.7293,命中多模态AI,强赎中；成交额偏低0.8万；退市日期2026-06-09,138.65,136.85,-1.2982
2026-04-21,10,123066.SZ,赛意转债,300687,赛意信息,多模态AI,300067,115.7293,命中多模态AI,退市日期2021-08-24,,,
2026-04-21,11,123077.SZ,汉得转债,300170,汉得信息,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2023-05-11,,,
2026-04-21,12,123102.SZ,华自转债,300490,华自科技,多模态AI,300067,115.7293,命中多模态AI,退市日期2021-11-26,,,
2026-04-21,13,123105.SZ,拓尔转债,300229,拓尔思,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2023-03-16,,,
2026-04-21,14,123116.SZ,万兴转债,300624,万兴科技,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2023-05-26,,,
2026-04-21,15,123129.SZ,锦鸡转债,300798,锦鸡股份,纺织化学用品,300067,115.7293,命中纺织化学用品,强赎中；成交额偏低10.2万；退市日期2026-05-19,158.0,142.2,-10.0
2026-04-21,16,123184.SZ,天阳转债,300872,天阳科技,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2025-07-21,,,
2026-04-21,17,123232.SZ,金现转债,300830,金现代,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2025-10-13,,,
2026-04-21,18,123263.SZ,鼎捷转债,300378,鼎捷数智,多模态AI,300067,115.7293,命中多模态AI,成交额偏低1.4万,167.1,164.8,-1.3764
2026-04-21,19,127080.SZ,声迅转债,003004,声迅股份,多模态AI,300067,115.7293,命中多模态AI,成交额偏低2.0万,171.0,166.469,-2.6497
2026-04-21,20,128038.SZ,利欧转债,002131,利欧股份,多模态AI,300067,115.7293,命中多模态AI,退市日期2020-04-09,,,
2026-04-21,21,128061.SZ,启明转债,002439,启明星辰,多模态AI,300067,115.7293,命中多模态AI,退市日期2020-03-26,,,
2026-04-21,22,128140.SZ,润建转债,002929,润建股份,多模态AI,300067,115.7293,命中多模态AI,强赎中；退市日期2023-08-30,,,
2026-04-28,1,123025.SZ,精测转债,300567,精测电子,OLED、百元股,603629,215.524,命中OLED、百元股,公告到期赎回；退市日期2025-03-31,,,
2026-04-28,2,123121.SZ,帝尔转债,300776,帝尔激光,OLED、百元股,603629,215.524,命中OLED、百元股,强赎中；成交额偏低2.6万；退市日期2026-06-11,160.877,159.005,-1.1636
2026-04-28,3,123123.SZ,江丰转债,300666,江丰电子,OLED、百元股,603629,215.524,命中OLED、百元股,强赎中；退市日期2022-12-30,,,
2026-04-28,4,123176.SZ,精测转2,300567,精测电子,OLED、百元股,603629,215.524,命中OLED、百元股,成交额偏低5.8万；剩余规模12.75亿,296.526,293.8,-0.9193
2026-04-28,5,123267.SZ,珂玛转债,301611,珂玛科技,OLED、百元股,603629,215.524,命中OLED、百元股,,,,
2026-04-28,6,128035.SZ,大族转债,002008,大族激光,OLED、百元股,603629,215.524,命中OLED、百元股,公告到期赎回；退市日期2024-02-07,,,
2026-04-28,7,110040.SH,生益转债,600183,生益科技,百元股,603629,115.524,命中百元股,退市日期2019-08-01,,,
2026-04-28,8,110056.SH,亨通转债,600487,亨通光电,百元股,603629,115.524,命中百元股,强赎中；退市日期2022-12-06,,,
2026-04-28,9,111025.SH,圣泉转债,605589,圣泉集团,OLED,603629,115.524,命中OLED,剩余规模25.00亿,,,
2026-04-28,10,113040.SH,星宇转债,601799,星宇股份,百元股,603629,115.524,命中百元股,退市日期2021-08-03,,,
2026-04-28,11,113064.SH,东材转债,601208,东材科技,OLED,603629,115.524,命中OLED,强赎中；退市日期2025-09-08,,,
2026-04-28,12,113512.SH,景旺转债,603228,景旺电子,OLED,603629,115.524,命中OLED,退市日期2019-04-30,,,
2026-04-28,13,113513.SH,安井转债,603345,安井食品,百元股,603629,115.524,命中百元股,退市日期2019-07-05,,,
2026-04-28,14,113592.SH,安20转债,603345,安井食品,百元股,603629,115.524,命中百元股,退市日期2021-03-08,,,
2026-04-28,15,113594.SH,淳中转债,603516,淳中科技,百元股,603629,115.524,命中百元股,强赎中；退市日期2024-04-12,,,
2026-04-28,16,113602.SH,景20转债,603228,景旺电子,OLED,603629,115.524,命中OLED,强赎中；退市日期2024-08-13,,,
2026-04-28,17,113616.SH,韦尔转债,603501,豪威集团,OLED,603629,115.524,命中OLED,成交额偏低0.9万；剩余规模24.32亿,118.75,117.004,-1.4703
2026-04-28,18,113619.SH,世运转债,603920,世运电路,OLED,603629,115.524,命中OLED,强赎中；退市日期2024-12-03,,,
2026-04-28,19,113621.SH,彤程转债,603650,彤程新材,OLED,603629,115.524,命中OLED,强赎中；退市日期2025-11-14,,,
2026-04-28,20,113630.SH,赛伍转债,603212,赛伍技术,OLED,603629,115.524,命中OLED,强赎中；退市日期2022-08-01,,,
2026-04-28,21,113639.SH,华正转债,603186,华正新材,百元股,603629,115.524,命中百元股,强赎中；退市日期2026-02-24,,,
2026-04-28,22,113668.SH,鹿山转债,603051,鹿山新材,OLED,603629,115.524,命中OLED,强赎中；退市日期2025-10-20,,,
2026-04-28,23,113669.SH,景23转债,603228,景旺电子,OLED,603629,115.524,命中OLED,强赎中；退市日期2025-10-09,,,
2026-04-28,24,113677.SH,华懋转债,603306,华懋科技,百元股,603629,115.524,命中百元股,成交额偏低5.3万；剩余规模10.49亿,336.93,329.669,-2.155
2026-04-28,25,113702.SH,斯达转债,603290,斯达半导,百元股,603629,115.524,命中百元股,剩余规模15.00亿,,,
2026-04-28,26,113704.SH,春风转债,603129,春风动力,百元股,603629,115.524,命中百元股,剩余规模21.79亿,,,
2026-04-28,27,118003.SH,华兴转债,688001,华兴源创,OLED,603629,115.524,命中OLED,强赎中；成交额偏低20.0万；退市日期2026-05-19,228.486,224.945,-1.5498
2026-04-28,28,118009.SH,华锐转债,688059,华锐精密,百元股,603629,115.524,命中百元股,强赎中；退市日期2026-02-03,,,
2026-04-28,29,118017.SH,深科转债,688328,深科达,OLED,603629,115.524,命中OLED,强赎中；退市日期2024-01-10,,,
2026-04-28,30,118019.SH,金盘转债,688676,金盘科技,百元股,603629,115.524,命中百元股,强赎中；退市日期2024-05-28,,,
2026-04-28,31,118025.SH,奕瑞转债,688301,奕瑞科技,百元股,603629,115.524,命中百元股,强赎中；成交额偏低1.0万；退市日期2026-07-06,144.798,142.551,-1.5518
2026-04-28,32,118030.SH,睿创转债,688002,睿创微纳,百元股,603629,115.524,命中百元股,成交额偏低13.6万；剩余规模12.62亿,495.0,446.986,-9.6998
2026-04-28,33,118033.SH,华特转债,688268,华特气体,百元股,603629,115.524,命中百元股,强赎中；成交额偏低106.1万；退市日期2026-06-10,226.5,254.545,12.3819
2026-04-28,34,118049.SH,汇成转债,688403,汇成股份,OLED,603629,115.524,命中OLED,强赎中；退市日期2026-04-28,,,
2026-04-28,35,118054.SH,安集转债,688019,安集科技,百元股,603629,115.524,命中百元股,强赎中；退市日期2026-03-27,,,
2026-04-28,36,118055.SH,伟测转债,688372,伟测科技,百元股,603629,115.524,命中百元股,强赎中；退市日期2026-04-03,,,
2026-04-28,37,118056.SH,路维转债,688401,路维光电,OLED,603629,115.524,命中OLED,成交额偏低12.2万,251.215,244.282,-2.7598
2026-04-28,38,118058.SH,微导转债,688147,微导纳米,OLED,603629,115.524,命中OLED,成交额偏低10.9万；剩余规模11.70亿,289.0,285.682,-1.1481
2026-04-28,39,118059.SH,颀中转债,688352,颀中科技,OLED,603629,115.524,命中OLED,成交额偏低1.1万,163.0,159.303,-2.2681
2026-04-28,40,118060.SH,瑞可转债,688800,瑞可达,百元股,603629,115.524,命中百元股,成交额偏低1.1万,175.5,172.98,-1.4359
2026-04-28,41,118061.SH,茂莱转债,688502,茂莱光学,百元股,603629,115.524,命中百元股,成交额偏低2.9万,218.522,220.115,0.729
2026-04-28,42,118062.SH,天准转债,688003,天准科技,百元股,603629,115.524,命中百元股,成交额偏低3.2万,213.26,210.641,-1.2281
2026-04-28,43,118063.SH,金05转债,688676,金盘科技,百元股,603629,115.524,命中百元股,成交额偏低1.0万；剩余规模16.71亿,175.15,172.137,-1.7202
2026-04-28,44,118064.SH,联瑞转债,688300,联瑞新材,百元股,603629,115.524,命中百元股,成交额偏低3.1万,251.99,229.122,-9.075
2026-04-28,45,118071.SH,华峰转债,688200,华峰测控,百元股,603629,115.524,命中百元股,,,,
2026-04-28,46,118072.SH,鼎通转债,688668,鼎通科技,百元股,603629,115.524,命中百元股,,,,
2026-04-28,47,118500.SH,思瑞定转,688536,思瑞浦,百元股,603629,115.524,命中百元股,,,,
2026-04-28,48,118501.SH,华海定转,688535,华海诚科,百元股,603629,115.524,命中百元股,,,,
2026-04-28,49,123003.SZ,蓝思转债,300433,蓝思科技,OLED,603629,115.524,命中OLED,退市日期2020-02-19,,,
2026-04-28,50,123012.SZ,万顺转债,300057,万顺新材,OLED,603629,115.524,命中OLED,公告到期赎回；退市日期2024-07-22,,,
