trade_date,rank,cb_code,cb_name,stk_code,stk_name,matched_concepts,trigger_sources,theme_score,relation_reason,risk_notes,open,close,return_pct
2026-05-06,1,110089.SH,兴发转债,600141,兴发集团,消毒剂,600673,122.612,命中消毒剂,强赎中；退市日期2026-03-04,,,
2026-05-06,2,110423.SH,柳化转债,600423,*ST柳化,消毒剂,600673,122.612,命中消毒剂,退市日期2007-04-13,,,
2026-05-06,3,113034.SH,滨化转债,601678,滨化股份,消毒剂,600673,122.612,命中消毒剂,退市日期2022-01-11,,,
2026-05-06,4,113663.SH,新化转债,603867,新化股份,消毒剂,600673,122.612,命中消毒剂,强赎中；退市日期2025-12-26,,,
2026-05-06,5,113681.SH,镇洋转债,603213,镇洋发展,消毒剂,600673,122.612,命中消毒剂,成交额偏低0.5万,142.743,142.956,0.1492
2026-05-06,6,123010.SZ,博世转债,300422,博世科,消毒剂,600673,122.612,命中消毒剂,公告到期赎回；退市日期2024-07-08,,,
2026-05-06,7,123028.SZ,清水转债,300437,清水源,消毒剂,600673,122.612,命中消毒剂,退市日期2021-12-08,,,
2026-05-06,8,123057.SZ,美联转债,300586,美联新材,消毒剂,600673,122.612,命中消毒剂,强赎中；退市日期2023-04-21,,,
2026-05-06,9,127057.SZ,盘龙转债,002864,盘龙药业,消毒剂,600673,122.612,命中消毒剂,强赎中；退市日期2023-04-11,,,
2026-05-06,10,128051.SZ,光华转债,002741,光华科技,消毒剂,600673,122.612,命中消毒剂,退市日期2021-09-16,,,
2026-05-06,11,128144.SZ,利民转债,002734,利民股份,消毒剂,600673,122.612,命中消毒剂,强赎中；退市日期2026-01-07,,,
2026-05-06,12,123025.SZ,精测转债,300567,精测电子,国家大基金持股,002156,121.0391,命中国家大基金持股,公告到期赎回；退市日期2025-03-31,,,
2026-05-06,13,123031.SZ,晶瑞转债,300655,晶瑞电材,国家大基金持股,002156,121.0391,命中国家大基金持股,公告到期赎回；退市日期2025-08-29,,,
2026-05-06,14,123124.SZ,晶瑞转2,300655,晶瑞电材,国家大基金持股,002156,121.0391,命中国家大基金持股,成交额偏低1.1万,141.2,145.101,2.7627
2026-05-06,15,123170.SZ,南电转债,300346,南大光电,国家大基金持股,002156,121.0391,命中国家大基金持股,强赎中；退市日期2024-11-26,,,
2026-05-06,16,123176.SZ,精测转2,300567,精测电子,国家大基金持股,002156,121.0391,命中国家大基金持股,成交额偏低6.6万；剩余规模12.75亿,332.0,321.0,-3.3133
2026-05-06,17,128003.SZ,华天转债,002185,华天科技,国家大基金持股,002156,121.0391,命中国家大基金持股,退市日期2014-12-08,,,
2026-05-06,18,128088.SZ,深南转债,002916,深南电路,国家大基金持股,002156,121.0391,命中国家大基金持股,退市日期2020-09-11,,,
2026-05-18,1,123068.SZ,弘信转债,300657,弘信电子,无线耳机,300657,1115.2826,正股为触发股，命中无线耳机,退市日期2021-10-20,,,
2026-05-18,2,110325.SH,华发转债,600325,华发股份,租售同权,002208,118.832,命中租售同权,退市日期2007-04-13,,,
2026-05-18,3,110817.SH,保利定转,600048,保利发展,租售同权,002208,118.832,命中租售同权,剩余规模85.00亿,,,
2026-05-18,4,110818.SH,华发定转,600325,华发股份,租售同权,002208,118.832,命中租售同权,剩余规模48.00亿,,,
2026-05-18,5,125002.SZ,万科转债,000002,万科A,租售同权,002208,118.832,命中租售同权,退市日期2004-04-30,,,
2026-05-18,6,126002.SZ,万科转2,000002,万科A,租售同权,002208,118.832,命中租售同权,退市日期2006-04-14,,,
2026-05-18,7,110081.SH,闻泰转债,600745,*ST闻泰,无线耳机,300657,115.2826,命中无线耳机,成交额偏低3.0万；剩余规模80.63亿,88.799,88.237,-0.6329
2026-05-18,8,110800.SH,赛腾定转,603283,赛腾股份,无线耳机,300657,115.2826,命中无线耳机,退市日期2021-05-31,,,
2026-05-18,9,113031.SH,博威转债,601137,博威合金,无线耳机,300657,115.2826,命中无线耳机,退市日期2020-08-31,,,
2026-05-18,10,113045.SH,环旭转债,601231,环旭电子,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2026-01-29,,,
2026-05-18,11,113069.SH,博23转债,601137,博威合金,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2026-01-22,,,
2026-05-18,12,113521.SH,科森转债,603626,科森科技,无线耳机,300657,115.2826,命中无线耳机,退市日期2020-11-27,,,
2026-05-18,13,113616.SH,韦尔转债,603501,豪威集团,无线耳机,300657,115.2826,命中无线耳机,成交额偏低0.7万；剩余规模24.32亿,116.666,115.235,-1.2266
2026-05-18,14,113630.SH,赛伍转债,603212,赛伍技术,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2022-08-01,,,
2026-05-18,15,118003.SH,华兴转债,688001,华兴源创,无线耳机,300657,115.2826,命中无线耳机,强赎中；成交额偏低0.0万；退市日期2026-05-19,0.0,232.64,
2026-05-18,16,123003.SZ,蓝思转债,300433,蓝思科技,无线耳机,300657,115.2826,命中无线耳机,退市日期2020-02-19,,,
2026-05-18,17,123058.SZ,欣旺转债,300207,欣旺达,无线耳机,300657,115.2826,命中无线耳机,退市日期2021-07-14,,,
2026-05-18,18,123070.SZ,鹏辉转债,300438,鹏辉能源,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2022-08-08,,,
2026-05-18,19,123081.SZ,精研转债,300709,精研科技,无线耳机,300657,115.2826,命中无线耳机,退市日期2021-12-28,,,
2026-05-18,20,123193.SZ,海能转债,300787,海能实业,无线耳机,300657,115.2826,命中无线耳机,成交额偏低0.4万,130.916,130.607,-0.236
2026-05-18,21,123237.SZ,佳禾转债,300793,佳禾智能,无线耳机,300657,115.2826,命中无线耳机,成交额偏低0.5万,144.628,145.0,0.2572
2026-05-18,22,123254.SZ,亿纬转债,300014,亿纬锂能,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2026-05-07,,,
2026-05-18,23,123257.SZ,安克转债,300866,安克创新,无线耳机,300657,115.2826,命中无线耳机,成交额偏低1.3万；剩余规模11.05亿,158.73,161.12,1.5057
2026-05-18,24,124004.SZ,中京定转,002579,中京电子,无线耳机,300657,115.2826,命中无线耳机,退市日期2022-09-21,,,
2026-05-18,25,124005.SZ,中京定02,002579,中京电子,无线耳机,300657,115.2826,命中无线耳机,退市日期2022-09-21,,,
2026-05-18,26,127051.SZ,博杰转债,002975,博杰股份,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2025-05-08,,,
2026-05-18,27,127107.SZ,领益转债,002600,领益智造,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2025-10-23,,,
2026-05-18,28,128009.SZ,歌尔转债,002241,歌尔股份,无线耳机,300657,115.2826,命中无线耳机,退市日期2017-07-10,,,
2026-05-18,29,128028.SZ,赣锋转债,002460,赣锋锂业,无线耳机,300657,115.2826,命中无线耳机,退市日期2021-03-16,,,
2026-05-18,30,128058.SZ,拓邦转债,002139,拓邦股份,无线耳机,300657,115.2826,命中无线耳机,退市日期2020-12-07,,,
2026-05-18,31,128101.SZ,联创转债,002036,联创电子,无线耳机,300657,115.2826,命中无线耳机,公告到期赎回；退市日期2026-03-17,,,
2026-05-18,32,128112.SZ,歌尔转2,002241,歌尔股份,无线耳机,300657,115.2826,命中无线耳机,退市日期2021-03-11,,,
2026-05-18,33,128118.SZ,瀛通转债,002861,瀛通通讯,无线耳机,300657,115.2826,命中无线耳机,强赎中；退市日期2024-12-27,,,
2026-05-18,34,128126.SZ,赣锋转2,002460,赣锋锂业,无线耳机,300657,115.2826,命中无线耳机,退市日期2021-05-19,,,
2026-05-18,35,128136.SZ,立讯转债,002475,立讯精密,无线耳机,300657,115.2826,命中无线耳机,成交额偏低2.8万；剩余规模29.85亿,143.999,142.778,-0.8479
2026-05-20,1,110011.SH,歌华转债,600037,歌华有线,文化传媒概念,300069,115.3987,命中文化传媒概念,退市日期2015-05-06,,,
2026-05-20,2,110028.SH,冠城转债,600067,冠城新材,线缆部件及其他,300069,115.3987,命中线缆部件及其他,退市日期2015-04-29,,,
2026-05-20,3,110037.SH,歌华转债,600037,歌华有线,文化传媒概念,300069,115.3987,命中文化传媒概念,退市日期2009-05-18,,,
2026-05-20,4,110044.SH,广电转债,600831,广电网络,文化传媒概念,300069,115.3987,命中文化传媒概念,公告到期赎回；退市日期2024-06-27,,,
2026-05-20,5,110052.SH,贵广转债,600996,贵广网络,文化传媒概念,300069,115.3987,命中文化传媒概念,公告到期赎回；退市日期2025-03-05,,,
2026-05-20,6,110055.SH,伊力转债,600197,伊力特,文化传媒概念,300069,115.3987,命中文化传媒概念,公告到期赎回；退市日期2025-03-17,,,
2026-05-20,7,110074.SH,精达转债,600577,精达股份,线缆部件及其他,300069,115.3987,命中线缆部件及其他,成交额偏低5.3万,468.0,455.333,-2.7066
2026-05-20,8,111000.SH,起帆转债,605222,起帆电缆,线缆部件及其他,300069,115.3987,命中线缆部件及其他,成交额偏低7.4万,240.9,253.888,5.3914
2026-05-20,9,113007.SH,吉视转债,601929,吉视传媒,文化传媒概念,300069,115.3987,命中文化传媒概念,退市日期2015-07-15,,,
2026-05-20,10,113017.SH,吉视转债,601929,吉视传媒,文化传媒概念,300069,115.3987,命中文化传媒概念,公告到期赎回；退市日期2023-12-27,,,
2026-05-20,11,113505.SH,杭电转债,603618,杭电股份,线缆部件及其他,300069,115.3987,命中线缆部件及其他,公告到期赎回；退市日期2024-03-06,,,
2026-05-20,12,113528.SH,长城转债,603897,长城科技,线缆部件及其他,300069,115.3987,命中线缆部件及其他,退市日期2021-12-24,,,
2026-05-20,13,113530.SH,大丰转债,603081,大丰实业,文化传媒概念,300069,115.3987,命中文化传媒概念,公告到期赎回；退市日期2025-03-27,,,
2026-05-20,14,113603.SH,东缆转债,603606,东方电缆,线缆部件及其他,300069,115.3987,命中线缆部件及其他,退市日期2021-11-30,,,
2026-05-20,15,113643.SH,风语转债,603466,风语筑,文化传媒概念,300069,115.3987,命中文化传媒概念,成交额偏低0.9万,141.02,139.988,-0.7318
