trade_date,month,rank,trigger_stocks,selected_concepts,cb_code,cb_name,stk_code,stk_name,matched_concepts,trigger_sources,theme_score,relation_reason,risk_notes,open,close,return_pct
2026-02-09,2026-02,12,"中文在线(300364,封单5.75亿)",数据确权(-0.012)、高市净率(-0.0411),118064.SH,联瑞转债,688300,联瑞新材,高市净率,300364,115.7509,命中高市净率,成交额偏低2.5万,191.0,192.086,0.5686
2026-02-09,2026-02,15,"中文在线(300364,封单5.75亿)",数据确权(-0.012)、高市净率(-0.0411),123054.SZ,思特转债,300608,思特奇,数据确权,300364,115.7509,命中数据确权,强赎中；成交额偏低1.5万；退市日期2026-06-09,154.88,157.78,1.8724
2026-02-09,2026-02,16,"中文在线(300364,封单5.75亿)",数据确权(-0.012)、高市净率(-0.0411),123157.SZ,科蓝转债,300663,科蓝软件,数据确权,300364,115.7509,命中数据确权,成交额偏低0.2万,149.2,149.8,0.4021
2026-03-02,2026-03,2,"洲际油气(600759,封单17.36亿)",海南(0.1935)、海南自贸区(0.1894),118063.SH,金05转债,688676,金盘科技,海南、海南自贸区,600759,227.3552,命中海南、海南自贸区,成交额偏低1.1万；剩余规模16.71亿,193.0,196.226,1.6715
2026-03-04,2026-03,10,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110075.SH,南航转债,600029,南方航空,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低2.6万；剩余规模58.96亿,131.5,129.218,-1.7354
2026-03-04,2026-03,11,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110081.SH,闻泰转债,600745,*ST闻泰,AI PC,688525,118.0898,命中AI PC,成交额偏低2.2万；剩余规模80.63亿,114.788,114.914,0.1098
2026-03-04,2026-03,13,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110092.SH,三房转债,600370,*ST三房,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.7万；剩余规模21.19亿,101.88,102.594,0.7008
2026-03-04,2026-03,14,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110097.SH,天润转债,600419,天润乳业,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低0.8万,148.451,148.035,-0.2802
2026-03-04,2026-03,15,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110098.SH,南药转债,600713,南京医药,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.1万；剩余规模10.81亿,136.79,134.888,-1.3905
2026-03-04,2026-03,18,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),111001.SH,山玻转债,605006,山东玻纤,近期并购重组,688525,118.0898,命中近期并购重组,强赎中；成交额偏低1.6万；退市日期2026-07-07,137.501,139.871,1.7236
2026-03-04,2026-03,21,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113048.SH,晶科转债,601778,晶科科技,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.5万；剩余规模15.45亿,131.297,131.597,0.2285
2026-03-04,2026-03,22,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113058.SH,友发转债,601686,友发集团,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.6万；剩余规模18.64亿,162.84,161.897,-0.5791
2026-03-04,2026-03,32,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113574.SH,华体转债,603679,华体科技,近期并购重组,688525,118.0898,命中近期并购重组,公告到期赎回；成交额偏低0.4万；退市日期2026-03-31,116.0,116.566,0.4879
2026-03-04,2026-03,34,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113589.SH,天创转债,603608,天创时尚,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低18.4万；退市日期2026-06-24,265.5,279.829,5.397
2026-03-04,2026-03,36,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113601.SH,塞力转债,603716,塞力医疗,近期并购重组,688525,118.0898,命中近期并购重组,强赎中；成交额偏低1.2万；退市日期2026-04-10,211.75,211.096,-0.3089
2026-03-04,2026-03,40,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113624.SH,正川转债,603976,正川股份,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低0.3万,136.9,136.877,-0.0168
2026-03-04,2026-03,41,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113634.SH,珀莱转债,603605,珀莱雅,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低0.3万,128.244,128.887,0.5014
2026-03-04,2026-03,42,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113652.SH,伟22转债,603568,伟明环保,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.1万；剩余规模14.77亿,144.075,143.373,-0.4872
2026-03-04,2026-03,43,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113661.SH,福22转债,603806,福斯特,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.9万；剩余规模30.30亿,142.998,143.395,0.2776
2026-03-04,2026-03,45,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113666.SH,爱玛转债,603529,爱玛科技,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低0.6万；剩余规模19.99亿,128.44,128.659,0.1705
2026-03-04,2026-03,46,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113667.SH,春23转债,603890,春秋电子,AI PC,688525,118.0898,命中AI PC,成交额偏低0.9万,168.262,170.472,1.3134
2026-03-04,2026-03,49,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113698.SH,凯众转债,603037,凯众股份,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低0.9万,161.928,161.175,-0.465
2026-03-04,2026-03,50,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118000.SH,嘉元转债,688388,嘉元科技,近期并购重组,688525,118.0898,命中近期并购重组,强赎中；成交额偏低3.0万；退市日期2026-04-02,138.5,136.114,-1.7227
2026-03-20,2026-03,7,"云南锗业(002428,封单5.81亿)",云南(-0.0496)、金属回收(-0.0504),113046.SH,金田转债,601609,金田股份,金属回收,002428,115.8055,命中金属回收,成交额偏低1.0万；剩余规模14.99亿,129.219,128.494,-0.5611
2026-03-20,2026-03,12,"云南锗业(002428,封单5.81亿)",云南(-0.0496)、金属回收(-0.0504),118020.SH,芳源转债,688148,芳源股份,金属回收,002428,115.8055,命中金属回收,成交额偏低0.1万,123.2,121.96,-1.0065
2026-03-20,2026-03,17,"云南锗业(002428,封单5.81亿)",云南(-0.0496)、金属回收(-0.0504),123195.SZ,蓝晓转02,300487,蓝晓科技,金属回收,002428,115.8055,命中金属回收,成交额偏低1.0万,150.348,151.461,0.7403
2026-03-20,2026-03,23,"云南锗业(002428,封单5.81亿)",云南(-0.0496)、金属回收(-0.0504),127068.SZ,顺博转债,002996,顺博合金,金属回收,002428,115.8055,命中金属回收,成交额偏低0.2万,122.383,121.222,-0.9487
2026-03-20,2026-03,24,"云南锗业(002428,封单5.81亿)",云南(-0.0496)、金属回收(-0.0504),127070.SZ,大中转债,001203,大中矿业,金属回收,002428,115.8055,命中金属回收,成交额偏低22.2万,392.0,397.084,1.2969
2026-03-20,2026-03,25,"云南锗业(002428,封单5.81亿)",云南(-0.0496)、金属回收(-0.0504),127075.SZ,百川转2,002455,百川股份,金属回收,002428,115.8055,命中金属回收,强赎中；成交额偏低12.9万；退市日期2026-04-10,172.516,160.499,-6.9657
2026-03-30,2026-03,15,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),110073.SH,国投转债,600061,国投资本,低市盈率,002532,115.6288,命中低市盈率,公告到期赎回；成交额偏低1.2万；剩余规模79.99亿；退市日期2026-07-24,107.201,107.2,-0.0009
2026-03-30,2026-03,16,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),110077.SH,洪城转债,600461,洪城环境,低市盈率,002532,115.6288,命中低市盈率,成交额偏低0.5万,215.319,214.622,-0.3237
2026-03-30,2026-03,19,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),110098.SH,南药转债,600713,南京医药,低市盈率,002532,115.6288,命中低市盈率,成交额偏低0.4万；剩余规模10.81亿,133.233,133.33,0.0728
2026-03-30,2026-03,20,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),110099.SH,福能转债,600483,福能股份,低市盈率,002532,115.6288,命中低市盈率,成交额偏低0.8万；剩余规模38.02亿,149.382,147.59,-1.1996
2026-03-30,2026-03,21,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),110100.SH,龙建转债,600853,龙建股份,低市盈率,002532,115.6288,命中低市盈率,成交额偏低0.3万；剩余规模10.00亿,133.998,133.677,-0.2396
2026-03-30,2026-03,25,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),111005.SH,富春转债,605189,富春染织,2026一季报预增,002532,115.6288,命中2026一季报预增,强赎中；成交额偏低0.9万；退市日期2026-05-29,143.654,144.927,0.8862
2026-03-30,2026-03,33,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113037.SH,紫银转债,601860,紫金银行,低市盈率,002532,115.6288,命中低市盈率,成交额偏低1.3万；剩余规模44.99亿,109.564,109.491,-0.0666
2026-03-30,2026-03,34,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113042.SH,上银转债,601229,上海银行,低市盈率,002532,115.6288,命中低市盈率,成交额偏低3.5万；剩余规模199.77亿,123.632,123.7,0.055
2026-03-30,2026-03,35,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113043.SH,财通转债,601108,财通证券,低市盈率,002532,115.6288,命中低市盈率,成交额偏低0.9万；剩余规模37.99亿,122.213,122.04,-0.1416
2026-03-30,2026-03,37,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113052.SH,兴业转债,601166,兴业银行,低市盈率,002532,115.6288,命中低市盈率,成交额偏低7.3万；剩余规模413.52亿,120.6,119.79,-0.6716
2026-03-30,2026-03,39,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113056.SH,重银转债,601963,重庆银行,低市盈率,002532,115.6288,命中低市盈率,成交额偏低3.2万；剩余规模115.63亿,126.829,126.73,-0.0781
2026-03-30,2026-03,41,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113058.SH,友发转债,601686,友发集团,低市盈率,002532,115.6288,命中低市盈率,成交额偏低1.2万；剩余规模18.64亿,147.69,145.798,-1.2811
2026-03-30,2026-03,42,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113062.SH,常银转债,601128,常熟银行,低市盈率,002532,115.6288,命中低市盈率,成交额偏低2.1万；剩余规模59.99亿,129.24,129.295,0.0426
2026-03-30,2026-03,50,"天山铝业(002532,封单5.63亿)",低市盈率(0.0267)、2026一季报预增(0.0222),113636.SH,甬金转债,603995,甬金股份,低市盈率,002532,115.6288,命中低市盈率,成交额偏低0.2万,125.0,124.23,-0.616
2026-04-08,2026-04,1,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),123255.SZ,鼎龙转债,300054,鼎龙股份,2026一季报预增、行业龙头,002384,221.5056,命中2026一季报预增、行业龙头,成交额偏低4.9万,240.8,245.635,2.0079
2026-04-08,2026-04,19,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110073.SH,国投转债,600061,国投资本,行业龙头,002384,121.5056,命中行业龙头,公告到期赎回；成交额偏低3.5万；剩余规模79.99亿；退市日期2026-07-24,107.089,107.23,0.1317
2026-04-08,2026-04,20,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110081.SH,闻泰转债,600745,*ST闻泰,行业龙头,002384,121.5056,命中行业龙头,成交额偏低3.6万；剩余规模80.63亿,112.5,115.203,2.4027
2026-04-08,2026-04,22,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110084.SH,贵燃转债,600903,贵州燃气,行业龙头,002384,121.5056,命中行业龙头,成交额偏低0.6万,125.8,128.703,2.3076
2026-04-08,2026-04,23,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110085.SH,通22转债,600438,通威股份,行业龙头,002384,121.5056,命中行业龙头,成交额偏低1.8万；剩余规模119.83亿,122.23,125.393,2.5877
2026-04-08,2026-04,26,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),111005.SH,富春转债,605189,富春染织,2026一季报预增,002384,121.5056,命中2026一季报预增,强赎中；成交额偏低1.3万；退市日期2026-05-29,150.727,152.174,0.96
2026-04-08,2026-04,39,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113053.SH,隆22转债,601012,隆基绿能,行业龙头,002384,121.5056,命中行业龙头,成交额偏低1.8万；剩余规模69.95亿,130.8,133.991,2.4396
2026-04-08,2026-04,40,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113067.SH,燃23转债,601139,深圳燃气,行业龙头,002384,121.5056,命中行业龙头,成交额偏低1.5万；剩余规模30.00亿,132.8,135.282,1.869
2026-04-09,2026-04,6,"中恒电气(002364,封单10.42亿)",其他电源设备(0.1296)、其他电源设备Ⅲ(0.1296),123241.SZ,欧通转债,300870,欧陆通,其他电源设备、其他电源设备Ⅲ,002364,220.4206,命中其他电源设备、其他电源设备Ⅲ,成交额偏低17.0万,731.455,750.0,2.5354
2026-04-13,2026-04,9,"博云新材(002297,封单6.6亿)",成飞概念(0.0874)、碳纤维(0.0729),123061.SZ,航新转债,300424,航新科技,成飞概念,002297,116.5958,命中成飞概念,强赎中；成交额偏低0.3万,133.173,134.773,1.2014
2026-04-13,2026-04,13,"博云新材(002297,封单6.6亿)",成飞概念(0.0874)、碳纤维(0.0729),123209.SZ,聚隆转债,300644,南京聚隆,碳纤维,002297,116.5958,命中碳纤维,成交额偏低0.4万,199.8,196.65,-1.5766
2026-04-13,2026-04,24,"博云新材(002297,封单6.6亿)",成飞概念(0.0874)、碳纤维(0.0729),127030.SZ,盛虹转债,000301,东方盛虹,碳纤维,002297,116.5958,命中碳纤维,成交额偏低0.6万；剩余规模49.97亿,125.498,124.46,-0.8271
2026-04-13,2026-04,25,"博云新材(002297,封单6.6亿)",成飞概念(0.0874)、碳纤维(0.0729),127084.SZ,柳工转2,000528,柳工,碳纤维,002297,116.5958,命中碳纤维,成交额偏低2.1万；剩余规模24.81亿,148.2,149.3,0.7422
2026-04-13,2026-04,26,"博云新材(002297,封单6.6亿)",成飞概念(0.0874)、碳纤维(0.0729),127093.SZ,章鼓转债,002598,ST章鼓,碳纤维,002297,116.5958,命中碳纤维,成交额偏低0.7万,132.0,132.465,0.3523
2026-04-13,2026-04,27,"博云新材(002297,封单6.6亿)",成飞概念(0.0874)、碳纤维(0.0729),127095.SZ,广泰转债,002111,威海广泰,成飞概念,002297,116.5958,命中成飞概念,成交额偏低0.3万,143.036,142.945,-0.0636
2026-04-13,2026-04,32,"博云新材(002297,封单6.6亿)",成飞概念(0.0874)、碳纤维(0.0729),128128.SZ,齐翔转2,002408,齐翔腾达,碳纤维,002297,116.5958,命中碳纤维,成交额偏低1.4万,139.0,138.082,-0.6604
2026-04-21,2026-04,5,"安诺其(300067,封单5.73亿)",纺织化学用品(0.2254)、多模态AI(0.0918),113670.SH,金23转债,603180,金牌家居,多模态AI,300067,115.7293,命中多模态AI,成交额偏低0.2万,127.404,128.02,0.4835
2026-04-21,2026-04,7,"安诺其(300067,封单5.73亿)",纺织化学用品(0.2254)、多模态AI(0.0918),118052.SH,浩瀚转债,688292,浩瀚深度,多模态AI,300067,115.7293,命中多模态AI,成交额偏低0.3万,155.18,152.907,-1.4648
2026-04-21,2026-04,9,"安诺其(300067,封单5.73亿)",纺织化学用品(0.2254)、多模态AI(0.0918),123054.SZ,思特转债,300608,思特奇,多模态AI,300067,115.7293,命中多模态AI,强赎中；成交额偏低0.8万；退市日期2026-06-09,138.65,136.85,-1.2982
2026-04-21,2026-04,15,"安诺其(300067,封单5.73亿)",纺织化学用品(0.2254)、多模态AI(0.0918),123129.SZ,锦鸡转债,300798,锦鸡股份,纺织化学用品,300067,115.7293,命中纺织化学用品,强赎中；成交额偏低10.2万；退市日期2026-05-19,158.0,142.2,-10.0
2026-04-21,2026-04,18,"安诺其(300067,封单5.73亿)",纺织化学用品(0.2254)、多模态AI(0.0918),123263.SZ,鼎捷转债,300378,鼎捷数智,多模态AI,300067,115.7293,命中多模态AI,成交额偏低1.4万,167.1,164.8,-1.3764
2026-04-21,2026-04,19,"安诺其(300067,封单5.73亿)",纺织化学用品(0.2254)、多模态AI(0.0918),127080.SZ,声迅转债,003004,声迅股份,多模态AI,300067,115.7293,命中多模态AI,成交额偏低2.0万,171.0,166.469,-2.6497
2026-04-28,2026-04,2,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),123121.SZ,帝尔转债,300776,帝尔激光,OLED、百元股,603629,215.524,命中OLED、百元股,强赎中；成交额偏低2.6万；退市日期2026-06-11,160.877,159.005,-1.1636
2026-04-28,2026-04,4,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),123176.SZ,精测转2,300567,精测电子,OLED、百元股,603629,215.524,命中OLED、百元股,成交额偏低5.8万；剩余规模12.75亿,296.526,293.8,-0.9193
2026-04-28,2026-04,17,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),113616.SH,韦尔转债,603501,豪威集团,OLED,603629,115.524,命中OLED,成交额偏低0.9万；剩余规模24.32亿,118.75,117.004,-1.4703
2026-04-28,2026-04,24,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),113677.SH,华懋转债,603306,华懋科技,百元股,603629,115.524,命中百元股,成交额偏低5.3万；剩余规模10.49亿,336.93,329.669,-2.155
2026-04-28,2026-04,27,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118003.SH,华兴转债,688001,华兴源创,OLED,603629,115.524,命中OLED,强赎中；成交额偏低20.0万；退市日期2026-05-19,228.486,224.945,-1.5498
2026-04-28,2026-04,31,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118025.SH,奕瑞转债,688301,奕瑞科技,百元股,603629,115.524,命中百元股,强赎中；成交额偏低1.0万；退市日期2026-07-06,144.798,142.551,-1.5518
2026-04-28,2026-04,32,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118030.SH,睿创转债,688002,睿创微纳,百元股,603629,115.524,命中百元股,成交额偏低13.6万；剩余规模12.62亿,495.0,446.986,-9.6998
2026-04-28,2026-04,33,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118033.SH,华特转债,688268,华特气体,百元股,603629,115.524,命中百元股,强赎中；成交额偏低106.1万；退市日期2026-06-10,226.5,254.545,12.3819
2026-04-28,2026-04,37,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118056.SH,路维转债,688401,路维光电,OLED,603629,115.524,命中OLED,成交额偏低12.2万,251.215,244.282,-2.7598
2026-04-28,2026-04,38,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118058.SH,微导转债,688147,微导纳米,OLED,603629,115.524,命中OLED,成交额偏低10.9万；剩余规模11.70亿,289.0,285.682,-1.1481
2026-04-28,2026-04,39,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118059.SH,颀中转债,688352,颀中科技,OLED,603629,115.524,命中OLED,成交额偏低1.1万,163.0,159.303,-2.2681
2026-04-28,2026-04,40,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118060.SH,瑞可转债,688800,瑞可达,百元股,603629,115.524,命中百元股,成交额偏低1.1万,175.5,172.98,-1.4359
2026-04-28,2026-04,41,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118061.SH,茂莱转债,688502,茂莱光学,百元股,603629,115.524,命中百元股,成交额偏低2.9万,218.522,220.115,0.729
2026-04-28,2026-04,42,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118062.SH,天准转债,688003,天准科技,百元股,603629,115.524,命中百元股,成交额偏低3.2万,213.26,210.641,-1.2281
2026-04-28,2026-04,43,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118063.SH,金05转债,688676,金盘科技,百元股,603629,115.524,命中百元股,成交额偏低1.0万；剩余规模16.71亿,175.15,172.137,-1.7202
2026-04-28,2026-04,44,"利通电子(603629,封单5.52亿)",OLED(0.0514)、百元股(0.0372),118064.SH,联瑞转债,688300,联瑞新材,百元股,603629,115.524,命中百元股,成交额偏低3.1万,251.99,229.122,-9.075
2026-05-06,2026-05,5,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),113681.SH,镇洋转债,603213,镇洋发展,消毒剂,600673,122.612,命中消毒剂,成交额偏低0.5万,142.743,142.956,0.1492
2026-05-06,2026-05,14,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),123124.SZ,晶瑞转2,300655,晶瑞电材,国家大基金持股,002156,121.0391,命中国家大基金持股,成交额偏低1.1万,141.2,145.101,2.7627
2026-05-06,2026-05,16,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),123176.SZ,精测转2,300567,精测电子,国家大基金持股,002156,121.0391,命中国家大基金持股,成交额偏低6.6万；剩余规模12.75亿,332.0,321.0,-3.3133
2026-05-18,2026-05,7,"合肥城建(002208,封单8.83亿)、弘信电子(300657,封单5.28亿)",租售同权(0.0636)、无线耳机(0.0572),110081.SH,闻泰转债,600745,*ST闻泰,无线耳机,300657,115.2826,命中无线耳机,成交额偏低3.0万；剩余规模80.63亿,88.799,88.237,-0.6329
2026-05-18,2026-05,13,"合肥城建(002208,封单8.83亿)、弘信电子(300657,封单5.28亿)",租售同权(0.0636)、无线耳机(0.0572),113616.SH,韦尔转债,603501,豪威集团,无线耳机,300657,115.2826,命中无线耳机,成交额偏低0.7万；剩余规模24.32亿,116.666,115.235,-1.2266
2026-05-18,2026-05,20,"合肥城建(002208,封单8.83亿)、弘信电子(300657,封单5.28亿)",租售同权(0.0636)、无线耳机(0.0572),123193.SZ,海能转债,300787,海能实业,无线耳机,300657,115.2826,命中无线耳机,成交额偏低0.4万,130.916,130.607,-0.236
2026-05-18,2026-05,21,"合肥城建(002208,封单8.83亿)、弘信电子(300657,封单5.28亿)",租售同权(0.0636)、无线耳机(0.0572),123237.SZ,佳禾转债,300793,佳禾智能,无线耳机,300657,115.2826,命中无线耳机,成交额偏低0.5万,144.628,145.0,0.2572
2026-05-18,2026-05,23,"合肥城建(002208,封单8.83亿)、弘信电子(300657,封单5.28亿)",租售同权(0.0636)、无线耳机(0.0572),123257.SZ,安克转债,300866,安克创新,无线耳机,300657,115.2826,命中无线耳机,成交额偏低1.3万；剩余规模11.05亿,158.73,161.12,1.5057
2026-05-18,2026-05,35,"合肥城建(002208,封单8.83亿)、弘信电子(300657,封单5.28亿)",租售同权(0.0636)、无线耳机(0.0572),128136.SZ,立讯转债,002475,立讯精密,无线耳机,300657,115.2826,命中无线耳机,成交额偏低2.8万；剩余规模29.85亿,143.999,142.778,-0.8479
2026-05-20,2026-05,7,"金利华电(300069,封单5.4亿)",线缆部件及其他(0.1096)、文化传媒概念(0.0684),110074.SH,精达转债,600577,精达股份,线缆部件及其他,300069,115.3987,命中线缆部件及其他,成交额偏低5.3万,468.0,455.333,-2.7066
2026-05-20,2026-05,8,"金利华电(300069,封单5.4亿)",线缆部件及其他(0.1096)、文化传媒概念(0.0684),111000.SH,起帆转债,605222,起帆电缆,线缆部件及其他,300069,115.3987,命中线缆部件及其他,成交额偏低7.4万,240.9,253.888,5.3914
2026-05-20,2026-05,15,"金利华电(300069,封单5.4亿)",线缆部件及其他(0.1096)、文化传媒概念(0.0684),113643.SH,风语转债,603466,风语筑,文化传媒概念,300069,115.3987,命中文化传媒概念,成交额偏低0.9万,141.02,139.988,-0.7318
2026-05-20,2026-05,19,"金利华电(300069,封单5.4亿)",线缆部件及其他(0.1096)、文化传媒概念(0.0684),123138.SZ,丝路转债,300556,丝路视觉,文化传媒概念,300069,115.3987,命中文化传媒概念,成交额偏低0.3万,139.2,137.499,-1.222
2026-05-20,2026-05,24,"金利华电(300069,封单5.4亿)",线缆部件及其他(0.1096)、文化传媒概念(0.0684),127104.SZ,姚记转债,002605,姚记科技,文化传媒概念,300069,115.3987,命中文化传媒概念,成交额偏低0.2万,149.9,148.089,-1.2081
2026-05-20,2026-05,29,"金利华电(300069,封单5.4亿)",线缆部件及其他(0.1096)、文化传媒概念(0.0684),128125.SZ,华阳转债,002949,华阳国际,文化传媒概念,300069,115.3987,命中文化传媒概念,公告到期赎回；成交额偏低0.5万,114.755,114.066,-0.6004
2026-05-21,2026-05,30,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、沪深300样本股(-0.0218),110073.SH,国投转债,600061,国投资本,沪深300样本股,000725,132.198,命中沪深300样本股,公告到期赎回；成交额偏低2.3万；剩余规模79.99亿；退市日期2026-07-24,106.725,106.782,0.0534
2026-05-21,2026-05,31,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、沪深300样本股(-0.0218),110075.SH,南航转债,600029,南方航空,沪深300样本股,000725,132.198,命中沪深300样本股,成交额偏低1.1万；剩余规模58.96亿,110.761,111.5,0.6672
2026-05-21,2026-05,33,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、沪深300样本股(-0.0218),110085.SH,通22转债,600438,通威股份,沪深300样本股,000725,132.198,命中沪深300样本股,成交额偏低1.0万；剩余规模119.83亿,124.2,122.704,-1.2045
2026-05-22,2026-05,12,"鹏鼎控股(002938,封单6.84亿)",沪深300样本股(-0.0552)、行业龙头(-0.0918),110073.SH,国投转债,600061,国投资本,沪深300样本股、行业龙头,002938,216.8402,命中沪深300样本股、行业龙头,公告到期赎回；成交额偏低0.9万；剩余规模79.99亿；退市日期2026-07-24,106.812,106.807,-0.0047
2026-05-22,2026-05,13,"鹏鼎控股(002938,封单6.84亿)",沪深300样本股(-0.0552)、行业龙头(-0.0918),110085.SH,通22转债,600438,通威股份,沪深300样本股、行业龙头,002938,216.8402,命中沪深300样本股、行业龙头,成交额偏低1.1万；剩余规模119.83亿,122.635,121.068,-1.2778
2026-05-22,2026-05,22,"鹏鼎控股(002938,封单6.84亿)",沪深300样本股(-0.0552)、行业龙头(-0.0918),113053.SH,隆22转债,601012,隆基绿能,沪深300样本股、行业龙头,002938,216.8402,命中沪深300样本股、行业龙头,成交额偏低1.0万；剩余规模69.95亿,122.53,123.399,0.7092
2026-05-22,2026-05,36,"鹏鼎控股(002938,封单6.84亿)",沪深300样本股(-0.0552)、行业龙头(-0.0918),127030.SZ,盛虹转债,000301,东方盛虹,沪深300样本股、行业龙头,002938,216.8402,命中沪深300样本股、行业龙头,成交额偏低1.7万；剩余规模49.97亿,119.821,118.7,-0.9356
