trade_date,rank,cb_code,cb_name,stk_code,stk_name,matched_concepts,trigger_sources,theme_score,relation_reason,risk_notes,open,close,return_pct
2026-01-12,7,110011.SH,歌华转债,600037,歌华有线,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2015-05-06,,,
2026-01-12,8,110013.SH,国投转债,600886,国投电力,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2013-07-12,,,
2026-01-12,9,110015.SH,石化转债,600028,中国石化,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2015-02-17,,,
2026-01-12,10,110017.SH,中海转债,600026,中远海能,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2015-02-13,,,
2026-01-12,11,110018.SH,国电转债,600795,国电电力,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2015-03-05,,,
2026-01-12,12,110021.SH,上电转债,600021,上海电力,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2007-08-27,,,
2026-01-12,13,110026.SH,中海转债,600026,中远海能,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2008-04-09,,,
2026-01-12,14,110027.SH,东方转债,600875,东方电气,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2015-02-27,,,
2026-01-12,15,110031.SH,航信转债,600271,航天信息,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2021-06-15,,,
2026-01-12,16,110037.SH,歌华转债,600037,歌华有线,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2009-05-18,,,
2026-01-12,17,110039.SH,宝信转债,600845,宝信软件,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2018-07-13,,,
2026-01-12,18,110041.SH,蒙电转债,600863,华能蒙电,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2021-11-05,,,
2026-01-12,19,110042.SH,航电转债,600372,中航机载,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2020-09-08,,,
2026-01-12,20,110057.SH,现代转债,600420,国药现代,央企国企改革,600498,118.6433,命中央企国企改革,强赎中；退市日期2023-06-16,,,
2026-01-12,21,110070.SH,凌钢转债,600231,凌钢股份,央企国企改革,600498,118.6433,命中央企国企改革,公告到期赎回；成交额偏低0.3万；退市日期2026-04-13,127.01,128.795,1.4054
2026-01-12,22,110073.SH,国投转债,600061,国投资本,央企国企改革,600498,118.6433,命中央企国企改革,公告到期赎回；成交额偏低3.3万；剩余规模79.99亿；退市日期2026-07-24,114.987,116.001,0.8818
2026-01-12,23,110075.SH,南航转债,600029,南方航空,央企国企改革,600498,118.6433,命中央企国企改革,成交额偏低2.7万；剩余规模58.96亿,136.699,136.549,-0.1097
2026-01-12,24,110807.SH,动力定01,600482,中国动力,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2024-12-05,,,
2026-01-12,25,110808.SH,动力定02,600482,中国动力,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2026-03-23,,,
2026-01-12,26,110814.SH,华电定转,600027,华电国际,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2023-06-08,,,
2026-01-12,27,110817.SH,保利定转,600048,保利发展,央企国企改革,600498,118.6433,命中央企国企改革,剩余规模85.00亿,,,
2026-01-12,28,113024.SH,核建转债,601611,中国核建,央企国企改革,600498,118.6433,命中央企国企改革,公告到期赎回；退市日期2025-04-08,,,
2026-01-12,29,113026.SH,核能转债,601985,中国核电,央企国企改革,600498,118.6433,命中央企国企改革,强赎中；退市日期2022-03-09,,,
2026-01-12,30,113051.SH,节能转债,601016,节能风电,央企国企改革,600498,118.6433,命中央企国企改革,成交额偏低1.1万；剩余规模26.52亿,123.67,124.792,0.9073
2026-01-12,31,113688.SH,国检转债,603060,国检集团,央企国企改革,600498,118.6433,命中央企国企改革,成交额偏低0.4万,134.85,137.038,1.6225
2026-01-12,32,118022.SH,锂科转债,688779,五矿新能,央企国企改革,600498,118.6433,命中央企国企改革,成交额偏低1.2万；剩余规模32.50亿,123.998,124.907,0.7331
2026-01-12,33,123002.SZ,国祯转债,300388,节能国祯,央企国企改革,600498,118.6433,命中央企国企改革,公告到期赎回；退市日期2023-11-27,,,
2026-01-12,34,123004.SZ,铁汉转债,300197,节能铁汉,央企国企改革,600498,118.6433,命中央企国企改革,公告到期赎回；退市日期2023-12-19,,,
2026-01-12,35,123048.SZ,应急转债,300527,ST应急,央企国企改革,600498,118.6433,命中央企国企改革,强赎中；退市日期2025-09-05,,,
2026-01-12,36,123272.SZ,中汽转债,301215,中汽股份,央企国企改革,600498,118.6433,命中央企国企改革,剩余规模10.39亿,,,
2026-01-12,37,125069.SZ,侨城转债,000069,华侨城A,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2005-04-29,,,
2026-01-12,38,125717.SZ,韶钢转债,000717,中南股份,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2007-10-16,,,
2026-01-12,39,125731.SZ,美丰转债,000731,四川美丰,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2013-04-24,,,
2026-01-12,40,125898.SZ,鞍钢转债,000898,鞍钢股份,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2005-03-14,,,
2026-01-12,41,125930.SZ,丰原转债,000930,中粮科技,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2006-03-24,,,
2026-01-12,42,125969.SZ,安泰转债,000969,安泰科技,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2010-06-23,,,
2026-01-12,43,127012.SZ,招路转债,001965,招商公路,央企国企改革,600498,118.6433,命中央企国企改革,强赎中；退市日期2024-04-03,,,
2026-01-12,44,127014.SZ,北方转债,000065,北方国际,央企国企改革,600498,118.6433,命中央企国企改革,强赎中；退市日期2025-04-15,,,
2026-01-12,45,127018.SZ,本钢转债,000761,本钢板材,央企国企改革,600498,118.6433,命中央企国企改革,公告到期赎回；成交额偏低1.3万；退市日期2026-06-29,122.6,123.174,0.4682
2026-01-12,46,127071.SZ,天箭转债,003009,中天火箭,央企国企改革,600498,118.6433,命中央企国企改革,强赎中；成交额偏低29.8万；退市日期2026-03-16,192.0,214.5,11.7188
2026-01-12,47,127108.SZ,太能转债,000591,太阳能,央企国企改革,600498,118.6433,命中央企国企改革,成交额偏低0.9万；剩余规模29.50亿,125.998,125.985,-0.0103
2026-01-12,48,127110.SZ,广核转债,003816,中国广核,央企国企改革,600498,118.6433,命中央企国企改革,成交额偏低0.7万；剩余规模48.99亿,145.754,146.501,0.5125
2026-01-12,49,128078.SZ,太极转债,002368,太极股份,央企国企改革,600498,118.6433,命中央企国企改革,强赎中；退市日期2023-05-04,,,
2026-01-12,50,128088.SZ,深南转债,002916,深南电路,央企国企改革,600498,118.6433,命中央企国企改革,退市日期2020-09-11,,,
2026-01-15,1,127038.SZ,国微转债,002049,紫光国微,数字货币、移动支付,002049,1221.7126,正股为触发股，命中数字货币、移动支付,成交额偏低25.9万；剩余规模14.92亿,157.0,151.339,-3.6057
2026-01-15,2,110031.SH,航信转债,600271,航天信息,数字货币、移动支付,002049,221.7126,命中数字货币、移动支付,退市日期2021-06-15,,,
2026-01-15,3,123043.SZ,正元转债,300645,正元智慧,数字货币、移动支付,002049,221.7126,命中数字货币、移动支付,强赎中；退市日期2022-02-28,,,
2026-01-15,4,123157.SZ,科蓝转债,300663,科蓝软件,数字货币、移动支付,002049,221.7126,命中数字货币、移动支付,成交额偏低1.0万,159.8,154.574,-3.2703
2026-01-15,5,123196.SZ,正元转02,300645,正元智慧,数字货币、移动支付,002049,221.7126,命中数字货币、移动支付,成交额偏低0.4万,142.202,140.262,-1.3643
2026-01-15,6,110050.SH,佳都转债,600728,佳都科技,移动支付,002049,121.7126,命中移动支付,退市日期2020-04-09,,,
2026-01-15,7,110074.SH,精达转债,600577,精达股份,移动支付,002049,121.7126,命中移动支付,成交额偏低12.7万,486.7,513.783,5.5646
2026-01-15,8,118021.SH,新致转债,688590,新致软件,数字货币,002049,121.7126,命中数字货币,强赎中；成交额偏低7.2万；退市日期2026-03-25,300.326,292.977,-2.447
2026-01-15,9,118057.SH,甬矽转债,688362,甬矽电子,数字货币,002049,121.7126,命中数字货币,强赎中；成交额偏低13.4万；退市日期2026-06-16,245.0,246.787,0.7294
2026-01-15,10,123005.SZ,万信转债,300168,万达信息,移动支付,002049,121.7126,命中移动支付,退市日期2018-08-29,,,
2026-01-15,11,123021.SZ,万信转2,300168,万达信息,移动支付,002049,121.7126,命中移动支付,退市日期2020-04-22,,,
2026-01-15,12,123105.SZ,拓尔转债,300229,拓尔思,数字货币,002049,121.7126,命中数字货币,强赎中；退市日期2023-03-16,,,
2026-01-15,13,123164.SZ,法本转债,300925,法本信息,数字货币,002049,121.7126,命中数字货币,强赎中；退市日期2024-01-15,,,
2026-01-15,14,123184.SZ,天阳转债,300872,天阳科技,数字货币,002049,121.7126,命中数字货币,强赎中；退市日期2025-07-21,,,
2026-01-15,15,124002.SZ,华铭定转,300462,ST华铭,移动支付,002049,121.7126,命中移动支付,公告到期赎回,,,
2026-01-15,16,124014.SZ,华铭定02,300462,ST华铭,移动支付,002049,121.7126,命中移动支付,,,,
2026-01-15,17,127032.SZ,苏行转债,002966,苏州银行,移动支付,002049,121.7126,命中移动支付,强赎中；退市日期2025-03-17,,,
2026-01-15,18,127033.SZ,中装转2,002822,ST中装,数字货币,002049,121.7126,命中数字货币,成交额偏低0.0万,0.0,89.726,
2026-01-15,19,128057.SZ,博彦转债,002649,博彦科技,数字货币,002049,121.7126,命中数字货币,退市日期2021-12-08,,,
2026-01-15,20,128060.SZ,中装转债,002822,ST中装,数字货币,002049,121.7126,命中数字货币,退市日期2020-03-30,,,
2026-01-15,21,128061.SZ,启明转债,002439,启明星辰,数字货币,002049,121.7126,命中数字货币,退市日期2020-03-26,,,
2026-01-15,22,128078.SZ,太极转债,002368,太极股份,数字货币,002049,121.7126,命中数字货币,强赎中；退市日期2023-05-04,,,
2026-01-15,23,128083.SZ,新北转债,002376,新北洋,数字货币,002049,121.7126,命中数字货币,强赎中；退市日期2025-01-07,,,
2026-01-19,1,128143.SZ,锋龙转债,002931,锋龙股份,机器人概念、股权转让(并购重组),002931,1222.9257,正股为触发股，命中机器人概念、股权转让(并购重组),强赎中；退市日期2025-03-13,,,
2026-01-19,2,110028.SH,冠城转债,600067,冠城新材,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),退市日期2015-04-29,,,
2026-01-19,3,110074.SH,精达转债,600577,精达股份,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),成交额偏低12.4万,530.6,551.996,4.0324
2026-01-19,4,113016.SH,小康转债,601127,赛力斯,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2023-06-26,,,
2026-01-19,5,113595.SH,花王转债,603007,顺景科技,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2024-02-27,,,
2026-01-19,6,113598.SH,法兰转债,603966,法兰泰克,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2025-06-20,,,
2026-01-19,7,113609.SH,永安转债,603776,永安行,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2025-08-12,,,
2026-01-19,8,113619.SH,世运转债,603920,世运电路,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2024-12-03,,,
2026-01-19,9,113698.SH,凯众转债,603037,凯众股份,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),成交额偏低1.8万,181.08,183.183,1.1614
2026-01-19,10,118500.SH,思瑞定转,688536,思瑞浦,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),,,,
2026-01-19,11,123011.SZ,德尔转债,300473,德尔股份,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),公告到期赎回；退市日期2024-07-19,,,
2026-01-19,12,123051.SZ,今天转债,300532,今天国际,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),退市日期2021-10-25,,,
2026-01-19,13,123054.SZ,思特转债,300608,思特奇,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；成交额偏低0.3万；退市日期2026-06-09,151.999,151.2,-0.5257
2026-01-19,14,123086.SZ,海兰转债,300065,海兰信,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2022-09-01,,,
2026-01-19,15,123096.SZ,思创转债,300078,思创智联,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2024-12-02,,,
2026-01-19,16,123097.SZ,美力转债,300611,美力科技,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2022-09-19,,,
2026-01-19,17,123162.SZ,东杰转债,300486,东杰智能,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2025-10-14,,,
2026-01-19,18,123205.SZ,大叶转债,300879,大叶股份,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2024-12-10,,,
2026-01-19,19,123227.SZ,雅创转债,301099,雅创电子,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2025-04-10,,,
2026-01-19,20,127061.SZ,美锦转债,000723,美锦能源,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),成交额偏低1.1万；剩余规模27.89亿,119.8,121.325,1.273
2026-01-19,21,128018.SZ,时达转债,002527,新时达,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),退市日期2021-11-05,,,
2026-01-19,22,128101.SZ,联创转债,002036,联创电子,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),公告到期赎回；成交额偏低0.6万；退市日期2026-03-17,129.499,129.0,-0.3853
2026-01-19,23,128117.SZ,道恩转债,002838,道恩股份,机器人概念、股权转让(并购重组),002931,222.9257,命中机器人概念、股权转让(并购重组),强赎中；退市日期2025-05-21,,,
2026-01-19,24,100196.SH,复星转债,600196,复星医药,机器人概念,002931,122.9257,命中机器人概念,退市日期2006-07-24,,,
2026-01-19,25,110002.SH,南山转债,600219,南山铝业,机器人概念,002931,122.9257,命中机器人概念,退市日期2009-09-24,,,
2026-01-19,26,110020.SH,南山转债,600219,南山铝业,机器人概念,002931,122.9257,命中机器人概念,退市日期2015-03-13,,,
2026-01-19,27,110024.SH,隧道转债,600820,隧道股份,机器人概念,002931,122.9257,命中机器人概念,退市日期2014-12-18,,,
2026-01-19,28,110030.SH,格力转债,600185,珠免集团,股权转让(并购重组),002931,122.9257,命中股权转让(并购重组),退市日期2019-12-25,,,
2026-01-19,29,110032.SH,三一转债,600031,三一重工,机器人概念,002931,122.9257,命中机器人概念,退市日期2019-03-26,,,
2026-01-19,30,110034.SH,九州转债,600998,九州通,机器人概念,002931,122.9257,命中机器人概念,退市日期2022-01-17,,,
2026-01-19,31,110039.SH,宝信转债,600845,宝信软件,机器人概念,002931,122.9257,命中机器人概念,退市日期2018-07-13,,,
2026-01-19,32,110049.SH,海尔转债,600690,海尔智家,机器人概念,002931,122.9257,命中机器人概念,退市日期2019-12-17,,,
2026-01-19,33,110051.SH,中天转债,600522,中天科技,机器人概念,002931,122.9257,命中机器人概念,退市日期2021-12-17,,,
2026-01-19,34,110056.SH,亨通转债,600487,亨通光电,机器人概念,002931,122.9257,命中机器人概念,强赎中；退市日期2022-12-06,,,
2026-01-19,35,110068.SH,龙净转债,600388,龙净环保,机器人概念,002931,122.9257,命中机器人概念,强赎中；退市日期2024-12-18,,,
2026-01-19,36,110069.SH,瀚蓝转债,600323,瀚蓝环境,股权转让(并购重组),002931,122.9257,命中股权转让(并购重组),退市日期2021-04-28,,,
2026-01-19,37,110081.SH,闻泰转债,600745,*ST闻泰,股权转让(并购重组),002931,122.9257,命中股权转让(并购重组),成交额偏低1.8万；剩余规模80.63亿,117.3,116.883,-0.3555
2026-01-19,38,110082.SH,宏发转债,600885,宏发股份,机器人概念,002931,122.9257,命中机器人概念,强赎中；退市日期2025-12-12,,,
2026-01-19,39,110089.SH,兴发转债,600141,兴发集团,机器人概念,002931,122.9257,命中机器人概念,强赎中；成交额偏低4.4万；退市日期2026-03-04,144.05,147.969,2.7206
2026-01-19,40,110090.SH,爱迪转债,600933,爱柯迪,机器人概念,002931,122.9257,命中机器人概念,成交额偏低1.0万；剩余规模15.70亿,146.51,149.0,1.6995
2026-01-19,41,110091.SH,合力转债,600761,安徽合力,机器人概念,002931,122.9257,命中机器人概念,强赎中；退市日期2024-07-04,,,
2026-01-19,42,110093.SH,神马转债,600810,神马股份,股权转让(并购重组),002931,122.9257,命中股权转让(并购重组),成交额偏低0.7万；剩余规模22.20亿,136.92,137.373,0.3309
2026-01-19,43,110219.SH,南山转债,600219,南山铝业,机器人概念,002931,122.9257,命中机器人概念,退市日期2006-08-24,,,
2026-01-19,44,110811.SH,神马定01,600810,神马股份,股权转让(并购重组),002931,122.9257,命中股权转让(并购重组),公告提示强赎,,,
2026-01-19,45,110812.SH,神马定02,600810,神马股份,股权转让(并购重组),002931,122.9257,命中股权转让(并购重组),退市日期2022-01-21,,,
2026-01-19,46,110814.SH,华电定转,600027,华电国际,股权转让(并购重组),002931,122.9257,命中股权转让(并购重组),退市日期2023-06-08,,,
2026-01-19,47,110874.SH,创业转债,600874,创业环保,机器人概念,002931,122.9257,命中机器人概念,退市日期2007-09-07,,,
2026-01-19,48,111000.SH,起帆转债,605222,起帆电缆,机器人概念,002931,122.9257,命中机器人概念,成交额偏低8.0万,140.757,143.961,2.2763
2026-01-19,49,111004.SH,明新转债,605068,明新旭腾,机器人概念,002931,122.9257,命中机器人概念,成交额偏低0.6万,139.23,140.4,0.8403
2026-01-19,50,111005.SH,富春转债,605189,富春染织,机器人概念,002931,122.9257,命中机器人概念,强赎中；成交额偏低0.7万；退市日期2026-05-29,163.338,165.943,1.5949
2026-01-20,1,118035.SH,国力转债,688103,国力电子,其他电子、其他电子Ⅲ,000670,217.2766,命中其他电子、其他电子Ⅲ,成交额偏低0.3万,152.66,152.006,-0.4284
2026-01-20,2,118060.SH,瑞可转债,688800,瑞可达,其他电子、其他电子Ⅲ,000670,217.2766,命中其他电子、其他电子Ⅲ,成交额偏低1.0万,194.33,191.458,-1.4779
2026-01-20,3,123167.SZ,商络转债,300975,商络电子,其他电子、其他电子Ⅲ,000670,217.2766,命中其他电子、其他电子Ⅲ,强赎中；退市日期2024-05-08,,,
2026-01-20,4,123227.SZ,雅创转债,301099,雅创电子,其他电子、其他电子Ⅲ,000670,217.2766,命中其他电子、其他电子Ⅲ,强赎中；退市日期2025-04-10,,,
2026-01-20,5,128137.SZ,洁美转债,002859,洁美科技,其他电子、其他电子Ⅲ,000670,217.2766,命中其他电子、其他电子Ⅲ,强赎中；成交额偏低1.8万,150.351,148.0,-1.5637
2026-01-21,1,113593.SH,沪工转债,603131,上海沪工,其他通用设备、海工装备,000880,215.0165,命中其他通用设备、海工装备,强赎中；成交额偏低0.0万；退市日期2026-01-22,0.0,135.022,
2026-01-21,2,113664.SH,大元转债,603757,大元泵业,其他通用设备、海工装备,000880,215.0165,命中其他通用设备、海工装备,强赎中；退市日期2025-09-17,,,
2026-01-21,3,128038.SZ,利欧转债,002131,利欧股份,其他通用设备、海工装备,000880,215.0165,命中其他通用设备、海工装备,退市日期2020-04-09,,,
2026-01-21,4,100117.SH,西钢转债,600117,西宁特钢,海工装备,000880,115.0165,命中海工装备,退市日期2007-06-14,,,
2026-01-21,5,110005.SH,西洋转债,600558,大西洋,海工装备,000880,115.0165,命中海工装备,退市日期2010-05-19,,,
2026-01-21,6,110051.SH,中天转债,600522,中天科技,海工装备,000880,115.0165,命中海工装备,退市日期2021-12-17,,,
2026-01-21,7,110056.SH,亨通转债,600487,亨通光电,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2022-12-06,,,
2026-01-21,8,110058.SH,永鼎转债,600105,永鼎股份,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2024-12-20,,,
2026-01-21,9,110062.SH,烽火转债,600498,烽火通信,海工装备,000880,115.0165,命中海工装备,公告到期赎回；退市日期2025-12-02,,,
2026-01-21,10,110101.SH,宝钛转债,600456,宝钛股份,海工装备,000880,115.0165,命中海工装备,剩余规模35.00亿,,,
2026-01-21,11,110807.SH,动力定01,600482,中国动力,海工装备,000880,115.0165,命中海工装备,退市日期2024-12-05,,,
2026-01-21,12,110808.SH,动力定02,600482,中国动力,海工装备,000880,115.0165,命中海工装备,退市日期2026-03-23,,,
2026-01-21,13,111000.SH,起帆转债,605222,起帆电缆,海工装备,000880,115.0165,命中海工装备,成交额偏低1.2万,144.164,144.841,0.4696
2026-01-21,14,111023.SH,利柏转债,605167,利柏特,海工装备,000880,115.0165,命中海工装备,强赎中；成交额偏低2.6万；退市日期2026-06-24,182.51,180.911,-0.8761
2026-01-21,15,113029.SH,明阳转债,601615,明阳智能,海工装备,000880,115.0165,命中海工装备,退市日期2021-03-19,,,
2026-01-21,16,113031.SH,博威转债,601137,博威合金,海工装备,000880,115.0165,命中海工装备,退市日期2020-08-31,,,
2026-01-21,17,113046.SH,金田转债,601609,金田股份,海工装备,000880,115.0165,命中海工装备,成交额偏低1.5万；剩余规模14.99亿,143.0,145.1,1.4685
2026-01-21,18,113068.SH,金铜转债,601609,金田股份,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2025-08-26,,,
2026-01-21,19,113069.SH,博23转债,601137,博威合金,海工装备,000880,115.0165,命中海工装备,强赎中；成交额偏低0.0万；退市日期2026-01-22,0.0,155.575,
2026-01-21,20,113558.SH,日月转债,603218,日月股份,海工装备,000880,115.0165,命中海工装备,退市日期2020-08-19,,,
2026-01-21,21,113567.SH,君禾转债,603617,君禾股份,其他通用设备,000880,115.0165,命中其他通用设备,强赎中；退市日期2023-03-15,,,
2026-01-21,22,113570.SH,百达转债,603331,百达精工,其他通用设备,000880,115.0165,命中其他通用设备,强赎中；退市日期2023-03-24,,,
2026-01-21,23,113603.SH,东缆转债,603606,东方电缆,海工装备,000880,115.0165,命中海工装备,退市日期2021-11-30,,,
2026-01-21,24,113671.SH,武进转债,603878,武进不锈,海工装备,000880,115.0165,命中海工装备,成交额偏低0.3万,142.98,143.736,0.5287
2026-01-21,25,113697.SH,应流转债,603308,应流股份,海工装备,000880,115.0165,命中海工装备,成交额偏低2.8万；剩余规模15.00亿,250.998,250.043,-0.3805
2026-01-21,26,118019.SH,金盘转债,688676,金盘科技,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2024-05-28,,,
2026-01-21,27,118023.SH,广大转债,688186,广大特材,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2025-08-25,,,
2026-01-21,28,118050.SH,航宇转债,688239,航宇科技,海工装备,000880,115.0165,命中海工装备,成交额偏低5.9万,318.0,322.82,1.5157
2026-01-21,29,118063.SH,金05转债,688676,金盘科技,海工装备,000880,115.0165,命中海工装备,成交额偏低5.7万；剩余规模16.71亿,197.5,200.604,1.5716
2026-01-21,30,118068.SH,迪威转债,688377,迪威尔,海工装备,000880,115.0165,命中海工装备,,,,
2026-01-21,31,123034.SZ,通光转债,300265,通光线缆,海工装备,000880,115.0165,命中海工装备,公告到期赎回；退市日期2025-11-04,,,
2026-01-21,32,123035.SZ,利德转债,300296,利亚德,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2025-01-20,,,
2026-01-21,33,123048.SZ,应急转债,300527,ST应急,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2025-09-05,,,
2026-01-21,34,123060.SZ,苏试转债,300416,苏试试验,海工装备,000880,115.0165,命中海工装备,强赎中；退市日期2023-01-30,,,
2026-01-21,35,123071.SZ,天能转债,300569,天能重工,海工装备,000880,115.0165,命中海工装备,成交额偏低0.4万,126.8,127.768,0.7634
2026-01-21,36,123079.SZ,运达转债,300772,运达股份,海工装备,000880,115.0165,命中海工装备,退市日期2021-09-17,,,
