trade_date,rank,cb_code,cb_name,stk_code,stk_name,matched_concepts,trigger_sources,theme_score,relation_reason,risk_notes,open,close,return_pct
2026-03-02,1,118019.SH,金盘转债,688676,金盘科技,海南、海南自贸区,600759,227.3552,命中海南、海南自贸区,强赎中；退市日期2024-05-28,,,
2026-03-02,2,118063.SH,金05转债,688676,金盘科技,海南、海南自贸区,600759,227.3552,命中海南、海南自贸区,成交额偏低1.1万；剩余规模16.71亿,193.0,196.226,1.6715
2026-03-02,3,125572.SZ,海马转债,000572,海马汽车,海南、海南自贸区,600759,227.3552,命中海南、海南自贸区,退市日期2009-06-09,,,
2026-03-02,4,128050.SZ,钧达转债,002865,钧达股份,海南、海南自贸区,600759,227.3552,命中海南、海南自贸区,退市日期2022-02-14,,,
2026-03-04,1,123068.SZ,弘信转债,300657,弘信电子,AI PC、近期并购重组,688525,218.0898,命中AI PC、近期并购重组,退市日期2021-10-20,,,
2026-03-04,2,124016.SZ,TCL定转1,000100,TCL科技,AI PC、近期并购重组,688525,218.0898,命中AI PC、近期并购重组,,,,
2026-03-04,3,124017.SZ,TCL定转2,000100,TCL科技,AI PC、近期并购重组,688525,218.0898,命中AI PC、近期并购重组,退市日期2022-11-30,,,
2026-03-04,4,100001.SH,南化转债,600301,华锡有色,近期并购重组,688525,118.0898,命中近期并购重组,退市日期2001-05-28,,,
2026-03-04,5,100196.SH,复星转债,600196,复星医药,近期并购重组,688525,118.0898,命中近期并购重组,退市日期2006-07-24,,,
2026-03-04,6,110010.SH,包钢转债,600010,包钢股份,近期并购重组,688525,118.0898,命中近期并购重组,退市日期2009-11-16,,,
2026-03-04,7,110017.SH,中海转债,600026,中远海能,近期并购重组,688525,118.0898,命中近期并购重组,退市日期2015-02-13,,,
2026-03-04,8,110026.SH,中海转债,600026,中远海能,近期并购重组,688525,118.0898,命中近期并购重组,退市日期2008-04-09,,,
2026-03-04,9,110069.SH,瀚蓝转债,600323,瀚蓝环境,近期并购重组,688525,118.0898,命中近期并购重组,退市日期2021-04-28,,,
2026-03-04,10,110075.SH,南航转债,600029,南方航空,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低2.6万；剩余规模58.96亿,131.5,129.218,-1.7354
2026-03-04,11,110081.SH,闻泰转债,600745,*ST闻泰,AI PC,688525,118.0898,命中AI PC,成交额偏低2.2万；剩余规模80.63亿,114.788,114.914,0.1098
2026-03-04,12,110089.SH,兴发转债,600141,兴发集团,近期并购重组,688525,118.0898,命中近期并购重组,强赎中；退市日期2026-03-04,,,
2026-03-04,13,110092.SH,三房转债,600370,*ST三房,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.7万；剩余规模21.19亿,101.88,102.594,0.7008
2026-03-04,14,110097.SH,天润转债,600419,天润乳业,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低0.8万,148.451,148.035,-0.2802
2026-03-04,15,110098.SH,南药转债,600713,南京医药,近期并购重组,688525,118.0898,命中近期并购重组,成交额偏低1.1万；剩余规模10.81亿,136.79,134.888,-1.3905
2026-03-04,16,110488.SH,天药转债,600488,津药药业,近期并购重组,688525,118.0898,命中近期并购重组,退市日期2007-07-04,,,
2026-03-04,17,110817.SH,保利定转,600048,保利发展,近期并购重组,688525,118.0898,命中近期并购重组,剩余规模85.00亿,,,
