code,name,reason,trade_date
002519,银河电子,封单金额不足5亿,2026-01-08
600477,杭萧钢构,封单金额不足5亿,2026-01-08
603015,弘讯科技,封单金额不足5亿,2026-01-08
600337,美克家居,封单金额不足5亿,2026-01-08
600935,华塑股份,封单金额不足5亿,2026-01-08
002971,和远气体,封单金额不足5亿,2026-01-08
002931,锋龙股份,昨日已涨停,2026-01-09
600783,鲁信创投,昨日已涨停,2026-01-09
600477,杭萧钢构,封单金额不足5亿,2026-01-09
002342,巨力索具,封单金额不足5亿,2026-01-09
600637,东方明珠,封单金额不足5亿,2026-01-09
601106,中国一重,封单金额不足5亿,2026-01-09
002431,棕榈股份,封单金额不足5亿,2026-01-09
603017,中衡设计,封单金额不足5亿,2026-01-09
000987,越秀资本,封单金额不足5亿,2026-01-09
300986,志特新材,封单金额不足5亿,2026-01-09
603015,弘讯科技,封单金额不足5亿,2026-01-09
603938,三孚股份,封单金额不足5亿,2026-01-09
002131,利欧股份,昨日已涨停,2026-01-12
002931,锋龙股份,昨日已涨停,2026-01-12
600477,杭萧钢构,昨日已涨停,2026-01-12
002044,美年健康,昨日已涨停,2026-01-12
002115,三维通信,封单金额不足5亿,2026-01-12
000681,视觉中国,封单金额不足5亿,2026-01-12
002519,银河电子,封单金额不足5亿,2026-01-12
600783,鲁信创投,封单金额不足5亿,2026-01-12
002342,巨力索具,封单金额不足5亿,2026-01-12
600637,东方明珠,封单金额不足5亿,2026-01-12
600776,东方通信,封单金额不足5亿,2026-01-12
603598,引力传媒,封单金额不足5亿,2026-01-12
002969,嘉美包装,封单金额不足5亿,2026-01-12
300986,志特新材,封单金额不足5亿,2026-01-12
603000,人民网,封单金额不足5亿,2026-01-12
603496,恒为科技,封单金额不足5亿,2026-01-12
003007,直真科技,封单金额不足5亿,2026-01-12
002512,达华智能,封单金额不足5亿,2026-01-12
600676,交运股份,封单金额不足5亿,2026-01-12
603888,新华网,封单金额不足5亿,2026-01-12
603305,旭升集团,封单金额不足5亿,2026-01-12
600880,博瑞传播,封单金额不足5亿,2026-01-12
600828,茂业商业,封单金额不足5亿,2026-01-12
000503,国新健康,封单金额不足5亿,2026-01-12
002115,三维通信,昨日已涨停,2026-01-13
002131,利欧股份,昨日已涨停,2026-01-13
002931,锋龙股份,昨日已涨停,2026-01-13
002044,美年健康,昨日已涨停,2026-01-13
002465,海格通信,昨日已涨停,2026-01-13
603000,人民网,封单金额不足5亿,2026-01-13
301230,泓博医药,封单金额不足5亿,2026-01-13
000681,视觉中国,封单金额不足5亿,2026-01-13
002400,省广集团,封单金额不足5亿,2026-01-13
600676,交运股份,封单金额不足5亿,2026-01-13
603598,引力传媒,封单金额不足5亿,2026-01-13
002219,新里程,封单金额不足5亿,2026-01-13
600776,东方通信,封单金额不足5亿,2026-01-13
003007,直真科技,封单金额不足5亿,2026-01-13
000593,德龙汇能,封单金额不足5亿,2026-01-13
600477,杭萧钢构,封单金额不足5亿,2026-01-13
003041,真爱美家,封单金额不足5亿,2026-01-13
600877,电科芯片,封单金额不足5亿,2026-01-13
603888,新华网,封单金额不足5亿,2026-01-13
002115,三维通信,昨日已涨停,2026-01-14
002044,美年健康,昨日已涨停,2026-01-14
002465,海格通信,封单金额不足5亿,2026-01-14
002153,石基信息,封单金额不足5亿,2026-01-14
002112,三变科技,封单金额不足5亿,2026-01-14
601116,三江购物,封单金额不足5亿,2026-01-14
002219,新里程,封单金额不足5亿,2026-01-14
601992,金隅集团,封单金额不足5亿,2026-01-14
002879,长缆科技,封单金额不足5亿,2026-01-14
603056,德邦股份,缺少同花顺概念,2026-01-14
600410,华胜天成,昨日已涨停,2026-01-15
603056,德邦股份,昨日已涨停,2026-01-15
002218,拓日新能,封单金额不足5亿,2026-01-15
300758,七彩化学,封单金额不足5亿,2026-01-15
002153,石基信息,封单金额不足5亿,2026-01-15
600058,五矿发展,封单金额不足5亿,2026-01-15
002707,众信旅游,封单金额不足5亿,2026-01-15
002554,惠博普,封单金额不足5亿,2026-01-15
600785,新华百货,封单金额不足5亿,2026-01-15
603056,德邦股份,昨日已涨停,2026-01-16
600058,五矿发展,封单金额不足5亿,2026-01-16
002028,思源电气,封单金额不足5亿,2026-01-16
600841,动力新科,封单金额不足5亿,2026-01-16
002498,汉缆股份,封单金额不足5亿,2026-01-19
002358,森源电气,封单金额不足5亿,2026-01-19
002112,三变科技,封单金额不足5亿,2026-01-19
002931,锋龙股份,昨日已涨停,2026-01-20
002498,汉缆股份,封单金额不足5亿,2026-01-20
002358,森源电气,封单金额不足5亿,2026-01-20
600986,浙文互联,封单金额不足5亿,2026-01-20
002931,锋龙股份,昨日已涨停,2026-01-21
000670,盈方微,昨日已涨停,2026-01-21
603078,江化微,封单金额不足5亿,2026-01-21
002279,久其软件,封单金额不足5亿,2026-01-21
301031,中熔电气,封单金额不足5亿,2026-01-21
301023,奕帆传动,封单金额不足5亿,2026-01-21
002876,三利谱,封单金额不足5亿,2026-01-21
002165,红 宝 丽,封单金额不足5亿,2026-01-21
002931,锋龙股份,昨日已涨停,2026-01-22
000670,盈方微,昨日已涨停,2026-01-22
603078,江化微,封单金额不足5亿,2026-01-22
002636,金安国纪,封单金额不足5亿,2026-01-22
000880,潍柴重机,封单金额不足5亿,2026-01-22
603778,国晟科技,封单金额不足5亿,2026-01-22
002931,锋龙股份,封单金额不足5亿,2026-01-23
002943,宇晶股份,封单金额不足5亿,2026-01-23
002471,中超控股,封单金额不足5亿,2026-01-23
600481,双良节能,封单金额不足5亿,2026-01-23
603078,江化微,封单金额不足5亿,2026-01-23
601615,明阳智能,昨日已涨停,2026-01-26
002218,拓日新能,封单金额不足5亿,2026-01-26
600531,豫光金铅,封单金额不足5亿,2026-01-26
600986,浙文互联,封单金额不足5亿,2026-01-26
002506,协鑫集成,封单金额不足5亿,2026-01-26
603331,百达精工,封单金额不足5亿,2026-01-26
603271,永杰新材,封单金额不足5亿,2026-01-26
603045,福达合金,封单金额不足5亿,2026-01-26
002995,天地在线,封单金额不足5亿,2026-01-26
002155,湖南黄金,昨日已涨停,2026-01-27
002291,遥望科技,封单金额不足5亿,2026-01-27
002155,湖南黄金,昨日已涨停,2026-01-28
600916,中国黄金,昨日已涨停,2026-01-28
000620,盈新发展,封单金额不足5亿,2026-01-28
000815,美利云,封单金额不足5亿,2026-01-28
001376,百通能源,封单金额不足5亿,2026-01-28
002155,湖南黄金,昨日已涨停,2026-01-29
600916,中国黄金,昨日已涨停,2026-01-29
600499,科达制造,封单金额不足5亿,2026-01-29
601069,西部黄金,封单金额不足5亿,2026-01-29
600871,石化油服,封单金额不足5亿,2026-01-29
000813,德展健康,封单金额不足5亿,2026-01-29
601388,怡球资源,封单金额不足5亿,2026-01-29
002455,百川股份,封单金额不足5亿,2026-01-29
600084,中信尼雅,封单金额不足5亿,2026-01-29
000506,招金黄金,封单金额不足5亿,2026-01-29
688583,思看科技,封单金额不足5亿,2026-01-30
603172,万丰股份,封单金额不足5亿,2026-01-30
600395,盘江股份,封单金额不足5亿,2026-01-30
600084,中信尼雅,封单金额不足5亿,2026-01-30
002155,湖南黄金,封单金额不足5亿,2026-01-30
