code,name,reason,trade_date
301293,三博脑科,封单金额不足5亿,2026-01-05
600775,南京熊猫,封单金额不足5亿,2026-01-05
301363,美好医疗,封单金额不足5亿,2026-01-05
600337,美克家居,封单金额不足5亿,2026-01-05
002718,友邦吊顶,封单金额不足5亿,2026-01-05
002195,岩山科技,昨日已涨停,2026-01-06
002931,锋龙股份,昨日已涨停,2026-01-06
002173,创新医疗,昨日已涨停,2026-01-06
600775,南京熊猫,昨日已涨停,2026-01-06
301293,三博脑科,昨日已涨停,2026-01-06
301363,美好医疗,昨日已涨停,2026-01-06
002324,普利特,封单金额不足5亿,2026-01-06
603716,塞力医疗,封单金额不足5亿,2026-01-06
002925,盈趣科技,封单金额不足5亿,2026-01-06
000516,国际医学,封单金额不足5亿,2026-01-06
001331,胜通能源,封单金额不足5亿,2026-01-06
600337,美克家居,封单金额不足5亿,2026-01-06
002757,南兴股份,封单金额不足5亿,2026-01-06
002462,嘉事堂,封单金额不足5亿,2026-01-06
920199,倍益康,封单金额不足5亿,2026-01-06
002718,友邦吊顶,封单金额不足5亿,2026-01-06
002195,岩山科技,昨日已涨停,2026-01-07
002931,锋龙股份,昨日已涨停,2026-01-07
600783,鲁信创投,昨日已涨停,2026-01-07
002173,创新医疗,昨日已涨停,2026-01-07
600775,南京熊猫,昨日已涨停,2026-01-07
000620,盈新发展,封单金额不足5亿,2026-01-07
002519,银河电子,封单金额不足5亿,2026-01-07
002324,普利特,封单金额不足5亿,2026-01-07
603650,彤程新材,封单金额不足5亿,2026-01-07
000859,国风新材,封单金额不足5亿,2026-01-07
600337,美克家居,封单金额不足5亿,2026-01-07
001331,胜通能源,封单金额不足5亿,2026-01-07
002462,嘉事堂,封单金额不足5亿,2026-01-07
600266,城建发展,封单金额不足5亿,2026-01-07
301213,观想科技,封单金额不足5亿,2026-01-07
301363,美好医疗,封单金额不足5亿,2026-01-07
002718,友邦吊顶,封单金额不足5亿,2026-01-07
002931,锋龙股份,昨日已涨停,2026-01-08
600783,鲁信创投,昨日已涨停,2026-01-08
002173,创新医疗,昨日已涨停,2026-01-08
002324,普利特,封单金额不足5亿,2026-01-08
603938,三孚股份,封单金额不足5亿,2026-01-08
