list_type,cb_code,cb_name,stk_code,stk_name,theme_score,matched_concepts,trigger_sources,relation_reason,premium_rate,cb_amount,remain_size_yi,call_status,risk_notes,quality_tier,quality_tier_reason,observation_reason
主买,113503.SH,泰晶转债,603738,泰晶科技,1110.9986,被动元件,603738,正股为触发股，命中被动元件,,,0.0,安全,退市日期2020-05-27,A,概念竞价强度3.24%,
主买,113504.SH,艾华转债,603989,艾华集团,110.9986,被动元件,603738,命中被动元件,,,0.0,公告到期赎回,公告到期赎回；退市日期2024-03-04,A,概念竞价强度3.24%,
主买,123189.SZ,晓鸣转债,300967,晓鸣股份,110.6784,肉鸡养殖,002458,命中肉鸡养殖,,,3.29,安全,,A,概念竞价强度3.88%,
主买,127060.SZ,湘佳转债,002982,湘佳股份,110.6784,肉鸡养殖,002458,命中肉鸡养殖,,,6.4,安全,,A,概念竞价强度3.88%,
