model_key,trade_date,stock_code,time_slot,total_score,grade,rank_in_day,ret_1d,is_win_1d,ret_3d,is_win_3d,ret_5d,is_win_5d,ret_10d,is_win_10d,ret_20d,f_gain_14,f_ma_score,f_gain_score,f_peer_count,f_seal_score,f_volume_score,f_turnover_score,f_afternoon_score,f_resonance_score,f_leadership_bonus,f_sector_leader_score,f_sector_momentum_score
leader_intraday_v7,2026-05-11,688159,14:40,50.0,B,6,7.13,True,20.56,True,11.82,True,-2.26,False,-25.64,11.13,5,18,20,6,7,2,12,5,6,12,0
leader_intraday_v7,2026-05-11,688785,14:40,43.8,C,7,9.87,True,13.3,True,19.73,True,11.75,True,-13.98,8.86,5,12,70,6,7,2,12,5,6,12,0
leader_intraday_v7,2026-05-11,688655,14:40,37.5,C,8,4.61,True,9.5,True,6.85,True,-3.58,False,-15.41,10.72,5,18,56,6,7,4,12,5,6,12,0
leader_intraday_v7,2026-05-11,688783,14:40,37.5,C,9,0.85,True,0.15,True,-1.56,False,-2.73,False,1.15,10.05,5,18,70,6,7,4,10,5,6,12,0
leader_closing_v3,2026-05-12,688096,14:40,105.0,S,1,3.86,True,2.57,True,5.83,True,10.37,True,24.94,8.8,5,12,0,6,7,1,12,8,0,0,7
leader_closing_v3,2026-05-12,688508,14:40,105.0,S,2,-3.69,False,-3.61,False,-0.68,False,-1.3,False,-7.34,8.04,5,10,0,6,7,4,12,8,0,0,7
leader_closing_v3,2026-05-12,688601,14:40,105.0,S,3,-1.57,False,8.71,True,2.52,True,1.33,True,-17.22,8.78,5,12,0,6,7,2,10,8,0,0,7
leader_closing_v3,2026-05-12,688611,14:40,97.6,S,4,-0.31,False,-2.82,False,-1.72,False,10.72,True,-2.39,8.23,5,10,0,6,7,1,12,8,0,0,7
leader_closing_v3,2026-05-12,688308,14:40,86.5,S,5,4.04,True,2.25,True,4.54,True,29.27,True,43.51,11.58,3,18,0,6,7,6,12,8,0,0,7
leader_closing_v3,2026-05-12,688663,14:40,79.1,S,6,11.04,True,8.67,True,31.2,True,22.01,True,10.47,11.88,5,18,0,6,7,2,12,8,0,0,7
leader_closing_v3,2026-05-12,000935,14:40,64.3,S,7,9.02,True,5.48,True,4.96,True,4.9,True,-16.89,8.5,5,12,0,6,7,1,11,8,0,0,7
leader_intraday_v7,2026-05-12,688096,14:40,105.0,S,1,3.86,True,2.57,True,5.83,True,10.37,True,24.94,8.8,5,12,0,6,7,1,12,8,0,0,7
leader_intraday_v7,2026-05-12,688508,14:40,105.0,S,2,-3.69,False,-3.61,False,-0.68,False,-1.3,False,-7.34,8.04,5,10,0,6,7,4,12,8,0,0,7
leader_intraday_v7,2026-05-12,688601,14:40,105.0,S,3,-1.57,False,8.71,True,2.52,True,1.33,True,-17.22,8.78,5,12,0,6,7,2,10,8,0,0,7
leader_intraday_v7,2026-05-12,688611,14:40,97.0,S,4,-0.31,False,-2.82,False,-1.72,False,10.72,True,-2.39,8.23,5,10,0,6,7,1,12,8,0,0,7
leader_intraday_v7,2026-05-12,688308,14:40,85.0,S,5,4.04,True,2.25,True,4.54,True,29.27,True,43.51,11.58,3,18,0,6,7,6,12,8,0,0,7
leader_intraday_v7,2026-05-12,688663,14:40,77.0,S,6,11.04,True,8.67,True,31.2,True,22.01,True,10.47,11.88,5,18,0,6,7,2,12,8,0,0,7
leader_intraday_v7,2026-05-12,688213,14:40,33.0,C,7,1.01,True,4.97,True,11.47,True,9.26,True,-8.74,8.38,3,10,0,6,7,6,10,5,0,0,7
leader_closing_v3,2026-05-13,688403,14:40,100.0,S,1,-4.15,False,4.05,True,3.65,True,0.9,True,22.69,9.65,5,16,0,6,7,6,12,5,0,0,2
leader_closing_v3,2026-05-13,688433,14:40,100.0,S,2,0.0,False,-4.14,False,-1.4,False,2.09,True,-7.25,8.87,5,12,0,6,7,2,12,5,0,0,2
leader_closing_v3,2026-05-13,688757,14:40,100.0,S,3,3.77,True,6.71,True,9.88,True,24.4,True,23.32,8.32,5,10,0,6,7,1,12,5,0,0,2
leader_closing_v3,2026-05-13,688159,14:40,90.0,S,4,1.23,True,-6.11,False,-10.89,False,-25.31,False,-35.76,10.36,5,18,0,6,7,2,12,5,0,0,2
leader_closing_v3,2026-05-13,688545,14:40,90.0,S,5,-1.31,False,4.08,True,-4.12,False,-15.61,False,-3.46,11.93,5,18,0,6,7,8,12,5,0,0,2
leader_closing_v3,2026-05-13,688147,14:40,80.0,S,6,-3.88,False,-6.17,False,8.91,True,-12.4,False,-1.64,10.95,5,18,0,6,7,2,12,5,0,0,2
leader_closing_v3,2026-05-13,688282,14:40,80.0,S,7,-6.88,False,-9.37,False,-15.63,False,-19.56,False,-30.44,10.54,5,18,0,6,7,1,12,5,0,0,2
leader_intraday_v7,2026-05-13,688403,14:40,100.0,S,1,-4.15,False,4.05,True,3.65,True,0.9,True,22.69,9.65,5,16,0,6,7,6,12,5,0,0,2
leader_intraday_v7,2026-05-13,688433,14:40,100.0,S,2,0.0,False,-4.14,False,-1.4,False,2.09,True,-7.25,8.87,5,12,0,6,7,2,12,5,0,0,2
leader_intraday_v7,2026-05-13,688757,14:40,100.0,S,3,3.77,True,6.71,True,9.88,True,24.4,True,23.32,8.32,5,10,0,6,7,1,12,5,0,0,2
leader_intraday_v7,2026-05-13,688159,14:40,83.3,S,4,1.23,True,-6.11,False,-10.89,False,-25.31,False,-35.76,10.36,5,18,0,6,7,2,12,5,0,0,2
leader_intraday_v7,2026-05-13,688545,14:40,83.3,S,5,-1.31,False,4.08,True,-4.12,False,-15.61,False,-3.46,11.93,5,18,0,6,7,8,12,5,0,0,2
leader_intraday_v7,2026-05-13,688147,14:40,66.7,A,6,-3.88,False,-6.17,False,8.91,True,-12.4,False,-1.64,10.95,5,18,0,6,7,2,12,5,0,0,2
leader_intraday_v7,2026-05-13,688282,14:40,66.7,A,7,-6.88,False,-9.37,False,-15.63,False,-19.56,False,-30.44,10.54,5,18,0,6,7,1,12,5,0,0,2
leader_closing_v3,2026-05-14,688603,14:40,103.0,S,1,-5.47,False,4.8,True,-3.82,False,14.71,True,9.76,8.82,5,12,19,6,7,4,12,8,6,12,8
leader_closing_v3,2026-05-14,002518,14:40,76.3,S,2,0.42,True,11.86,True,5.35,True,-2.76,False,-20.39,8.61,5,12,18,6,7,6,10,8,6,24,8
leader_closing_v3,2026-05-14,688345,14:40,76.3,S,3,-5.45,False,1.22,True,-6.41,False,-3.84,False,-16.01,8.3,0,10,18,6,7,1,12,8,6,12,8
leader_closing_v3,2026-05-14,688307,14:40,69.7,S,4,-3.03,False,-32.55,False,-32.84,False,-40.44,False,-51.81,8.59,5,12,24,6,7,2,12,8,6,12,8
leader_closing_v3,2026-05-14,002600,14:40,56.3,A,5,3.3,True,3.24,True,-5.25,False,-2.63,False,-16.79,8.4,5,10,24,6,7,10,12,8,6,24,8
leader_closing_v3,2026-05-14,688409,14:40,56.3,A,6,14.25,True,23.14,True,15.17,True,15.02,True,23.69,8.58,5,12,22,6,7,4,12,8,6,12,8
leader_closing_v3,2026-05-14,603823,14:40,49.7,A,7,-2.02,False,9.85,True,8.07,True,34.41,True,104.85,8.2,5,10,5,6,7,1,12,8,6,24,8
leader_intraday_v7,2026-05-14,688603,14:40,103.0,S,1,-5.47,False,4.8,True,-3.82,False,14.71,True,9.76,8.82,5,12,19,6,7,4,12,8,6,12,8
leader_intraday_v7,2026-05-14,688345,14:40,63.0,A,2,-5.45,False,1.22,True,-6.41,False,-3.84,False,-16.01,8.3,0,10,18,6,7,1,12,8,6,12,8
leader_intraday_v7,2026-05-14,688307,14:40,53.0,B,3,-3.03,False,-32.55,False,-32.84,False,-40.44,False,-51.81,8.59,5,12,24,6,7,2,12,8,6,12,8
leader_intraday_v7,2026-05-14,688409,14:40,33.0,C,4,14.25,True,23.14,True,15.17,True,15.02,True,23.69,8.58,5,12,22,6,7,4,12,8,6,12,8
leader_intraday_v7,2026-05-14,688172,14:40,23.0,C,5,-4.5,False,-0.91,False,-3.38,False,45.26,True,17.48,11.52,5,18,22,6,7,4,12,8,6,12,8
leader_intraday_v7,2026-05-14,688112,14:40,3.0,C,6,8.89,True,13.64,True,13.48,True,20.48,True,16.55,10.77,0,18,6,6,7,1,12,8,6,12,8
leader_closing_v3,2026-05-15,688012,14:40,103.0,S,1,1.35,True,13.27,True,8.48,True,-31.24,False,-26.6,10.59,5,18,18,6,7,10,12,8,6,12,7
leader_closing_v3,2026-05-15,688320,14:40,91.0,S,2,-2.98,False,-4.33,False,-3.48,False,-13.81,False,-11.05,11.71,5,18,8,6,7,2,12,8,12,12,7
leader_closing_v3,2026-05-15,688107,14:40,83.0,S,3,1.41,True,10.3,True,6.59,True,-6.56,False,-9.59,9.81,5,16,18,6,7,2,12,8,6,12,7
leader_closing_v3,2026-05-15,688409,14:40,75.0,S,4,4.67,True,15.55,True,2.96,True,-7.25,False,20.86,11.31,5,18,18,6,7,6,12,8,6,12,7
leader_closing_v3,2026-05-15,603667,14:40,63.0,S,5,0.68,True,-5.25,False,4.43,True,-15.01,False,-22.35,8.46,5,12,20,6,7,10,12,8,6,24,7
leader_closing_v3,2026-05-15,603416,14:40,55.0,A,6,-0.95,False,0.86,True,0.92,True,-16.42,False,-14.51,8.94,5,12,8,6,7,2,11,8,6,24,7
leader_closing_v3,2026-05-15,688698,14:40,55.0,A,7,1.83,True,7.98,True,13.02,True,-10.67,False,-20.79,9.89,5,16,20,6,7,2,12,8,6,12,7
leader_intraday_v7,2026-05-15,688012,14:40,103.0,S,1,1.35,True,13.27,True,8.48,True,-31.24,False,-26.6,10.59,5,18,18,6,7,10,12,8,6,12,7
leader_intraday_v7,2026-05-15,688320,14:40,78.0,S,2,-2.98,False,-4.33,False,-3.48,False,-13.81,False,-11.05,11.71,5,18,8,6,7,2,12,8,12,12,7
leader_intraday_v7,2026-05-15,688107,14:40,61.3,A,3,1.41,True,10.3,True,6.59,True,-6.56,False,-9.59,9.81,5,16,18,6,7,2,12,8,6,12,7
leader_intraday_v7,2026-05-15,688409,14:40,44.7,C,4,4.67,True,15.55,True,2.96,True,-7.25,False,20.86,11.31,5,18,18,6,7,6,12,8,6,12,7
leader_intraday_v7,2026-05-15,688698,14:40,3.0,C,5,1.83,True,7.98,True,13.02,True,-10.67,False,-20.79,9.89,5,16,20,6,7,2,12,8,6,12,7
leader_closing_v3,2026-05-18,688350,14:40,103.0,S,1,1.45,True,-2.57,False,1.01,True,-7.78,False,-10.48,11.25,5,18,9,6,7,1,12,8,12,12,7
leader_closing_v3,2026-05-18,603867,14:40,90.2,S,2,0.28,True,-2.96,False,6.53,True,-6.56,False,-0.33,8.5,5,10,9,6,7,2,12,8,6,24,7
leader_closing_v3,2026-05-18,688549,14:40,90.2,S,3,-7.63,False,-15.41,False,-14.12,False,-23.47,False,45.11,8.4,5,10,43,6,7,8,10,8,6,12,7
leader_closing_v3,2026-05-18,603665,14:40,85.1,S,4,-3.24,False,-7.31,False,-8.31,False,-12.22,False,-19.79,8.5,5,12,3,6,7,1,11,8,12,18,7
leader_closing_v3,2026-05-18,688150,14:40,72.2,S,5,1.81,True,1.56,True,12.61,True,-21.29,False,-16.08,8.49,5,10,43,6,7,2,11,8,6,12,7
leader_closing_v3,2026-05-18,688069,14:40,56.8,A,6,2.05,True,0.0,False,-5.75,False,-4.93,False,-10.71,8.81,5,12,5,6,7,1,10,5,12,12,7
leader_closing_v3,2026-05-18,688381,14:40,41.5,B,7,8.33,True,14.45,True,26.03,True,8.01,True,16.56,8.1,5,10,17,6,7,2,7,5,6,12,2
leader_closing_v3,2026-05-18,688686,14:40,41.5,B,8,2.91,True,2.78,True,14.55,True,4.19,True,4.43,8.68,5,12,10,6,7,1,12,5,6,12,2
leader_closing_v3,2026-05-18,688400,14:40,33.8,B,9,-1.74,False,-7.45,False,-0.74,False,-19.26,False,-14.22,8.15,5,10,25,6,7,6,7,5,6,12,2
leader_closing_v3,2026-05-18,601728,14:40,31.2,B,10,4.4,True,-6.89,False,-10.12,False,-11.29,False,-11.29,8.06,5,12,3,6,7,8,12,5,6,18,0
leader_closing_v3,2026-05-18,600032,14:40,28.6,C,11,1.78,True,-2.32,False,-11.42,False,-4.82,False,-23.82,8.44,5,10,4,6,7,2,12,5,6,18,7
leader_closing_v3,2026-05-18,688800,14:40,23.5,C,12,-3.78,False,-8.4,False,-5.9,False,-17.79,False,-14.0,9.69,5,16,43,6,7,8,12,5,6,12,2
leader_closing_v3,2026-05-18,002979,14:40,20.9,C,13,2.0,True,-3.5,False,-6.13,False,-20.43,False,-21.05,8.01,5,10,25,6,7,8,10,5,6,24,2
leader_intraday_v7,2026-05-18,688350,14:40,103.0,S,1,1.45,True,-2.57,False,1.01,True,-7.78,False,-10.48,11.25,5,18,9,6,7,1,12,8,12,12,7
leader_intraday_v7,2026-05-18,688549,14:40,86.3,S,2,-7.63,False,-15.41,False,-14.12,False,-23.47,False,45.11,8.4,5,10,43,6,7,8,10,8,6,12,7
leader_intraday_v7,2026-05-18,688150,14:40,63.0,A,3,1.81,True,1.56,True,12.61,True,-21.29,False,-16.08,8.49,5,10,43,6,7,2,11,8,6,12,7
leader_intraday_v7,2026-05-18,688069,14:40,49.7,B,4,2.05,True,0.0,False,-5.75,False,-4.93,False,-10.71,8.81,5,12,5,6,7,1,10,5,12,12,7
leader_intraday_v7,2026-05-18,688381,14:40,29.7,C,5,8.33,True,14.45,True,26.03,True,8.01,True,16.56,8.1,5,10,17,6,7,2,7,5,6,12,2
leader_intraday_v7,2026-05-18,688686,14:40,29.7,C,6,2.91,True,2.78,True,14.55,True,4.19,True,4.43,8.68,5,12,10,6,7,1,12,5,6,12,2
leader_intraday_v7,2026-05-18,688400,14:40,19.7,C,7,-1.74,False,-7.45,False,-0.74,False,-19.26,False,-14.22,8.15,5,10,25,6,7,6,7,5,6,12,2
leader_intraday_v7,2026-05-18,688800,14:40,6.3,C,8,-3.78,False,-8.4,False,-5.9,False,-17.79,False,-14.0,9.69,5,16,43,6,7,8,12,5,6,12,2
leader_intraday_v7,2026-05-18,688682,14:40,3.0,C,9,1.02,True,-1.3,False,4.81,True,-16.58,False,-14.34,8.02,0,10,24,6,7,1,7,5,6,12,2
leader_intraday_v7,2026-05-19,688577,14:40,103.0,S,1,1.67,True,6.61,True,-1.56,False,-21.31,False,-44.23,9.58,5,16,4,6,7,1,12,5,12,9,2
leader_intraday_v7,2026-05-19,688585,14:40,94.7,S,2,10.47,True,16.14,True,40.27,True,8.1,True,4.23,10.16,5,18,12,6,7,4,10,5,6,12,2
leader_intraday_v7,2026-05-19,688627,14:40,78.0,S,3,11.0,True,5.19,True,2.16,True,-12.16,False,25.63,8.92,5,12,21,6,7,8,12,5,6,12,2
leader_intraday_v7,2026-05-19,688586,14:40,69.7,A,4,-2.93,False,-7.6,False,-7.93,False,-8.93,False,-16.33,8.89,5,12,2,6,7,1,12,5,0,12,2
leader_intraday_v7,2026-05-19,688511,14:40,53.0,B,5,6.59,True,2.99,True,9.35,True,-7.16,False,6.55,8.86,3,14,41,6,7,1,12,5,6,12,5
leader_intraday_v7,2026-05-20,688571,14:40,103.0,S,1,-8.14,False,-2.78,False,-10.82,False,-13.11,False,-8.74,8.25,5,10,5,6,7,1,7,8,6,12,7
leader_intraday_v7,2026-05-20,688190,14:40,48.7,B,2,-3.14,False,11.21,True,11.96,True,2.6,True,4.34,8.6,5,12,3,6,7,2,12,5,6,9,7
leader_intraday_v7,2026-05-20,688143,14:40,37.3,C,3,-7.3,False,7.1,True,4.65,True,30.48,True,,8.66,5,14,8,6,7,6,7,5,6,12,2
leader_intraday_v7,2026-05-20,688627,14:40,34.4,C,4,-6.83,False,-2.06,False,-12.31,False,-19.2,False,23.25,10.98,5,18,26,6,7,8,11,5,6,12,2
leader_intraday_v7,2026-05-20,688390,14:40,31.6,C,5,-4.72,False,-0.63,False,3.55,True,-4.17,False,-19.48,10.91,5,18,24,6,7,6,12,5,6,12,0
leader_intraday_v7,2026-05-20,688220,14:40,23.0,C,6,-8.65,False,-9.89,False,-9.25,False,-16.08,False,-19.89,8.21,5,10,39,6,7,6,10,5,6,12,0
leader_intraday_v7,2026-05-20,688585,14:40,23.0,C,7,7.81,True,7.44,True,13.19,True,1.35,True,0.28,11.18,5,18,23,6,7,6,12,5,6,12,2
leader_closing_v3,2026-05-21,688610,14:40,103.0,S,1,15.83,True,4.53,True,10.07,True,6.4,True,,8.6,5,12,3,6,7,2,12,8,6,9,8
leader_closing_v3,2026-05-21,688160,14:40,92.5,S,2,2.39,True,-3.0,False,-13.67,False,-21.0,False,,9.78,5,18,3,6,7,2,12,8,6,9,8
leader_closing_v3,2026-05-21,688192,14:40,92.5,S,3,-5.21,False,-5.94,False,-5.79,False,-29.45,False,,10.35,0,18,5,6,7,2,12,8,12,12,8
leader_closing_v3,2026-05-21,605288,14:40,76.7,S,4,-5.18,False,-8.62,False,-18.07,False,-12.82,False,,8.5,5,12,9,6,7,1,12,8,6,24,8
leader_closing_v3,2026-05-21,000026,14:40,55.6,A,5,9.99,True,4.78,True,-0.73,False,-7.19,False,,8.62,5,12,3,6,7,2,11,8,6,18,8
leader_closing_v3,2026-05-21,002434,14:40,45.1,A,6,-2.67,False,-5.97,False,-9.78,False,-8.64,False,,8.08,0,10,26,6,7,1,12,8,6,24,8
leader_closing_v3,2026-05-21,600578,14:40,45.1,A,7,0.49,True,12.1,True,12.59,True,14.43,True,,8.06,5,10,2,6,7,8,12,8,0,12,8
leader_closing_v3,2026-05-21,603115,14:40,3.0,C,8,10.0,True,-2.78,False,4.41,True,1.71,True,,8.66,5,14,1,6,7,2,12,8,0,6,8
leader_intraday_v7,2026-05-21,688610,14:40,109.0,S,1,15.83,True,4.53,True,10.07,True,6.4,True,,8.6,5,12,3,6,7,2,12,8,6,9,8
leader_intraday_v7,2026-05-21,688160,14:40,107.0,S,2,2.39,True,-3.0,False,-13.67,False,-21.0,False,,9.78,5,18,3,6,7,2,12,8,6,9,8
leader_intraday_v7,2026-05-21,688192,14:40,107.0,S,3,-5.21,False,-5.94,False,-5.79,False,-29.45,False,,10.35,0,18,5,6,7,2,12,8,12,12,8
leader_intraday_v7,2026-05-22,688612,14:40,98.0,S,1,-4.23,False,-1.91,False,-9.38,False,2.55,True,,8.21,3,10,19,6,7,1,12,5,6,12,0
leader_intraday_v7,2026-05-22,688677,14:40,98.0,S,2,-0.91,False,4.19,True,13.13,True,-3.22,False,,8.67,0,14,14,6,7,1,12,5,6,12,2
leader_intraday_v7,2026-05-22,688139,14:40,76.6,S,3,1.55,True,-7.53,False,-14.49,False,-18.95,False,,9.94,5,16,14,6,7,2,7,5,6,12,2
leader_intraday_v7,2026-05-22,688419,14:40,69.4,A,4,5.58,True,-7.35,False,-13.04,False,-22.57,False,,10.29,5,18,28,6,7,1,12,5,6,12,0
leader_intraday_v7,2026-05-25,688190,14:40,103.0,S,1,-4.23,False,7.56,True,-4.19,False,-15.57,False,,8.69,5,12,7,6,7,2,12,5,6,12,2
leader_intraday_v7,2026-05-25,688618,14:40,65.5,A,2,-10.08,False,-10.34,False,-20.03,False,-25.79,False,,9.56,0,16,16,6,7,1,12,5,6,12,0
leader_intraday_v7,2026-05-25,688469,14:40,59.2,B,3,0.61,True,8.85,True,-7.03,False,-16.73,False,,8.14,5,12,63,6,7,6,12,5,6,12,0
leader_intraday_v7,2026-05-25,688411,14:40,46.8,B,4,4.04,True,8.92,True,7.38,True,-9.46,False,,8.15,5,12,20,6,7,8,5,5,6,12,0
leader_intraday_v7,2026-05-25,688403,14:40,40.5,C,5,-1.32,False,2.79,True,-9.82,False,2.7,True,,10.63,5,18,63,6,7,6,12,5,6,12,0
leader_intraday_v7,2026-05-25,688372,14:40,34.2,C,6,-2.73,False,-6.71,False,-17.92,False,-23.38,False,,10.11,5,18,63,6,7,6,12,5,6,12,0
leader_closing_v3,2026-05-26,688333,14:40,105.0,S,1,1.03,True,-5.72,False,-3.77,False,-13.46,False,,9.64,5,18,10,6,7,6,12,8,6,12,7
leader_closing_v3,2026-05-26,600584,14:40,101.1,S,2,-2.3,False,-6.96,False,-14.56,False,-14.63,False,,8.54,5,12,12,6,7,10,12,8,6,24,7
leader_closing_v3,2026-05-26,601615,14:40,101.1,S,3,-5.19,False,-11.6,False,-19.04,False,-30.86,False,,8.27,5,10,15,6,7,10,12,8,6,24,7
leader_closing_v3,2026-05-26,688625,14:40,95.2,S,4,-5.4,False,-7.32,False,-12.07,False,-27.49,False,,11.6,5,18,13,6,7,2,12,8,6,12,7
leader_closing_v3,2026-05-26,688352,14:40,93.2,S,5,-5.85,False,2.58,True,24.38,True,1.47,True,,9.63,5,16,12,6,7,4,5,8,6,12,7
leader_closing_v3,2026-05-26,688611,14:40,93.2,S,6,3.2,True,-4.26,False,-8.83,False,-11.84,False,,10.04,5,18,15,6,7,1,10,8,6,12,7
leader_closing_v3,2026-05-26,001225,14:40,89.3,S,7,-10.0,False,-27.11,False,-23.38,False,-29.08,False,,8.88,5,12,7,6,7,1,12,8,6,24,8
leader_intraday_v7,2026-05-26,688333,14:40,112.0,S,1,1.03,True,-5.72,False,-3.77,False,-13.46,False,,9.64,5,18,10,6,7,6,12,8,6,12,7
leader_intraday_v7,2026-05-26,688625,14:40,107.0,S,2,-5.4,False,-7.32,False,-12.07,False,-27.49,False,,11.6,5,18,13,6,7,2,12,8,6,12,7
leader_intraday_v7,2026-05-26,688352,14:40,106.0,S,3,-5.85,False,2.58,True,24.38,True,1.47,True,,9.63,5,16,12,6,7,4,5,8,6,12,7
leader_intraday_v7,2026-05-26,688611,14:40,106.0,S,4,3.2,True,-4.26,False,-8.83,False,-11.84,False,,10.04,5,18,15,6,7,1,10,8,6,12,7
leader_closing_v3,2026-05-27,601126,14:40,105.0,S,1,-0.95,False,-8.63,False,-7.62,False,-17.47,False,,8.96,5,12,17,6,7,8,11,8,6,24,8
leader_closing_v3,2026-05-27,688498,14:40,97.0,S,2,1.62,True,-4.5,False,25.0,True,29.0,True,,8.11,0,10,24,6,7,10,11,8,6,12,8
leader_closing_v3,2026-05-27,002150,14:40,93.0,S,3,-4.88,False,-8.97,False,-17.62,False,-28.28,False,,8.55,5,12,7,6,7,6,6,8,6,24,8
leader_closing_v3,2026-05-27,688003,14:40,93.0,S,4,7.06,True,-9.72,False,6.11,True,-6.08,False,,10.02,5,18,20,6,7,2,12,8,6,12,8
leader_closing_v3,2026-05-27,688519,14:40,85.0,S,5,7.72,True,0.12,True,5.73,True,34.03,True,,8.28,5,10,30,6,7,6,11,8,6,12,8
leader_closing_v3,2026-05-27,600702,14:40,81.0,S,6,-4.37,False,0.43,True,-4.12,False,-11.58,False,,8.95,0,12,5,6,7,2,12,8,6,24,7
leader_closing_v3,2026-05-27,688813,14:40,81.0,S,7,9.66,True,-2.46,False,-1.39,False,-17.91,False,,9.94,5,16,20,6,7,2,12,8,6,12,7
leader_intraday_v7,2026-05-27,688498,14:40,105.0,S,1,1.62,True,-4.5,False,25.0,True,29.0,True,,8.11,0,10,24,6,7,10,11,8,6,12,8
leader_intraday_v7,2026-05-27,688003,14:40,85.0,S,2,7.06,True,-9.72,False,6.11,True,-6.08,False,,10.02,5,18,20,6,7,2,12,8,6,12,8
leader_intraday_v7,2026-05-27,688519,14:40,45.0,B,3,7.72,True,0.12,True,5.73,True,34.03,True,,8.28,5,10,30,6,7,6,11,8,6,12,8
leader_intraday_v7,2026-05-27,688813,14:40,25.0,C,4,9.66,True,-2.46,False,-1.39,False,-17.91,False,,9.94,5,16,20,6,7,2,12,8,6,12,7
leader_intraday_v7,2026-05-27,688783,14:40,5.0,C,5,12.88,True,4.58,True,5.12,True,38.65,True,,8.15,0,10,24,6,7,2,12,8,6,12,8
leader_intraday_v7,2026-05-28,688308,14:40,103.0,S,1,-6.6,False,-12.04,False,1.4,True,-9.87,False,,8.95,5,12,16,6,7,6,12,5,6,12,2
leader_intraday_v7,2026-05-28,688733,14:40,103.0,S,2,-4.32,False,0.5,True,-1.65,False,5.87,True,,8.37,0,10,9,6,7,1,12,5,6,12,2
leader_intraday_v7,2026-05-28,688028,14:40,95.9,S,3,-12.81,False,-14.39,False,-7.17,False,-23.82,False,,10.3,3,18,16,6,7,4,12,5,6,12,2
leader_intraday_v7,2026-05-28,688777,14:40,81.6,S,4,-5.71,False,3.4,True,-2.84,False,8.68,True,,8.86,5,12,37,6,7,8,12,5,6,12,2
leader_intraday_v7,2026-05-28,688048,14:40,67.3,A,5,-0.21,False,-10.59,False,-1.44,False,-8.67,False,,8.79,0,12,31,6,7,10,12,5,6,12,2
leader_closing_v3,2026-05-29,000636,14:40,105.0,S,1,3.81,True,14.16,True,12.48,True,13.28,True,,8.94,5,12,11,6,7,10,12,8,6,24,8
leader_closing_v3,2026-05-29,603629,14:40,102.8,S,2,-10.0,False,-13.65,False,-25.07,False,-38.98,False,,8.57,5,12,11,6,7,10,12,8,6,24,8
leader_closing_v3,2026-05-29,688506,14:40,102.8,S,3,-10.66,False,-11.08,False,-11.02,False,-4.68,False,,8.64,0,12,6,6,7,2,12,8,6,12,8
leader_closing_v3,2026-05-29,688336,14:40,96.3,S,4,1.21,True,-9.36,False,-14.35,False,-12.77,False,,8.58,0,12,4,6,7,1,12,8,6,9,8
leader_intraday_v7,2026-05-29,688506,14:40,109.0,S,1,-10.66,False,-11.08,False,-11.02,False,-4.68,False,,8.64,0,12,6,6,7,2,12,8,6,12,8
leader_intraday_v7,2026-05-29,688336,14:40,106.0,S,2,1.21,True,-9.36,False,-14.35,False,-12.77,False,,8.58,0,12,4,6,7,1,12,8,6,9,8
leader_closing_v3,2026-06-01,688352,14:40,100.0,S,1,9.25,True,-0.28,False,-13.37,False,-17.35,False,,10.32,5,18,6,6,7,4,12,8,6,12,8
leader_closing_v3,2026-06-01,688692,14:40,59.5,A,2,6.9,True,-3.26,False,-7.93,False,-4.53,False,,11.38,0,18,58,6,7,4,7,8,6,12,8
leader_closing_v3,2026-06-01,603201,14:40,19.0,C,3,0.17,True,3.76,True,4.34,True,3.82,True,,8.01,5,12,12,6,7,1,7,5,6,24,0
leader_closing_v3,2026-06-01,001225,14:40,14.3,C,4,-2.63,False,-7.15,False,-10.74,False,-12.25,False,,8.28,0,10,12,6,7,1,11,5,6,24,0
leader_closing_v3,2026-06-01,688039,14:40,9.5,C,5,-2.46,False,-6.5,False,-5.47,False,-5.31,False,,8.66,0,12,58,6,7,1,12,5,6,12,2
leader_closing_v3,2026-06-01,600693,14:40,0.0,C,6,-0.09,False,-8.39,False,-6.62,False,-17.43,False,,8.63,3,12,2,6,7,4,12,5,0,12,2
leader_intraday_v7,2026-06-01,688352,14:40,111.0,S,1,9.25,True,-0.28,False,-13.37,False,-17.35,False,,10.32,5,18,6,6,7,4,12,8,6,12,8
leader_intraday_v7,2026-06-01,688692,14:40,94.0,S,2,6.9,True,-3.26,False,-7.93,False,-4.53,False,,11.38,0,18,58,6,7,4,7,8,6,12,8
leader_intraday_v7,2026-06-01,688039,14:40,75.0,A,3,-2.46,False,-6.5,False,-5.47,False,-5.31,False,,8.66,0,12,58,6,7,1,12,5,6,12,2
leader_closing_v3,2026-06-02,688597,14:40,105.0,S,1,6.36,True,10.34,True,-0.34,False,-7.84,False,,10.82,0,18,4,6,7,1,12,8,6,9,8
leader_closing_v3,2026-06-02,603661,14:40,61.2,S,2,1.16,True,2.91,True,-0.86,False,-0.06,False,,8.16,5,10,2,6,7,1,7,8,0,12,8
leader_closing_v3,2026-06-02,688257,14:40,48.8,A,3,2.09,True,6.33,True,15.77,True,2.89,True,,8.57,5,12,9,6,7,2,12,5,6,12,7
leader_closing_v3,2026-06-02,601208,14:40,36.2,B,4,10.01,True,10.54,True,16.11,True,39.71,True,,8.16,0,10,10,6,7,8,12,5,6,24,2
