trade_date,rank,code,name,stk_code,stk_name,route,grade,total_score,price,maturity_call_price,maturity_call_price_source,price_gap,premium_rate,maturity_days_left,remain_size,pledge_total_ratio,route_a_score,route_b_score,revision_countdown_score,revision_history_score,governance_score,theme_score,liquidity_score,risk_flags,missing_fields
2026-06-24,5,128128.SZ,齐翔转2,002408,齐翔腾达,底价观察,C,43.1,111.83,110.0,cb_basic.maturity_call_price,1.83,19.39,51,,,43.4,53.0,,,60.0,,5.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-24,6,110075.SH,南航转债,600029,南方航空,底价观察,C,38.8,108.7,106.5,cb_basic.maturity_call_price,2.2,27.75,107,,,41.5,50.0,,,60.0,,14.1,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-24,7,113605.SH,大参转债,603233,大参林,底价观察,C,38.0,112.86,110.0,cb_basic.maturity_call_price,2.86,19.6,114,,,43.3,53.0,,,60.0,,5.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-24,8,113042.SH,上银转债,601229,上海银行,底价观察,C,36.9,116.39,112.0,cb_basic.maturity_call_price,4.39,9.69,209,,,54.7,53.0,,,60.0,,25.5,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-24,9,123088.SZ,威唐转债,300707,威唐工业,B下修事件,C,35.4,119.15,115.0,cb_basic.maturity_call_price,4.15,49.31,168,,,34.3,83.0,,,60.0,,7.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-24,10,123064.SZ,万孚转债,300482,万孚生物,底价观察,C,34.4,114.2,110.0,cb_basic.maturity_call_price,4.2,24.0,63,,,44.6,53.0,,,60.0,,25.3,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-24,11,110076.SH,华海转债,600521,华海药业,底价观察,C,30.6,114.16,110.0,cb_basic.maturity_call_price,4.16,27.97,125,,,40.4,53.0,,,60.0,,7.8,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,1,127041.SZ,弘亚转债,002833,弘亚数控,底价观察,B,58.2,115.3,115.0,cb_call.call_price,0.3,8.8,12,,,59.3,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,2,123059.SZ,银信转债,300231,银信科技,底价观察,B,56.1,118.03,118.0,cb_call.call_price,0.03,27.52,15,,,45.5,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,3,128138.SZ,侨银转债,002973,侨银股份,B下修事件,B,55.1,129.73,130.0,cb_basic.maturity_call_price,-0.27,63.17,140,,,39.2,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,4,113597.SH,佳力转债,603912,佳力图,底价观察,B,50.6,119.39,118.0,cb_call.call_price,1.39,22.64,30,,,49.2,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,5,128128.SZ,齐翔转2,002408,齐翔腾达,底价观察,B,49.7,111.08,110.0,cb_basic.maturity_call_price,1.08,21.98,51,,,48.4,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,6,113605.SH,大参转债,603233,大参林,底价观察,C,40.8,113.24,110.0,cb_basic.maturity_call_price,3.24,19.93,114,,,49.8,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,7,123088.SZ,威唐转债,300707,威唐工业,B下修事件,C,40.4,118.88,115.0,cb_basic.maturity_call_price,3.88,52.83,168,,,39.2,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,8,113042.SH,上银转债,601229,上海银行,底价观察,C,38.7,116.52,112.0,cb_basic.maturity_call_price,4.52,9.44,209,,,57.3,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-25,9,110076.SH,华海转债,600521,华海药业,底价观察,C,31.2,114.91,110.0,cb_basic.maturity_call_price,4.91,29.95,125,,,44.9,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-26,1,127041.SZ,弘亚转债,002833,弘亚数控,底价观察,B,59.3,115.43,115.0,cb_call.call_price,0.43,5.23,12,,,61.8,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-26,2,128138.SZ,侨银转债,002973,侨银股份,B下修事件,B,55.1,129.49,130.0,cb_basic.maturity_call_price,-0.51,74.89,140,,,39.2,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-26,3,128128.SZ,齐翔转2,002408,齐翔腾达,底价观察,B,52.6,110.18,110.0,cb_basic.maturity_call_price,0.18,24.3,51,,,46.7,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-26,4,123088.SZ,威唐转债,300707,威唐工业,B下修事件,B,52.1,116.0,115.0,cb_basic.maturity_call_price,1.0,51.61,168,,,39.2,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-26,5,113042.SH,上银转债,601229,上海银行,底价观察,C,42.9,115.59,112.0,cb_basic.maturity_call_price,3.59,8.57,209,,,58.3,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-26,6,113605.SH,大参转债,603233,大参林,底价观察,C,37.8,113.4,110.0,cb_basic.maturity_call_price,3.4,29.18,114,,,45.1,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-26,7,110075.SH,南航转债,600029,南方航空,底价观察,C,32.7,111.07,106.5,cb_basic.maturity_call_price,4.57,26.67,107,,,45.8,50.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,1,127041.SZ,弘亚转债,002833,弘亚数控,底价观察,A,60.1,115.0,115.0,cb_call.call_price,0.0,7.53,12,,,60.6,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,2,128138.SZ,侨银转债,002973,侨银股份,B下修事件,B,55.4,129.31,130.0,cb_basic.maturity_call_price,-0.69,80.64,140,,,40.7,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,3,123088.SZ,威唐转债,300707,威唐工业,B下修事件,B,53.9,115.55,115.0,cb_basic.maturity_call_price,0.55,53.17,168,,,39.2,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,4,128128.SZ,齐翔转2,002408,齐翔腾达,底价观察,B,52.8,110.06,110.0,cb_basic.maturity_call_price,0.06,27.37,51,,,47.1,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,5,113605.SH,大参转债,603233,大参林,底价观察,C,42.8,112.52,110.0,cb_basic.maturity_call_price,2.52,22.55,114,,,48.0,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,6,113042.SH,上银转债,601229,上海银行,底价观察,C,41.9,115.8,112.0,cb_basic.maturity_call_price,3.8,8.77,209,,,58.0,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,7,110076.SH,华海转债,600521,华海药业,底价观察,C,39.3,113.03,110.0,cb_basic.maturity_call_price,3.03,27.13,125,,,45.7,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-29,8,110075.SH,南航转债,600029,南方航空,底价观察,C,32.4,111.05,106.5,cb_basic.maturity_call_price,4.55,29.28,107,,,45.1,50.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-30,1,128138.SZ,侨银转债,002973,侨银股份,B下修事件,B,55.1,129.5,130.0,cb_basic.maturity_call_price,-0.5,82.82,140,,,39.2,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-30,2,123088.SZ,威唐转债,300707,威唐工业,B下修事件,B,53.4,115.74,115.0,cb_basic.maturity_call_price,0.74,54.25,168,,,40.6,83.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-30,3,128128.SZ,齐翔转2,002408,齐翔腾达,底价观察,B,52.7,110.06,110.0,cb_basic.maturity_call_price,0.06,26.02,51,,,46.0,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-30,4,127041.SZ,弘亚转债,002833,弘亚数控,底价观察,B,51.4,118.09,115.0,cb_call.call_price,3.09,0.4,12,,,68.2,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-30,5,113605.SH,大参转债,603233,大参林,底价观察,C,42.8,112.27,110.0,cb_basic.maturity_call_price,2.27,25.94,114,,,46.0,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
2026-06-30,6,113042.SH,上银转债,601229,上海银行,底价观察,C,42.0,115.52,112.0,cb_basic.maturity_call_price,3.52,11.13,209,,,56.0,53.0,,,60.0,,50.0,[],"[""pledge_total_ratio"", ""ownership_nature""]"
