trade_date,month,list_type,rank,trigger_stocks,selected_concepts,cb_code,cb_name,stk_code,stk_name,matched_concepts,quality_tier,quality_tier_reason,observation_reason,risk_notes,open,close,return_pct
2026-01-23,2026-01,观察,12,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113633.SH,科沃转债,603486,科沃斯,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低0.7万；剩余规模10.40亿,123.72,124.332,0.4947
2026-01-23,2026-01,观察,13,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113634.SH,珀莱转债,603605,珀莱雅,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.3万,131.171,132.499,1.0124
2026-01-23,2026-01,观察,14,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113652.SH,伟22转债,603568,伟明环保,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低1.1万；剩余规模14.77亿,143.5,145.204,1.1875
2026-01-23,2026-01,观察,15,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113654.SH,永02转债,603901,永创智能,2025年报预增,C,概念竞价强度-0.03%,非A档观察,强赎中；成交额偏低0.7万；退市日期2026-05-13,207.083,206.49,-0.2864
2026-01-23,2026-01,观察,16,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113655.SH,欧22转债,603833,欧派家居,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.9万；剩余规模20.00亿,138.8,139.634,0.6009
2026-01-23,2026-01,观察,17,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113666.SH,爱玛转债,603529,爱玛科技,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.5万；剩余规模19.99亿,129.427,130.206,0.6019
2026-01-23,2026-01,观察,18,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113682.SH,益丰转债,603939,益丰药房,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低2.4万；剩余规模17.97亿,130.2,133.618,2.6252
2026-01-23,2026-01,观察,19,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113701.SH,祥和转债,603500,祥和实业,2025年报预增,C,概念竞价强度-0.03%,非A档观察,,,,
2026-01-23,2026-01,观察,20,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113704.SH,春风转债,603129,春风动力,行业龙头,B,概念竞价强度0.00%,非A档观察,剩余规模21.79亿,,,
2026-01-23,2026-01,观察,21,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),118009.SH,华锐转债,688059,华锐精密,2025年报预增,C,概念竞价强度-0.03%,非A档观察,强赎中；成交额偏低3.1万；退市日期2026-02-03,161.225,154.247,-4.3281
2026-01-23,2026-01,观察,22,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),118030.SH,睿创转债,688002,睿创微纳,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低26.9万；剩余规模12.62亿,418.0,384.384,-8.0421
2026-01-23,2026-01,观察,23,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),118035.SH,国力转债,688103,国力电子,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低0.2万,156.841,158.636,1.1445
2026-01-23,2026-01,观察,24,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),118055.SH,伟测转债,688372,伟测科技,2025年报预增,C,概念竞价强度-0.03%,非A档观察,强赎中；成交额偏低3.4万；退市日期2026-04-03,280.001,291.301,4.0357
2026-01-23,2026-01,观察,25,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),118060.SH,瑞可转债,688800,瑞可达,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低1.6万,216.001,213.892,-0.9764
2026-01-23,2026-01,观察,26,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),118064.SH,联瑞转债,688300,联瑞新材,行业龙头,B,概念竞价强度0.00%,非A档观察,,,,
2026-01-23,2026-01,观察,27,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),118072.SH,鼎通转债,688668,鼎通科技,2025年报预增,C,概念竞价强度-0.03%,非A档观察,,,,
2026-01-23,2026-01,观察,28,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123088.SZ,威唐转债,300707,威唐工业,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低15.4万,152.3,156.18,2.5476
2026-01-23,2026-01,观察,29,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123108.SZ,乐普转2,300003,乐普医疗,2025年报预增,C,概念竞价强度-0.03%,非A档观察,公告到期赎回；成交额偏低0.5万；退市日期2026-03-30,109.9,109.802,-0.0892
2026-01-23,2026-01,观察,30,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123149.SZ,通裕转债,300185,通裕重工,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低0.6万；剩余规模11.07亿,141.3,142.899,1.1316
2026-01-23,2026-01,观察,31,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123165.SZ,回天转债,300041,回天新材,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低0.7万,131.934,136.0,3.0818
2026-01-23,2026-01,观察,32,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123189.SZ,晓鸣转债,300967,晓鸣股份,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低0.5万,139.666,139.871,0.1468
2026-01-23,2026-01,观察,33,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123195.SZ,蓝晓转02,300487,蓝晓科技,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.6万,178.124,177.213,-0.5114
2026-01-23,2026-01,观察,34,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123209.SZ,聚隆转债,300644,南京聚隆,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低1.0万,252.494,255.8,1.3093
2026-01-23,2026-01,观察,35,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123210.SZ,信服转债,300454,深信服,2025年报预增,C,概念竞价强度-0.03%,非A档观察,强赎中；成交额偏低8.7万；退市日期2026-03-25,179.3,174.901,-2.4534
2026-01-23,2026-01,观察,36,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123211.SZ,阳谷转债,300121,阳谷华泰,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低1.4万,207.02,206.5,-0.2512
2026-01-23,2026-01,观察,37,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123233.SZ,凯盛转债,301069,凯盛新材,2025年报预增,C,概念竞价强度-0.03%,非A档观察,强赎中；退市日期2026-01-26,,,
2026-01-23,2026-01,观察,38,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123251.SZ,华医转债,301235,华康洁净,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低6.0万,275.0,275.98,0.3564
2026-01-23,2026-01,观察,39,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123255.SZ,鼎龙转债,300054,鼎龙股份,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低2.9万,278.1,281.001,1.0431
2026-01-23,2026-01,观察,40,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123270.SZ,盛德转债,300881,盛德鑫泰,行业龙头,B,概念竞价强度0.00%,非A档观察,,,,
2026-01-23,2026-01,观察,41,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),123271.SZ,通合转债,300491,通合科技,2025年报预增,C,概念竞价强度-0.03%,非A档观察,,,,
2026-01-23,2026-01,观察,42,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),124008.SZ,辉隆定转,002556,辉隆股份,行业龙头,B,概念竞价强度0.00%,非A档观察,,,,
2026-01-23,2026-01,观察,43,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),124009.SZ,辉隆定02,002556,辉隆股份,行业龙头,B,概念竞价强度0.00%,非A档观察,,,,
2026-01-23,2026-01,观察,44,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),124025.SZ,富乐定转,301297,富乐德,2025年报预增,C,概念竞价强度-0.03%,非A档观察,,,,
2026-01-23,2026-01,观察,45,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),127017.SZ,万青转债,000789,万年青,2025年报预增,C,概念竞价强度-0.03%,非A档观察,公告到期赎回；成交额偏低0.3万；退市日期2026-06-03,113.8,113.76,-0.0351
2026-01-23,2026-01,观察,46,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),127024.SZ,盈峰转债,000967,盈峰环境,行业龙头,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低0.7万；退市日期2026-06-09,127.774,129.057,1.0041
2026-01-23,2026-01,观察,47,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),127027.SZ,能化转债,000552,甘肃能化,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.9万；剩余规模19.46亿,116.599,116.58,-0.0163
2026-01-23,2026-01,观察,48,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),127030.SZ,盛虹转债,000301,东方盛虹,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低1.7万；剩余规模49.97亿,130.5,133.11,2.0
2026-01-23,2026-01,观察,49,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),127040.SZ,国泰转债,002091,江苏国泰,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.8万；剩余规模39.86亿,142.311,141.959,-0.2473
2026-01-23,2026-01,观察,50,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),127045.SZ,牧原转债,002714,牧原股份,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低1.7万；剩余规模95.43亿,136.444,137.741,0.9506
2026-01-26,2026-01,观察,1,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),113691.SH,和邦转债,603077,和邦生物,金属铅,B,概念竞价强度0.02%,非A档观察,成交额偏低8.0万；剩余规模45.99亿,161.0,153.859,-4.4354
2026-01-26,2026-01,观察,2,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),123180.SZ,浙矿转债,300837,浙矿股份,金属铅,B,概念竞价强度0.02%,非A档观察,成交额偏低37.6万,191.0,184.2,-3.5602
2026-01-26,2026-01,观察,3,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),127070.SZ,大中转债,001203,大中矿业,金属铅,B,概念竞价强度0.02%,非A档观察,成交额偏低35.1万,400.0,400.66,0.165
2026-01-26,2026-01,观察,4,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),113601.SH,塞力转债,603716,塞力医疗,脑机接口,B,概念竞价强度0.04%,非A档观察,强赎中；成交额偏低18.1万；退市日期2026-04-10,258.0,261.232,1.2527
2026-01-26,2026-01,观察,5,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),123108.SZ,乐普转2,300003,乐普医疗,脑机接口,B,概念竞价强度0.04%,非A档观察,公告到期赎回；成交额偏低0.6万；退市日期2026-03-30,109.899,108.653,-1.1338
2026-01-26,2026-01,观察,6,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),123157.SZ,科蓝转债,300663,科蓝软件,脑机接口,B,概念竞价强度0.04%,非A档观察,成交额偏低0.6万,156.5,153.142,-2.1457
2026-01-26,2026-01,观察,7,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),123237.SZ,佳禾转债,300793,佳禾智能,脑机接口,B,概念竞价强度0.04%,非A档观察,成交额偏低0.6万,171.257,163.34,-4.6229
2026-01-26,2026-01,观察,8,"湖南黄金(002155,封单44.43亿)、天奇股份(002009,封单7.32亿)",脑机接口(0.0387)、金属铅(0.0218),123254.SZ,亿纬转债,300014,亿纬锂能,脑机接口,B,概念竞价强度0.04%,非A档观察,强赎中；成交额偏低4.1万；退市日期2026-05-07,172.99,168.5,-2.5955
2026-03-02,2026-03,主买,1,"洲际油气(600759,封单17.36亿)",海南(0.1935)、海南自贸区(0.1894),118063.SH,金05转债,688676,金盘科技,海南、海南自贸区,A,概念竞价强度0.19%,,成交额偏低1.1万；剩余规模16.71亿,193.0,196.226,1.6715
2026-03-04,2026-03,观察,1,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),124016.SZ,TCL定转1,000100,TCL科技,AI PC、近期并购重组,B,概念竞价强度0.01%,非A档观察,,,,
2026-03-04,2026-03,观察,2,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110075.SH,南航转债,600029,南方航空,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低2.6万；剩余规模58.96亿,131.5,129.218,-1.7354
2026-03-04,2026-03,观察,3,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110097.SH,天润转债,600419,天润乳业,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.8万,148.451,148.035,-0.2802
2026-03-04,2026-03,观察,4,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110098.SH,南药转债,600713,南京医药,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.1万；剩余规模10.81亿,136.79,134.888,-1.3905
2026-03-04,2026-03,观察,5,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),110817.SH,保利定转,600048,保利发展,近期并购重组,B,概念竞价强度0.01%,非A档观察,剩余规模85.00亿,,,
2026-03-04,2026-03,观察,6,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),111001.SH,山玻转债,605006,山东玻纤,近期并购重组,B,概念竞价强度0.01%,非A档观察,强赎中；成交额偏低1.6万；退市日期2026-07-07,137.501,139.871,1.7236
2026-03-04,2026-03,观察,7,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113048.SH,晶科转债,601778,晶科科技,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.5万；剩余规模15.45亿,131.297,131.597,0.2285
2026-03-04,2026-03,观察,8,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113058.SH,友发转债,601686,友发集团,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.6万；剩余规模18.64亿,162.84,161.897,-0.5791
2026-03-04,2026-03,观察,9,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113574.SH,华体转债,603679,华体科技,近期并购重组,B,概念竞价强度0.01%,非A档观察,公告到期赎回；成交额偏低0.4万；退市日期2026-03-31,116.0,116.566,0.4879
2026-03-04,2026-03,观察,10,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113589.SH,天创转债,603608,天创时尚,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低18.4万；退市日期2026-06-24,265.5,279.829,5.397
2026-03-04,2026-03,观察,11,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113601.SH,塞力转债,603716,塞力医疗,近期并购重组,B,概念竞价强度0.01%,非A档观察,强赎中；成交额偏低1.2万；退市日期2026-04-10,211.75,211.096,-0.3089
2026-03-04,2026-03,观察,12,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113624.SH,正川转债,603976,正川股份,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.3万,136.9,136.877,-0.0168
2026-03-04,2026-03,观察,13,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113634.SH,珀莱转债,603605,珀莱雅,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.3万,128.244,128.887,0.5014
2026-03-04,2026-03,观察,14,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113652.SH,伟22转债,603568,伟明环保,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.1万；剩余规模14.77亿,144.075,143.373,-0.4872
2026-03-04,2026-03,观察,15,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113661.SH,福22转债,603806,福斯特,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.9万；剩余规模30.30亿,142.998,143.395,0.2776
2026-03-04,2026-03,观察,16,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113666.SH,爱玛转债,603529,爱玛科技,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.6万；剩余规模19.99亿,128.44,128.659,0.1705
2026-03-04,2026-03,观察,17,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113667.SH,春23转债,603890,春秋电子,AI PC,B,概念竞价强度0.00%,非A档观察,成交额偏低0.9万,168.262,170.472,1.3134
2026-03-04,2026-03,观察,18,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113698.SH,凯众转债,603037,凯众股份,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.9万,161.928,161.175,-0.465
2026-03-04,2026-03,观察,19,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118000.SH,嘉元转债,688388,嘉元科技,近期并购重组,B,概念竞价强度0.01%,非A档观察,强赎中；成交额偏低3.0万；退市日期2026-04-02,138.5,136.114,-1.7227
2026-03-04,2026-03,观察,20,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118012.SH,微芯转债,688321,微芯生物,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.9万,152.0,152.037,0.0243
2026-03-04,2026-03,观察,21,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118015.SH,芯海转债,688595,芯海科技,AI PC,B,概念竞价强度0.00%,非A档观察,成交额偏低0.2万,131.6,130.694,-0.6884
2026-03-04,2026-03,观察,22,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118024.SH,冠宇转债,688772,珠海冠宇,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低2.6万；剩余规模30.89亿,127.776,127.098,-0.5306
2026-03-04,2026-03,观察,23,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118049.SH,汇成转债,688403,汇成股份,近期并购重组,B,概念竞价强度0.01%,非A档观察,强赎中；成交额偏低6.1万；退市日期2026-04-28,225.0,226.867,0.8298
2026-03-04,2026-03,观察,24,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118052.SH,浩瀚转债,688292,浩瀚深度,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.8万,155.5,157.208,1.0984
2026-03-04,2026-03,观察,25,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118061.SH,茂莱转债,688502,茂莱光学,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.6万,174.0,174.498,0.2862
2026-03-04,2026-03,观察,26,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118062.SH,天准转债,688003,天准科技,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低2.3万,201.928,193.078,-4.3828
2026-03-04,2026-03,观察,27,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118071.SH,华峰转债,688200,华峰测控,近期并购重组,B,概念竞价强度0.01%,非A档观察,,,,
2026-03-04,2026-03,观察,28,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123072.SZ,乐歌转债,300729,乐歌股份,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.1万,127.999,127.77,-0.1789
2026-03-04,2026-03,观察,29,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123076.SZ,强力转债,300429,强力新材,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.6万,137.08,137.29,0.1532
2026-03-04,2026-03,观察,30,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123091.SZ,长海转债,300196,长海股份,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.3万,143.08,144.9,1.272
2026-03-04,2026-03,观察,31,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123107.SZ,温氏转债,300498,温氏股份,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.1万；剩余规模77.06亿,131.19,131.466,0.2104
2026-03-04,2026-03,观察,32,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123122.SZ,富瀚转债,300613,富瀚微,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.2万,125.599,125.056,-0.4323
2026-03-04,2026-03,观察,33,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123131.SZ,奥飞转债,300738,奥飞数据,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低7.7万,292.486,293.2,0.2441
2026-03-04,2026-03,观察,34,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123176.SZ,精测转2,300567,精测电子,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低5.2万；剩余规模12.75亿,279.678,279.042,-0.2274
2026-03-04,2026-03,观察,35,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123187.SZ,超达转债,301186,超达装备,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低1.1万,190.43,190.47,0.021
2026-03-04,2026-03,观察,36,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123222.SZ,博俊转债,300926,博俊科技,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.9万,212.2,210.3,-0.8954
2026-03-04,2026-03,观察,37,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123254.SZ,亿纬转债,300014,亿纬锂能,近期并购重组,B,概念竞价强度0.01%,非A档观察,强赎中；成交额偏低4.3万；退市日期2026-05-07,156.8,159.5,1.7219
2026-03-04,2026-03,观察,38,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123259.SZ,锦浪转02,300763,锦浪科技,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低6.0万；剩余规模16.76亿,172.0,177.116,2.9744
2026-03-04,2026-03,观察,39,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123262.SZ,神宇转债,300563,神宇股份,AI PC,B,概念竞价强度0.00%,非A档观察,成交额偏低1.6万,150.701,148.24,-1.633
2026-03-04,2026-03,观察,40,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),123269.SZ,金杨转债,301210,金杨精密,近期并购重组,B,概念竞价强度0.01%,非A档观察,,,,
2026-03-04,2026-03,观察,41,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),127034.SZ,绿茵转债,002887,绿茵生态,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.6万,137.1,136.28,-0.5981
2026-03-04,2026-03,观察,42,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),127047.SZ,帝欧转债,002798,帝欧水华,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低0.4万,130.999,131.8,0.6115
2026-03-04,2026-03,观察,43,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),127066.SZ,科利转债,002850,科达利,近期并购重组,B,概念竞价强度0.01%,非A档观察,强赎中；成交额偏低1.2万；退市日期2026-06-24,151.001,151.627,0.4146
2026-03-04,2026-03,观察,44,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),127080.SZ,声迅转债,003004,声迅股份,近期并购重组,B,概念竞价强度0.01%,非A档观察,成交额偏低6.3万,158.7,164.5,3.6547
2026-04-08,2026-04,观察,1,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),123255.SZ,鼎龙转债,300054,鼎龙股份,2026一季报预增、行业龙头,C,概念竞价强度-0.04%,非A档观察,成交额偏低4.9万,240.8,245.635,2.0079
2026-04-08,2026-04,观察,2,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110073.SH,国投转债,600061,国投资本,行业龙头,C,概念竞价强度-0.05%,非A档观察,公告到期赎回；成交额偏低3.5万；剩余规模79.99亿；退市日期2026-07-24,107.089,107.23,0.1317
2026-04-08,2026-04,观察,3,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110084.SH,贵燃转债,600903,贵州燃气,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.6万,125.8,128.703,2.3076
2026-04-08,2026-04,观察,4,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110085.SH,通22转债,600438,通威股份,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.8万；剩余规模119.83亿,122.23,125.393,2.5877
2026-04-08,2026-04,观察,5,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110817.SH,保利定转,600048,保利发展,行业龙头,C,概念竞价强度-0.05%,非A档观察,剩余规模85.00亿,,,
2026-04-08,2026-04,观察,6,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),111005.SH,富春转债,605189,富春染织,2026一季报预增,C,概念竞价强度-0.04%,非A档观察,强赎中；成交额偏低1.3万；退市日期2026-05-29,150.727,152.174,0.96
2026-04-08,2026-04,观察,7,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113053.SH,隆22转债,601012,隆基绿能,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.8万；剩余规模69.95亿,130.8,133.991,2.4396
2026-04-08,2026-04,观察,8,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113067.SH,燃23转债,601139,深圳燃气,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.5万；剩余规模30.00亿,132.8,135.282,1.869
