trade_date,month,rank,trigger_stocks,selected_concepts,cb_code,cb_name,stk_code,stk_name,matched_concepts,quality_tier,quality_tier_reason,risk_notes,open,close,return_pct
2026-01-05,2026-01,1,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),128143.SZ,锋龙转债,002931,锋龙股份,金属制品,B,概念竞价强度0.05%,强赎中；退市日期2025-03-13,,,
2026-01-05,2026-01,2,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),124007.SZ,雷科定转,002413,雷科防务,太赫兹,B,概念竞价强度0.01%,,,,
2026-01-05,2026-01,3,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),124012.SZ,雷科定02,002413,雷科防务,太赫兹,B,概念竞价强度0.01%,,,,
2026-01-05,2026-01,4,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),110005.SH,西洋转债,600558,大西洋,金属制品,B,概念竞价强度0.05%,退市日期2010-05-19,,,
2026-01-05,2026-01,5,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),113535.SH,大业转债,603278,大业股份,金属制品,B,概念竞价强度0.05%,强赎中；退市日期2024-01-16,,,
2026-01-05,2026-01,6,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),113568.SH,新春转债,603667,五洲新春,金属制品,B,概念竞价强度0.05%,强赎中；退市日期2022-06-13,,,
2026-01-05,2026-01,7,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),113697.SH,应流转债,603308,应流股份,金属制品,B,概念竞价强度0.05%,成交额偏低2.6万；剩余规模15.00亿,192.63,201.149,4.4225
2026-01-05,2026-01,8,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),113706.SH,金帝转债,603270,金帝股份,金属制品,B,概念竞价强度0.05%,,,,
2026-01-05,2026-01,9,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),118009.SH,华锐转债,688059,华锐精密,金属制品,B,概念竞价强度0.05%,强赎中；成交额偏低1.8万；退市日期2026-02-03,139.3,137.929,-0.9842
2026-01-05,2026-01,10,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),123215.SZ,铭利转债,301268,铭利达,金属制品,B,概念竞价强度0.05%,成交额偏低0.4万,131.495,133.645,1.635
2026-01-05,2026-01,11,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),123239.SZ,锋工转债,300488,恒锋工具,金属制品,B,概念竞价强度0.05%,强赎中；成交额偏低0.4万；退市日期2026-04-09,154.59,155.76,0.7568
2026-01-05,2026-01,12,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),127048.SZ,中大转债,002896,中大力德,金属制品,B,概念竞价强度0.05%,强赎中；退市日期2022-09-13,,,
2026-01-05,2026-01,13,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),127106.SZ,伟隆转债,002871,伟隆股份,金属制品,B,概念竞价强度0.05%,强赎中；退市日期2025-08-11,,,
2026-01-05,2026-01,14,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),128001.SZ,泰尔转债,002347,泰尔股份,金属制品,B,概念竞价强度0.05%,退市日期2014-11-21,,,
2026-01-05,2026-01,15,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),128070.SZ,智能转债,002877,智能自控,金属制品,B,概念竞价强度0.05%,公告到期赎回；退市日期2025-07-03,,,
2026-01-05,2026-01,16,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),110056.SH,亨通转债,600487,亨通光电,太赫兹,B,概念竞价强度0.01%,强赎中；退市日期2022-12-06,,,
2026-01-05,2026-01,17,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),123112.SZ,万讯转债,300112,万讯自控,太赫兹,B,概念竞价强度0.01%,成交额偏低0.3万,137.2,138.33,0.8236
2026-01-05,2026-01,18,"锋龙股份(002931,封单14.83亿)、岩山科技(002195,封单10.06亿)、雷科防务(002413,封单8.08亿)、创新医疗(002173,封单7.56亿)",金属制品(0.0486)、太赫兹(0.0106),128041.SZ,盛路转债,002446,盛路通信,太赫兹,B,概念竞价强度0.01%,公告到期赎回；退市日期2024-07-17,,,
2026-01-12,2026-01,1,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110062.SH,烽火转债,600498,烽火通信,WiFi6、央企国企改革,C,概念竞价强度-0.00%,公告到期赎回；退市日期2025-12-02,,,
2026-01-12,2026-01,2,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),100236.SH,桂冠转债,600236,桂冠电力,央企国企改革,C,概念竞价强度-0.00%,退市日期2008-07-04,,,
2026-01-12,2026-01,3,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),100726.SH,华电转债,600726,华电能源,央企国企改革,C,概念竞价强度-0.00%,退市日期2007-06-05,,,
2026-01-12,2026-01,4,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),100795.SH,国电转债,600795,国电电力,央企国企改革,C,概念竞价强度-0.00%,退市日期2007-04-30,,,
2026-01-12,2026-01,5,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110003.SH,新钢转债,600782,新钢股份,央企国企改革,C,概念竞价强度-0.00%,退市日期2013-08-27,,,
2026-01-12,2026-01,6,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110011.SH,歌华转债,600037,歌华有线,央企国企改革,C,概念竞价强度-0.00%,退市日期2015-05-06,,,
2026-01-12,2026-01,7,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110013.SH,国投转债,600886,国投电力,央企国企改革,C,概念竞价强度-0.00%,退市日期2013-07-12,,,
2026-01-12,2026-01,8,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110015.SH,石化转债,600028,中国石化,央企国企改革,C,概念竞价强度-0.00%,退市日期2015-02-17,,,
2026-01-12,2026-01,9,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110017.SH,中海转债,600026,中远海能,央企国企改革,C,概念竞价强度-0.00%,退市日期2015-02-13,,,
2026-01-12,2026-01,10,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110018.SH,国电转债,600795,国电电力,央企国企改革,C,概念竞价强度-0.00%,退市日期2015-03-05,,,
2026-01-12,2026-01,11,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110021.SH,上电转债,600021,上海电力,央企国企改革,C,概念竞价强度-0.00%,退市日期2007-08-27,,,
2026-01-12,2026-01,12,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110026.SH,中海转债,600026,中远海能,央企国企改革,C,概念竞价强度-0.00%,退市日期2008-04-09,,,
2026-01-12,2026-01,13,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110027.SH,东方转债,600875,东方电气,央企国企改革,C,概念竞价强度-0.00%,退市日期2015-02-27,,,
