ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,main_business,business_scope,employees
002708.SZ,李树华,郑伟强,汪建,56209.7967,19950422,江苏,常州市,"常州光洋轴承股份有限公司坐落于江苏常州,地处沪宁高铁中部,城际高铁至上海、南京仅需1小时车程。自1994年成立以来一直从事汽车精密轴承的研发、制造与销售,主要产品为滚针轴承、滚子轴承、离合器分离轴承与轮毂轴承单元、同步器中间环及工程机械轴承等,产品主要运用于汽车变速器、离合器、重卡车桥和轮毂等重要总成,是主机的重要部件。公司是国内汽车变速器用滚针轴承、滚子轴承以及离合器分离轴承的主要供应商之一,客户包括一汽、东风、上汽、长安、重汽、奇瑞、吉利、长城等整车集团和陕西法士特、綦江齿轮、上海汽车变速器、重庆青山等国内最大的重卡、客车、轿车、微型车变速器主机厂配套,同时延伸至采埃孚、伊顿、爱信(唐山)、格特拉克(江西)等国际著名的变速器主机厂。",汽车精密轴承的研发、制造与销售。,轴承、汽车配件、金属加工机械、工具、模具、机械零部件的制造、销售；汽车的销售；轴承的技术咨询、技术服务；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,4219
