ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,ps,total_mv,circ_mv,dv_ratio
002708.SZ,20250707,10.39,1.4645,0.54,114.4886,111.0268,3.541,2.5287,584019.7877,534040.9318,0.0
002708.SZ,20250704,10.39,1.9749,0.69,114.4886,111.0268,3.541,2.5287,584019.7877,534040.9318,0.0
002708.SZ,20250703,10.49,4.657,1.67,115.5905,112.0954,3.5751,2.553,589640.7674,539180.883,0.0
002708.SZ,20250702,10.83,1.9187,0.53,119.337,115.7286,3.6909,2.6358,608752.0983,556656.7171,0.0
002708.SZ,20250701,10.97,2.3271,0.59,120.8797,117.2246,3.7387,2.6698,616621.4698,563852.6488,0.0
002708.SZ,20250630,11.03,2.7916,0.72,121.5408,117.8658,3.7591,2.6844,619994.0576,566936.6196,0.0
002708.SZ,20250627,10.85,2.5858,0.7,119.5574,115.9423,3.6978,2.6406,609876.2942,557684.7074,0.0
002708.SZ,20250626,10.88,4.2929,1.23,119.8879,116.2629,3.708,2.6479,611562.5881,559226.6927,0.0
002708.SZ,20250625,11.07,5.9873,2.18,121.9816,118.2932,3.7727,2.6942,622242.4495,568992.6001,0.0
002708.SZ,20250624,10.75,4.2014,1.7,118.4555,114.8737,3.6637,2.6163,604255.3145,552544.7562,0.0
002708.SZ,20250623,10.32,2.2485,0.91,113.7172,110.2788,3.5171,2.5117,580085.1019,530442.9659,0.0
002708.SZ,20250620,10.29,1.8717,0.63,113.3867,109.9582,3.5069,2.5044,578398.808,528900.9805,0.0
002708.SZ,20250619,10.4,3.1072,1.02,114.5988,111.1337,3.5444,2.5311,584581.8857,534554.9269,0.0
002708.SZ,20250618,10.56,2.2851,0.67,116.3618,112.8434,3.5989,2.5701,593575.4532,542778.8488,0.0
002708.SZ,20250617,10.52,2.8598,0.73,115.9211,112.416,3.5853,2.5603,591327.0613,540722.8683,0.0
002708.SZ,20250616,10.65,2.2336,0.54,117.3535,113.8051,3.6296,2.592,598634.3349,547404.8049,0.0
002708.SZ,20250613,10.7,4.3454,1.11,117.9045,114.3394,3.6466,2.6041,601444.8247,549974.7805,0.0
002708.SZ,20250612,10.85,3.4813,0.83,119.5574,115.9423,3.6978,2.6406,609876.2942,557684.7074,0.0
002708.SZ,20250611,11.07,4.0302,0.91,121.9816,118.2932,3.7727,2.6942,622242.4495,568992.6001,0.0
002708.SZ,20250610,11.13,5.4572,1.2,122.6427,118.9344,3.7932,2.7088,625615.0373,572076.5708,0.0
002708.SZ,20250609,11.14,3.4078,0.54,122.7529,119.0412,3.7966,2.7112,626177.1352,572590.5659,0.0
002708.SZ,20250606,10.98,3.2512,0.45,120.9898,117.3315,3.7421,2.6723,617183.5678,564366.644,0.0
002708.SZ,20250605,11.12,4.7601,0.64,122.5325,118.8275,3.7898,2.7064,625052.9393,571562.5757,0.0
002708.SZ,20250604,11.09,5.1922,0.71,122.2019,118.5069,3.7796,2.6991,623366.6454,570020.5903,0.0
002708.SZ,20250603,11.07,6.119,0.89,121.9816,118.2932,3.7727,2.6942,622242.4495,568992.6001,0.0
002708.SZ,20250530,11.2,12.3285,2.28,123.4141,119.6824,3.817,2.7258,629549.723,575674.5366,0.0
002708.SZ,20250516,12.43,7.5515,1.41,136.9676,132.8261,4.2362,3.0252,698687.773,638895.9366,0.0
002708.SZ,20250515,12.17,5.9964,1.17,134.1026,130.0477,4.1476,2.9619,684073.2258,625532.0635,0.0
002708.SZ,20250514,12.09,4.3282,0.78,133.2211,129.1929,4.1204,2.9424,679576.4421,621420.1025,0.0
002708.SZ,20250513,12.17,4.3251,0.71,134.1026,130.0477,4.1476,2.9619,684073.2258,625532.0635,0.0
002708.SZ,20250512,12.39,4.8509,0.74,136.5268,132.3987,4.2226,3.0154,696439.3811,636839.9562,0.0
002708.SZ,20250509,12.31,7.2545,1.11,135.6453,131.5438,4.1953,2.996,691942.5974,632727.9952,0.0
002708.SZ,20250508,12.34,4.906,0.73,135.9758,131.8644,4.2056,3.0033,693628.8913,634269.9805,0.0
002708.SZ,20250507,12.3,6.5686,0.92,135.5351,131.4369,4.1919,2.9935,691380.4994,632214.0001,0.0
002708.SZ,20250506,12.27,6.7939,0.83,135.2045,131.1163,4.1817,2.9862,689694.2055,630672.0147,0.0
002708.SZ,20250430,12.09,7.0605,0.86,133.2211,129.1929,4.1204,2.9424,679576.4421,621420.1025,0.0
002708.SZ,20250429,11.89,7.271,0.98,131.0172,127.0557,4.0522,2.8938,668334.4828,611140.2001,0.0
002708.SZ,20250428,11.52,5.8754,0.84,126.9402,123.1019,3.9261,2.8037,647536.858,592122.3805,0.0
002708.SZ,20250425,11.48,8.7472,1.46,,,3.6908,3.5396,645288.4661,590066.4001,0.0
002708.SZ,20250424,11.2,11.9957,2.69,,,3.6008,3.4532,629549.723,575674.5366,0.0
002708.SZ,20250423,11.24,6.9272,1.72,,,3.6136,3.4656,631798.1149,577730.5171,0.0
002708.SZ,20250422,10.22,3.417,0.81,,,3.2857,3.1511,574464.1223,525303.0147,0.0
002708.SZ,20250421,10.4,3.7843,0.85,,,3.3436,3.2066,584581.8857,534554.9269,0.0
002708.SZ,20250418,10.15,3.912,0.8,,,3.2632,3.1295,570529.4365,521705.0488,0.0
002708.SZ,20250417,9.96,4.271,0.77,,,3.2021,3.0709,559849.5751,511939.1415,0.0
002708.SZ,20250416,10.18,4.8034,0.74,,,3.2728,3.1387,572215.7304,523247.0342,0.0
002708.SZ,20250415,10.62,4.2284,0.58,,,3.4143,3.2744,596948.041,545862.8196,0.0
002708.SZ,20250414,10.69,5.1257,0.77,,,3.4368,3.296,600882.7267,549460.7854,0.0
002708.SZ,20250411,10.5,6.0276,0.86,,,3.3757,3.2374,590202.8654,539694.8781,0.0
002708.SZ,20250410,10.34,7.6156,1.02,,,3.3243,3.1881,581209.2979,531470.9561,0.0
002708.SZ,20250409,10.12,9.5787,1.28,,,3.2536,3.1202,568843.1426,520163.0635,0.0
002708.SZ,20250408,10.1,8.1475,0.96,,,3.2471,3.1141,567718.9467,519135.0732,0.0
002708.SZ,20250407,11.21,2.015,0.2,,,3.604,3.4563,630111.821,576188.5318,0.0
002708.SZ,20250403,12.46,7.5422,0.67,,,4.0059,3.8417,700374.0669,640437.922,0.0
002708.SZ,20250402,12.91,10.0522,0.96,,,4.1505,3.9805,725668.4754,663567.7025,0.0
002708.SZ,20250401,12.66,9.6706,0.92,,,4.0702,3.9034,711616.0262,650717.8245,0.0
002708.SZ,20250331,13.21,13.2622,1.25,,,4.247,4.073,742531.4144,678987.5562,0.0
002708.SZ,20250328,12.65,10.2445,0.83,,,4.0669,3.9003,711053.9283,650203.8293,0.0
002708.SZ,20250327,12.72,13.4113,0.93,,,4.0894,3.9219,714988.614,653801.7952,0.0
002708.SZ,20250326,13.22,5.6786,0.32,,,4.2502,4.076,743093.5124,679501.5513,0.0
002708.SZ,20250325,12.02,9.8431,0.5,,,3.8644,3.7061,675641.7563,617822.1366,0.0
002708.SZ,20250324,12.07,14.0662,0.74,,,3.8805,3.7215,678452.2462,620392.1123,0.0
002708.SZ,20250321,13.35,18.9058,1.17,,,4.292,4.1161,750400.7859,686183.4879,0.0
002708.SZ,20250320,14.09,23.9743,1.9,,,4.5299,4.3443,791996.0355,724219.1269,0.0
002708.SZ,20250319,13.4,20.6199,2.16,,,4.3081,4.1315,753211.2758,688753.4635,0.0
002708.SZ,20250318,12.78,20.916,3.25,,,4.1087,3.9404,718361.2018,656885.7659,0.0
002708.SZ,20250317,12.56,11.0361,2.15,,,4.038,3.8726,705995.0466,645577.8732,0.0
002708.SZ,20250314,11.42,4.238,0.76,,,3.6715,3.5211,641915.8783,586982.4293,0.0
002708.SZ,20250313,11.33,6.3453,1.17,,,3.6426,3.4933,636856.9966,582356.4732,0.0
002708.SZ,20250312,11.83,5.2376,0.95,,,3.8033,3.6475,664961.895,608056.2293,0.0
002708.SZ,20250311,11.64,5.2791,0.92,,,3.7422,3.5889,654282.0336,598290.322,0.0
002708.SZ,20250310,11.73,4.5726,0.76,,,3.7712,3.6166,659340.9153,602916.2781,0.0
002708.SZ,20250307,11.73,6.5823,1.03,,,3.7712,3.6166,659340.9153,602916.2781,0.0
002708.SZ,20250306,11.62,5.5482,0.75,,,3.7358,3.5827,653157.8377,597262.3318,0.0
002708.SZ,20250305,11.56,5.6028,0.61,,,3.7165,3.5642,649785.2499,594178.361,0.0
002708.SZ,20250304,11.42,6.3198,0.64,,,3.6715,3.5211,641915.8783,586982.4293,0.0
002708.SZ,20250303,11.06,6.0772,0.54,,,3.5558,3.4101,621680.3515,568478.6049,0.0
002708.SZ,20250228,11.44,8.4318,0.75,,,3.6779,3.5272,643040.0742,588010.4196,0.0
002708.SZ,20250227,12.3,10.5192,0.95,,,3.9544,3.7924,691380.4994,632214.0001,0.0
002708.SZ,20250226,12.15,14.6274,1.43,,,3.9062,3.7461,682949.0299,624504.0732,0.0
002708.SZ,20250225,11.95,9.7671,1.04,,,3.8419,3.6845,671707.0706,614224.1708,0.0
002708.SZ,20250224,11.78,12.7151,1.55,,,3.7872,3.6321,662151.4051,605486.2537,0.0
002708.SZ,20250221,11.7,8.4483,1.08,,,3.7615,3.6074,657654.6214,601374.2927,0.0
002708.SZ,20250220,11.48,9.8097,1.28,,,3.6908,3.5396,645288.4661,590066.4001,0.0
002708.SZ,20250219,11.22,10.3858,1.55,,,3.6072,3.4594,630673.919,576702.5269,0.0
002708.SZ,20250218,10.61,5.7422,0.86,,,3.4111,3.2713,596385.943,545348.8244,0.0
002708.SZ,20250217,11.1,6.7382,1.02,,,3.5686,3.4224,623928.7434,570534.5854,0.0
002708.SZ,20250214,10.87,6.4334,0.89,,,3.4947,3.3515,611000.4901,558712.6976,0.0
002708.SZ,20250213,10.81,9.1313,1.32,,,3.4754,3.333,607627.9023,555628.7269,0.0
002708.SZ,20250212,11.04,5.4683,0.76,,,3.5493,3.4039,620556.1556,567450.6147,0.0
002708.SZ,20250211,10.94,5.5483,0.79,,,3.5172,3.3731,614935.1759,562310.6635,0.0
002708.SZ,20250210,11.0,6.3649,0.89,,,3.5365,3.3916,618307.7637,565394.6342,0.0
002708.SZ,20250207,11.03,9.5788,1.54,,,3.5461,3.4008,619994.0576,566936.6196,0.0
002708.SZ,20250206,10.95,7.5523,1.31,,,3.5204,3.3761,615497.2739,562824.6586,0.0
002708.SZ,20250205,10.54,6.8625,1.11,,,3.3886,3.2497,592451.2572,541750.8586,0.0
002708.SZ,20250127,10.05,4.8744,0.83,,,3.231,3.0987,564908.4568,516565.0976,0.0
002708.SZ,20250124,10.48,6.7166,1.23,,,3.3693,3.2312,589078.6694,538666.8879,0.0
002708.SZ,20250123,10.12,5.1468,0.98,,,3.2536,3.1202,568843.1426,520163.0635,0.0
002708.SZ,20250122,10.02,5.1639,0.99,,,3.2214,3.0894,563222.1629,515023.1122,0.0
002708.SZ,20250121,10.44,8.9701,1.91,,,3.3564,3.2189,586830.2775,536610.9074,0.0
002708.SZ,20250120,9.92,3.5041,0.7,,,3.1893,3.0586,557601.1833,494892.5183,0.0
002708.SZ,20250117,9.86,4.7014,0.92,,,3.17,3.0401,554228.5955,491899.2168,0.0
002708.SZ,20250116,10.21,4.1875,0.79,,,3.2825,3.148,573902.0243,505053.3346,0.0
002708.SZ,20250115,10.23,5.3705,0.99,,,3.2889,3.1542,575026.2202,506042.6653,0.0
002708.SZ,20250114,10.19,6.5216,1.29,,,3.2761,3.1418,572777.8284,504064.0039,0.0
002708.SZ,20250113,9.47,4.4569,0.79,,,3.0446,2.9198,532306.7747,468448.0978,0.0
002708.SZ,20250110,9.49,5.308,0.83,,,3.051,2.926,533430.9707,469437.4285,0.0
002708.SZ,20250109,9.71,4.8801,0.68,,,3.1217,2.9938,545797.126,480320.0665,0.0
