ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,code6
300503.SZ,20240729,20240630,0.18,0.18,2.0116,2.0116,1.744,0.2003,0.7361,24441043.78,30476870.25,233567927.3,1.3993,0.8334,0.7996,1.2025,0.5118,0.6966,0.2438,34338985.29,79190150.63,137092652.86,10565959.9425,33600336.1325,560424653.29,143594629.39,761035881.8,701211967.83,859622702.8,371313692.69,681042609.42,1911905031.09,286621901.21,0.1794,3.7532,0.0768,0.9364,-0.0404,0.2587,0.0345,0.1098,8.9743,37.935,62.065,28.9966,8.9743,9.3154,16.8028,2.8785,-1.7019,94.4228,10.2636,12.8617,4.8834,4.88,2.7101,3.1355,2.1878,3.7275,9.7668,6.271,56.0053,2.273,2.2458,49.745,50.255,32.8611,39.8051,60.0835,63.4773,36.5227,0.0253,1.273,0.7841,1.5094,0.5868,1.1295,1.2259,0.016,385.9086,4.3756,2.1745,1001832793.11,10.196,8.3298,90.2609,3.5752,2.3983,1.599,3.206,460.0,460.0,-74.8855,352.9843,386.8293,470.1436,213.65,-74.8818,521.6308,4.3918,7.4208,4.3911,31.5421,31.5421,34.3382,279.3768,-12.2115,300503
300503.SZ,20240429,20240331,0.05,0.05,0.8444,0.8444,1.744,0.2003,0.6043,11159926.99,3413868.13,88465508.39,1.3885,0.7753,0.7392,0.5573,0.23,0.2899,0.1055,-456052.14,20572773.84,,-108301132.9,-120303951.39,497008158.99,141352913.82,714992876.44,660568303.74,816567654.43,319655882.77,591062142.59,1825009192.96,246277782.3,0.0476,3.6205,0.0394,0.8046,-0.0587,0.0672,-0.3538,-0.3931,5.6677,34.2315,65.7685,32.7494,5.6677,10.6779,19.0983,2.9732,-0.1236,100.1765,5.1009,7.9606,1.3198,1.32,0.3091,0.8399,0.598,1.1264,5.2792,3.3596,54.9391,2.2192,2.218,46.3793,53.6207,33.1484,39.1775,60.7203,60.8,39.2,0.0147,1.2192,0.8188,1.5499,0.6034,1.1421,1.2362,0.0089,421.3081,2.392,0.595,1005648165.49,4.9389,10.6779,100.1765,1.3198,0.3091,0.598,4.6648,225.0,225.0,-80.7617,179.691,194.8433,218.9962,119.37,-80.7668,238.6146,0.7009,1.1563,0.7026,27.863,27.863,27.863,107.6532,-14.1533,300503
002896.SZ,20260428,20260331,0.06,0.06,1.2329,1.2329,2.4376,0.3491,2.3567,4257983.7,6804036.91,59138588.48,1.1019,0.4847,0.4658,1.7613,0.3785,0.2928,0.1307,4132078.64,12512668.14,,-70268506.8869,-20268506.8869,310897119.24,67805866.12,270358122.55,185827587.36,1080259047.51,58750663.16,240128569.89,1476939247.47,531759767.58,0.0563,6.1307,-0.0499,2.7058,-0.0397,0.0637,-0.3576,-0.1031,4.5784,24.407,75.593,20.1954,4.5784,5.1397,14.8048,0.2509,-0.88,98.2947,4.8709,5.1641,0.9193,0.92,0.5654,0.6748,0.5982,0.8614,3.6772,2.6992,34.9777,1.5379,1.5411,34.2499,65.7501,58.2148,18.3053,81.5751,88.8677,11.1323,-0.017,0.5379,1.8562,4.4564,1.6643,3.9957,5.8132,-0.0151,216.5398,2.3928,0.5965,1048003796.82,4.5878,5.1397,98.2947,0.9193,0.5654,0.5982,-4.0436,-33.3333,-33.3333,-2726.3158,-35.751,-39.1335,-36.4187,-43.19,-3510.0722,-37.1261,0.2518,0.1362,0.2508,5.1164,5.1164,5.1164,168.6646,1.1252,002896
002896.SZ,20260428,20260331,0.06,0.06,1.2329,1.2329,2.4376,0.3491,2.3567,4257983.7,6804036.91,59138588.48,1.1019,0.4847,0.4658,1.7613,0.3785,0.2928,0.1307,4132078.64,12512668.14,,,,310897119.24,67805866.12,270358122.55,185827587.36,1080259047.51,58750663.16,240128569.89,1476939247.47,531759767.58,0.0563,6.1307,-0.0499,2.7058,-0.0397,0.0637,,,4.5784,24.407,75.593,20.1954,4.5784,5.1397,14.8048,0.2509,-0.88,98.2947,4.8709,5.1641,0.9193,0.92,0.5654,0.6748,0.5982,0.8614,3.6772,2.6992,34.9777,1.5379,1.5411,34.2499,65.7501,58.2148,18.3053,81.5751,88.8677,11.1323,-0.017,0.5379,1.8562,4.4564,1.6643,3.9957,5.8132,-0.0151,216.5398,2.3928,0.5965,1048003796.82,4.5878,5.1397,98.2947,0.9193,0.5654,0.5982,-4.0436,-33.3333,-33.3333,-2726.3158,-35.751,-39.1335,-36.4187,-43.19,-3510.0722,-37.1261,0.2518,0.1362,0.2508,5.1164,5.1164,5.1164,168.6646,1.1252,002896
002896.SZ,20260416,20251231,0.32,0.32,5.2966,5.2966,2.4376,0.3491,2.3004,16230352.37,46475644.97,271700305.56,1.1214,0.5692,0.5564,9.224,1.6301,1.2605,0.5962,45725875.4,72045419.16,178108369.66,55231974.4631,164631974.4631,359102045.66,71627480.49,220283347.9,127794321.95,1076166814.28,69783139.53,193140197.02,1422389056.09,520697746.97,0.3191,6.1153,0.1563,2.6496,-0.2666,0.3666,0.281,0.8377,6.0007,26.1026,73.8974,19.1293,6.0007,4.6363,13.8352,0.6579,-1.4591,95.6071,6.6093,6.9215,5.2783,5.29,3.9121,4.1267,3.5777,4.8698,5.2783,4.1267,35.1307,1.5416,1.4696,34.7917,65.2083,58.0733,15.4869,84.4917,88.3159,11.6841,0.0534,0.5416,1.846,5.4557,1.6531,4.8854,8.4211,0.0472,173.2168,3.5777,3.5918,1039749346.94,6.5455,5.0125,100.0363,0.4587,0.1548,0.2841,-1.4703,-13.5135,-13.5135,-88.6928,-10.9639,-11.3272,-13.569,-20.27,-85.2972,-15.554,-21.2687,13.0957,2.3506,6.6113,6.6113,17.5798,-67.3013,2.3506,002896
002896.SZ,20251025,20250930,0.29,0.29,3.8917,3.8917,2.4376,0.3127,2.3089,12589147.8,44619922.33,209155721.19,1.1959,0.6586,0.6388,5.9505,1.2001,0.9292,0.4434,45826075.67,66541241.0,,-70552254.8335,39247745.1665,322515444.21,74044098.5,218692607.71,114922532.72,1070712207.29,105204039.66,215903180.94,1414462142.38,515200819.76,0.2911,6.0816,0.177,2.6216,-0.2102,0.3386,-0.359,0.1997,7.4862,27.3474,72.6526,18.7559,7.4862,4.5004,13.7253,0.5302,-1.1373,94.0082,8.4207,8.7004,4.829,4.83,3.7664,3.858,3.3196,4.414,6.4387,5.144,33.9727,1.5145,1.4559,35.46,64.54,59.122,15.4612,84.4967,87.2788,12.7212,0.0648,0.5145,1.9426,5.4651,1.7403,4.896,9.3168,0.0565,177.6559,4.4261,3.3169,1006244966.89,8.3452,5.2514,97.0658,0.9112,0.5878,0.6214,10.3766,0.0,0.0,-85.0671,8.3834,7.4832,0.4773,-2.82,-80.5888,-2.5938,-21.7025,10.5266,1.7862,3.1382,3.1382,5.3962,-58.787,3.1528,002896
002896.SZ,20251025,20250930,0.29,0.29,3.8917,3.8917,2.4376,0.3127,2.3089,12589147.8,44619922.33,209155721.19,1.1959,0.6586,0.5049,5.9505,1.2001,0.9292,0.4434,45826075.67,66541241.0,,,,322515444.21,74044098.5,218692607.71,114922532.72,1070712207.29,105204039.66,215903180.94,1414462142.38,515200819.76,0.2911,6.0816,0.177,2.6216,-0.2102,0.3386,,,7.4862,27.3474,72.6526,18.7559,7.4862,4.5004,13.7253,0.5302,-1.1373,94.0082,8.4207,8.7004,4.829,4.83,3.7664,3.858,3.3196,4.414,6.4387,5.144,33.9727,1.5145,1.4559,35.46,64.54,59.122,15.4612,84.4967,87.2788,12.7212,0.0648,0.5145,1.9426,5.4651,1.7403,4.896,9.3168,0.0565,177.6559,4.4261,3.3169,1006244966.89,8.3452,5.2514,97.0658,0.9112,0.5878,0.6214,10.3766,0.0,0.0,-85.0671,8.3834,7.4832,0.4773,-2.82,-80.5888,-2.5938,-21.7025,10.5266,1.7862,3.1382,3.1382,5.3962,-58.787,3.1528,002896
002896.SZ,20250826,20250630,0.24,0.24,2.6257,2.6257,2.4376,0.3127,2.2538,8743463.05,37628060.02,143154511.97,1.3408,0.7736,0.7562,3.6656,0.817,0.626,0.3053,38525931.42,51803345.59,103490586.43,-55198207.9516,34801792.0484,273462774.43,78553035.51,205818249.89,108872917.23,1060190795.78,160338703.16,260461616.8,1389838475.82,504363272.7,0.236,6.0228,0.0456,2.5664,-0.2449,0.2636,-0.2809,0.1771,8.9563,27.7422,72.2578,17.2646,8.9563,4.1384,12.6466,0.4797,-1.0743,92.534,9.8771,10.0391,3.9334,3.89,3.1918,3.0649,2.7344,3.5459,7.8668,6.1298,32.0253,1.4711,1.4337,36.2183,63.7817,60.8656,14.8088,85.1628,84.3496,15.6504,0.0191,0.4711,2.1218,5.7508,1.9005,5.1511,9.7379,0.0161,175.297,5.4688,2.7436,946946794.25,9.7644,3.9666,90.4418,2.4398,2.1601,1.721,3.0397,9.0909,9.0909,-93.657,11.3771,10.327,6.4986,5.35,-91.7499,2.9198,-22.4595,6.3053,0.8027,2.0838,2.0838,0.9912,77.4564,3.4772,002896
002896.SZ,20250429,20250331,0.12,0.12,1.5248,1.5248,3.4689,0.4065,2.9982,5421964.57,11976253.69,62602318.42,1.6429,0.8856,0.8656,1.8693,0.3913,0.2811,0.1417,11236291.12,18900549.0,,-51604691.2918,-51604691.2918,225350461.44,82407574.33,115736582.53,30874774.16,1067881614.82,213567562.45,235570840.48,1307624922.17,514694501.99,0.1151,7.8812,0.0019,3.4047,-0.3983,0.125,-0.3414,-0.3414,7.5169,27.1585,72.8415,18.4227,7.5169,4.3511,13.7356,0.336,-1.6092,95.1254,7.9692,8.1995,1.4709,1.47,1.0125,1.1617,1.065,1.3805,5.8836,4.6468,26.2164,1.3553,1.3755,33.7866,66.2134,66.107,8.8509,91.1125,78.4462,21.5538,0.0009,0.3553,2.8133,10.2941,2.5216,9.2268,34.5875,0.0007,184.1597,4.26,1.0694,904346221.49,7.9232,4.3511,95.1254,1.4709,1.0125,1.065,0.1246,9.0909,9.0909,-99.0821,2.1332,2.0076,6.2232,-5.46,-99.0818,0.6394,1.4664,-1.4133,1.4656,3.4704,3.4704,3.4704,2.9348,5.5483,002896
002896.SZ,20250418,20241231,0.48,0.48,6.4585,6.4585,3.4689,0.4065,2.8831,14258625.48,58291727.9,252902275.33,1.698,1.0108,0.9783,8.8275,1.4552,1.4611,0.599,57356637.64,79663860.81,172724044.7,86846197.2361,76846197.2361,265471620.53,82897362.14,115615791.6,-29461792.08,1071817061.75,259969436.67,221845938.29,1290170900.46,497296283.73,0.4799,7.7673,1.3823,3.2896,0.0934,0.527,0.5745,0.5083,7.4127,25.903,74.097,17.8833,7.4127,4.1393,13.3039,0.4401,-1.023,94.1254,7.9139,8.1594,6.3457,6.35,5.0985,4.8877,4.4404,5.9202,6.3457,4.8877,28.317,1.395,1.4256,38.595,61.405,65.4129,8.9613,91.0112,80.2668,19.7332,0.5611,0.395,2.5307,10.1561,2.31,9.2705,,0.4504,164.8853,4.4404,4.4512,857814991.01,7.8697,4.9076,94.3569,1.3385,1.0609,0.9624,12.6804,0.0,0.0,18.115,1.3884,1.33,-0.817,3.26,18.1163,-6.0369,5.554,1.0665,5.5553,-10.0961,-10.0961,-11.0522,30.6487,5.5553,002896
002896.SZ,20241028,20240930,0.38,0.38,4.9053,4.9053,3.4689,0.3436,2.8427,11020267.49,45917053.42,184311817.08,1.8354,1.1341,0.7954,5.2013,1.1118,1.1867,0.461,44106476.19,61596285.3,,-72157469.9954,-102157469.9954,253094609.05,85766014.31,98221841.2,-521115.09,1058317909.66,284274133.07,272729040.04,1257268582.01,481683251.26,0.3766,7.6644,1.1853,3.1863,-0.2236,0.4075,-0.4773,-0.6758,7.6609,24.8553,75.1447,16.7613,7.6609,3.896,12.2192,0.6461,-0.7142,94.052,8.0132,8.3065,5.0142,5.01,4.0437,3.829,3.5314,4.7103,6.6856,5.1053,27.3839,1.3771,1.4167,39.1301,60.8699,66.3053,7.8123,92.1556,77.8554,22.1446,0.5266,0.3771,2.6509,11.7962,2.4213,10.7748,,0.41,168.5609,4.7085,3.5394,809862080.27,8.0079,4.5629,96.2062,1.1636,0.8861,0.8274,29.8695,0.0,0.0,271.5674,0.9742,1.1482,-0.6756,0.2,271.5322,-5.996,4.1557,-1.5495,4.1568,-9.789,-9.789,-16.3327,-50.8219,5.6598,002896
002896.SZ,20240827,20240630,0.29,0.29,3.3438,3.3438,3.4689,0.3436,2.7541,7825929.45,35715983.3,124035339.07,1.7798,1.1554,0.7892,3.2895,0.7279,0.8055,0.311,35150997.41,47231593.41,91210960.32,-4215841.27,-34215841.27,294487566.46,87987767.23,102314120.21,-2800145.41,1046070199.13,297683022.44,279837306.35,1246621892.71,468287843.1,0.288,7.5666,0.7189,3.0977,-0.2005,0.3124,-0.0279,-0.2263,8.5989,24.5379,75.4621,15.142,8.5989,3.5845,11.2093,0.3482,-0.6283,93.0461,9.053,9.3438,3.8597,3.85,3.166,2.9062,2.6746,3.6086,7.7194,5.8124,29.7582,1.4237,1.4406,41.7065,58.2935,64.2116,8.2073,91.7561,78.7468,21.2532,0.2847,0.4237,2.3595,11.1798,2.1578,10.2241,,0.2242,168.2556,5.3492,2.6792,804533718.66,9.0349,3.1122,92.2987,2.3904,2.0283,1.6749,27.3727,31.8182,31.8182,113.6404,34.1164,33.9488,30.8579,42.37,113.658,22.6985,2.8266,0.484,2.8271,-6.3693,-6.3693,-11.9306,54.4286,6.6499,002896
002896.SZ,20240426,20240331,0.11,0.11,1.4737,1.4737,3.4689,0.3436,2.6544,3711027.82,12667900.23,57101216.99,1.7654,1.1484,0.8031,1.502,0.3242,0.358,0.1378,13378746.3,18750746.74,,-54508443.2714,-44508443.2714,249747572.58,90431603.1,141891125.8,25653695.8,1032312576.25,288314540.14,299023313.22,1271156088.34,453218561.2,0.1083,7.4669,0.207,2.998,-0.1282,0.124,-0.3606,-0.2944,7.3302,25.6316,74.3684,17.0105,7.3302,4.1839,12.2756,0.5511,-0.1118,93.9945,8.0735,8.4168,1.4616,1.46,1.1305,1.1601,1.0103,1.3595,5.8464,4.6404,29.9174,1.4269,1.4424,41.2706,58.7294,64.0657,11.1624,88.7996,78.1408,21.8592,0.0831,0.4269,2.3415,7.9553,2.1414,7.2754,40.2403,0.0649,189.0079,4.0412,1.0134,792317690.33,8.0368,4.1839,93.9945,1.4616,1.1305,1.0103,14.0464,10.0,10.0,540.4255,7.7219,7.6714,8.6484,21.21,540.8597,2.5008,1.4717,-0.6115,1.4724,1.7874,1.7874,1.7874,3.5991,5.9977,002896
002896.SZ,20240426,20240331,0.11,0.11,1.4737,1.4737,3.4689,0.3436,2.6544,3711027.82,12667900.23,57101216.99,1.7654,1.1484,0.8031,1.502,0.3242,0.358,0.1378,13378746.3,18750746.74,,-72850197.54,-62850197.54,249747572.58,90431603.1,141891125.8,25653695.8,1032312576.25,288314540.14,299023313.22,1271156088.34,453218561.2,0.1083,7.4669,0.207,2.998,-0.1282,0.124,-0.4819,-0.4158,7.3302,25.6316,74.3684,17.0105,7.3302,4.1839,12.2756,0.5511,-0.1118,93.9945,8.0735,8.4168,1.4616,1.46,1.1305,1.1601,1.0103,1.3595,5.8464,4.6404,29.9174,1.4269,1.4424,41.2706,58.7294,64.0657,11.1624,88.7996,78.1408,21.8592,0.0831,0.4269,2.3415,7.9553,2.1414,7.2754,40.2403,0.0649,189.0079,4.0412,1.0134,792317690.33,8.0368,4.1839,93.9945,1.4616,1.1305,1.0103,14.0464,10.0,10.0,540.4255,7.7219,7.6714,8.6484,21.21,540.8597,2.5008,1.4717,-0.6115,1.4724,1.7874,1.7874,1.7874,3.5991,5.9977,002896
002472.SZ,20260424,20260331,0.33,0.33,2.4655,2.4655,5.2349,0.4908,5.4162,26027183.46,258063286.19,577261835.78,1.1723,0.8605,0.8308,0.7728,0.2477,0.294,0.1107,311072507.29,354279063.17,,63214830.1521,87708043.5121,3765567321.28,648328427.18,3855460479.07,2050281919.49,9652488372.22,1246453623.95,1910381161.02,14669056044.61,5020438704.66,0.3343,12.1251,0.6665,5.907,-0.7928,0.4168,0.0744,0.1032,14.3227,27.548,72.452,12.398,14.3227,1.0434,10.4627,0.892,-0.0146,85.155,16.416,16.9069,2.7958,2.79,2.5396,1.8722,1.5861,2.1196,11.1832,7.4888,43.3337,1.7647,1.8622,44.4488,55.5512,50.5817,26.2829,70.2516,87.5001,12.4999,0.0783,0.7647,1.2462,2.6729,1.1673,2.5036,4.7079,0.0685,249.3009,6.3444,1.5013,9676244799.0,16.4079,1.0434,85.155,2.7958,2.5396,1.5861,27.0339,0.0,0.0,169.5107,2.2397,2.5546,2.9288,-4.04,170.2262,-9.1457,2.8553,1.7072,2.8702,1.488,1.488,1.488,-19.4825,13.29,002472
002472.SZ,20260424,20251231,1.5,1.5,10.7229,10.7229,5.2005,0.4909,5.0827,57157960.13,1204359958.18,2490923606.94,1.1479,0.8452,0.8149,3.4253,1.1955,1.3539,0.5263,1380964984.36,1557004704.68,2475364407.32,156927439.9617,1647103083.3717,3638135922.68,613194558.31,4001289313.05,1510822583.19,9373884303.83,1087719636.63,2090648488.41,14511313668.11,4736348235.01,1.4845,11.7885,2.814,5.5736,1.3868,1.8322,0.1847,1.9383,14.544,27.3362,72.6638,11.2142,14.544,1.0919,9.6067,0.5156,-0.2172,84.8448,16.5243,17.0871,13.3973,13.36,12.7903,8.9924,7.6541,10.3559,13.3973,8.9924,43.9843,1.7852,1.8388,44.9853,55.0147,49.9604,27.5736,69.0339,89.0956,10.9044,0.3252,0.7852,1.2139,2.5036,1.1359,2.3427,6.2045,0.2898,220.8262,7.6541,7.2859,9401573053.75,16.5146,1.0306,84.9836,3.6979,3.6375,2.0099,41.3263,22.9508,22.9508,41.849,24.7339,25.069,23.2058,20.32,42.2343,8.4096,13.3379,18.2525,13.6485,3.7668,3.7668,29.7725,14.6601,13.6485,002472
002472.SZ,20251029,20250930,1.06,1.06,7.6133,7.6133,5.1529,0.3999,4.752,51221504.69,847170111.17,1744874134.15,1.1365,0.8559,0.8274,2.5518,0.8542,1.0124,0.3781,983661371.83,1124250308.02,,-149407130.6588,1335735309.8212,3575426991.64,580306518.3,4081455967.22,1292841041.05,8972216779.85,1001179775.73,1971621626.53,14183127068.98,4375837298.82,1.0577,11.3282,1.5281,5.1519,1.748,1.3236,-0.1759,1.5726,14.7288,26.9838,73.0162,11.2161,14.7288,1.117,9.5672,0.5319,-0.0596,84.7881,16.6786,17.3861,9.7459,9.77,9.1902,6.5735,5.5688,7.56,12.9945,8.7647,44.9166,1.8154,1.8553,45.4625,54.5375,48.9246,28.7768,67.8387,89.061,10.939,0.1769,0.8154,1.1681,2.3574,1.0892,2.1983,6.9399,0.1576,222.7364,7.4251,5.2529,9222801119.51,16.7498,1.1676,85.5568,3.4068,3.0977,1.8809,14.191,23.2558,23.2558,24.6411,20.9314,21.9092,21.7298,19.22,25.0774,7.6759,8.9124,15.5816,9.1552,-4.0967,-4.0967,-7.564,0.8566,13.0521,002472
002472.SZ,20250827,20250630,0.68,0.68,4.9888,4.9888,5.2626,0.4007,4.5596,22073898.19,555074424.39,1144338274.33,1.1471,0.8415,0.8176,1.6634,0.5721,0.6712,0.2531,660527896.88,727790494.59,1164526672.97,423909316.8484,1654058048.0684,3397646124.27,584216551.87,3866544324.66,1265493079.75,8589120882.61,1023737322.93,1981565331.18,13567458240.69,4204900778.84,0.6808,10.8966,1.1565,4.9603,1.4737,0.8585,0.5001,1.9512,14.5398,27.0587,72.9413,10.8474,14.5398,1.0902,9.4833,0.2739,-0.0721,84.3814,16.6914,17.2091,6.3943,6.34,6.1498,4.356,3.6803,4.9734,12.7886,8.712,44.722,1.809,1.8511,45.4818,54.5182,48.9428,28.4987,68.0833,88.6551,11.3449,0.1409,0.809,1.1769,2.389,1.0944,2.2214,6.7872,0.1249,229.5222,7.3606,3.4543,8791112351.66,16.6633,1.1742,84.2857,3.2852,3.1215,1.8842,35.612,23.6364,23.6364,20.6069,23.4708,23.3185,22.0178,22.54,20.9216,8.6826,4.7629,10.6055,4.7933,-2.1552,-2.1552,-3.7103,9.8027,12.2699,002472
002472.SZ,20250429,20250331,0.33,0.33,2.4361,2.4361,5.2568,0.4008,4.4283,7073257.85,268933415.65,553778790.52,1.1627,0.8595,0.838,0.7857,0.2846,0.3335,0.1258,320415797.0,343580894.23,,-330048592.6982,588974721.8218,3364785174.71,523873138.11,3542740814.91,1445183224.74,8477756964.98,1077842091.31,2241872053.51,13076450156.71,4092993713.04,0.3256,10.7322,0.2473,4.8291,0.817,0.4054,-0.3894,0.6949,14.0327,26.8206,73.1794,10.6451,14.0327,1.0022,9.2069,0.436,-0.0444,84.4816,16.2953,16.6403,3.082,3.08,3.003,2.093,1.765,2.371,12.328,8.372,43.804,1.7795,1.833,45.4121,54.5879,49.9717,27.0925,69.5628,89.1672,10.8328,0.0316,0.7795,1.224,2.5676,1.1408,2.393,5.8662,0.0282,234.8684,7.06,1.6813,8497471037.42,16.2372,1.0022,84.4816,3.082,3.003,1.765,10.153,26.9231,26.9231,23.1574,24.2272,23.7648,24.704,28.27,22.3301,10.7933,3.1823,6.9234,3.1957,-0.4702,-0.4702,-0.4702,6.702,12.5555,002472
002472.SZ,20250429,20250331,0.33,0.33,2.4361,2.4361,5.2569,0.4008,4.4284,7073257.85,268933415.65,553778790.52,1.1627,0.8595,0.7633,0.7857,0.2846,0.3335,0.1258,320415797.0,343580894.23,,,,3364785174.71,523873138.11,3542740814.91,1445183224.74,8477756964.98,1077842091.31,2241872053.51,13076450156.71,4092993713.04,0.3256,10.7324,0.2473,4.8291,0.817,0.4054,,,14.0327,26.8206,73.1794,10.6451,14.0327,1.0022,9.2069,0.436,-0.0444,84.4816,16.2953,16.6403,3.082,3.08,3.003,2.093,1.765,2.371,12.328,8.372,43.804,1.7795,1.833,45.4121,54.5879,49.9717,27.0925,69.5628,89.1672,10.8328,0.0316,0.7795,1.224,2.5676,1.1408,2.393,5.8662,0.0282,234.8684,7.06,1.6813,8497471037.42,16.2372,1.0022,84.4816,3.082,3.003,1.765,10.153,26.9231,26.9231,23.1574,24.2272,23.7648,24.704,28.27,22.3301,10.7933,3.1842,6.9234,3.1957,-0.4702,-0.4702,-0.4702,6.702,12.5555,002472
002472.SZ,20250425,20241231,1.22,1.22,10.3619,10.3619,5.2515,0.4008,4.1032,22985819.2,1000925272.76,2195905863.52,1.2235,0.8582,0.8338,3.8356,1.4483,1.5247,0.6048,1124487381.46,1240236828.8,2009956884.06,-313134463.3735,643604370.8265,3382803746.88,513373585.84,2732131790.07,1324761390.0,8192618791.38,1242574481.04,2013020806.8,11970416980.09,3816987039.54,1.2082,10.4012,1.9838,4.504,0.433,1.4635,-0.3695,0.7594,12.0323,25.0063,74.9937,10.5864,12.0323,0.9752,9.1787,0.4326,-0.6212,87.1947,13.7467,14.1235,12.2052,12.28,11.9312,8.5422,7.2774,9.831,12.2052,8.5422,41.7752,1.7175,1.7307,42.8775,57.1225,51.6344,22.824,73.637,83.892,16.108,0.3023,0.7175,1.3298,3.2263,1.236,2.9986,6.1842,0.2536,199.2347,7.2774,7.0523,8301238468.22,13.7018,1.052,85.7352,3.3002,3.3515,1.9093,31.5662,25.7732,25.7732,7.7098,27.8432,29.0392,25.4167,24.64,6.9708,13.3079,11.4562,20.4646,10.6866,8.7589,8.7589,-7.4188,-1.4971,10.6866,002472
002472.SZ,20241030,20240930,0.86,0.86,7.9661,7.9661,5.2413,0.3281,3.8414,27425965.03,710595255.28,1563040564.24,1.3157,0.9123,0.7849,3.0656,1.2127,1.23,0.4873,833656758.31,915582656.41,,-583795708.8752,30564224.4848,2806523838.98,490645150.37,2291759654.81,1241804550.34,7897003315.1,1390786711.02,1940087461.1,11205435487.26,3529099784.72,0.8719,10.0552,1.226,4.1695,0.2168,1.0817,-0.6897,0.0361,11.3707,23.1816,76.8184,9.8162,11.3707,0.9519,8.3102,0.554,-0.1334,87.636,13.2268,13.5791,8.9596,8.98,8.6266,6.617,5.5409,7.3869,11.9461,8.8227,38.5374,1.627,1.6798,39.9691,60.0309,54.4523,20.4522,75.9526,78.8305,21.1695,0.2355,0.627,1.5228,3.7137,1.413,3.4458,6.3593,0.1857,181.9414,7.3879,5.3337,7959511316.05,13.1767,0.9571,87.4424,3.1666,3.0784,1.93,9.3746,22.8571,22.8571,-13.2895,29.282,28.1399,25.2083,29.21,-13.9508,12.5179,7.7485,10.1087,6.8713,14.8259,14.8259,10.7267,6.3967,11.2786,002472
002472.SZ,20241030,20240930,0.86,0.86,7.9661,7.9661,5.2413,0.3281,3.8414,27425965.03,710595255.28,1563040564.24,1.3157,0.9123,0.7849,3.0656,1.2127,1.23,0.4873,833656758.31,915582656.41,,,,2806523838.98,490645150.37,2291759654.81,1241804550.34,7897003315.1,1390786711.02,1940087461.1,11205435487.26,3529099784.72,0.8719,10.0552,1.226,4.1695,0.2168,1.0817,,,11.3707,23.1816,76.8184,9.8162,11.3707,0.9519,8.3102,0.554,-0.1334,87.636,13.2268,13.5791,8.9596,8.98,8.6266,6.617,5.5409,7.3869,11.9461,8.8227,38.5374,1.627,1.6798,39.9691,60.0309,54.4523,20.4522,75.9526,78.8305,21.1695,0.2355,0.627,1.5228,3.7137,1.413,3.4458,6.3593,0.1857,181.9414,7.3879,5.3337,7959511316.05,13.1767,0.9571,87.4424,3.1666,3.0784,1.93,9.3746,22.8571,22.8571,-13.2895,29.282,28.1399,25.2083,29.21,-13.9508,12.5179,7.7485,10.1087,6.8713,14.8259,14.8259,10.7267,6.3967,11.2786,002472
