ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,code6
002896.SZ,20201231,减速器,P,186430126.83,40796833.39,145633293.44,CNY,002896
002896.SZ,20201231,其他业务,P,13610381.69,2389672.46,11220709.23,CNY,002896
002896.SZ,20200630,配件,P,1613677.67,442320.36,1171357.31,CNY,002896
002896.SZ,20200630,减速电机,P,246703294.64,81724203.8,164979090.84,CNY,002896
002896.SZ,20200630,减速器,P,79552844.6,18845092.47,60707752.13,CNY,002896
002896.SZ,20200630,其他业务,P,5865943.24,1151917.95,4714025.29,CNY,002896
002896.SZ,20191231,配件,P,3964118.43,757980.45,3206137.98,CNY,002896
002896.SZ,20191231,减速电机,P,472404335.83,132702391.96,339701943.87,CNY,002896
002896.SZ,20191231,减速器,P,189264714.7,57933851.27,131330863.43,CNY,002896
002896.SZ,20191231,其他业务,P,10556773.17,2625226.74,7931546.43,CNY,002896
002896.SZ,20190630,配件,P,1730215.03,355874.2,1374340.83,CNY,002896
002896.SZ,20190630,减速电机,P,228242425.22,60705058.46,167537366.76,CNY,002896
002896.SZ,20190630,减速器,P,87057337.29,22808735.68,64248601.61,CNY,002896
002896.SZ,20190630,其他业务,P,4403596.89,1128342.09,3275254.8,CNY,002896
002896.SZ,20181231,配件,P,4283794.06,313194.78,3970599.28,CNY,002896
002896.SZ,20181231,减速电机,P,434976296.29,119511793.81,315464502.48,CNY,002896
002896.SZ,20181231,减速器,P,150539611.09,58288527.05,92251084.04,CNY,002896
002896.SZ,20181231,其他业务,P,9251833.55,1953524.5,7298309.05,CNY,002896
002896.SZ,20180630,配件,P,2414195.32,241910.92,2172284.4,CNY,002896
002896.SZ,20180630,减速电机,P,204585214.21,55629869.32,148955344.89,CNY,002896
002896.SZ,20180630,减速器,P,66416670.96,26327778.56,40088892.4,CNY,002896
002896.SZ,20180630,其他业务,P,4551742.86,933328.74,3618414.12,CNY,002896
002896.SZ,20171231,配件,P,5239482.65,536061.79,4703420.86,CNY,002896
002896.SZ,20171231,减速电机,P,367893994.68,108877517.74,259016476.94,CNY,002896
002896.SZ,20171231,减速器,P,118377078.65,47808976.77,70568101.88,CNY,002896
002896.SZ,20171231,其他业务,P,6604839.61,1479733.24,5125106.37,CNY,002896
002896.SZ,20170630,配件,P,2730030.9,505273.22,2224757.68,CNY,002896
002896.SZ,20170630,精密减速器,P,32673600.0,11693500.0,20980100.0,CNY,002896
002896.SZ,20170630,微型直流减速电机,P,39482100.0,9623300.0,29858800.0,CNY,002896
002896.SZ,20170630,微型交流减速电机,P,83380000.0,25194000.0,58186000.0,CNY,002896
002896.SZ,20170630,小型交流减速电机,P,50115100.0,13959400.0,36155700.0,CNY,002896
002896.SZ,20170630,减速电机,P,172977110.0,48776588.28,124200521.72,CNY,002896
002896.SZ,20170630,减速器,P,56243204.99,24231316.47,32011888.52,CNY,002896
002896.SZ,20170630,其他业务,P,3076621.68,790263.32,2286358.36,CNY,002896
002896.SZ,20170630,传动行星减速器,P,23569600.0,12537800.0,11031800.0,CNY,002896
002896.SZ,20161231,配件,P,4366815.7,1609835.85,2756979.85,CNY,002896
002896.SZ,20161231,精密减速器,P,51036300.0,22031900.0,29004400.0,CNY,002896
002896.SZ,20161231,微型直流减速电机,P,66204100.0,18105700.0,48098400.0,CNY,002896
002896.SZ,20161231,微型交流减速电机,P,142342300.0,46436100.0,95906200.0,CNY,002896
002896.SZ,20161231,小型交流减速电机,P,83870300.0,21393500.0,62476800.0,CNY,002896
002896.SZ,20161231,减速电机,P,292416841.87,85935414.64,206481427.23,CNY,002896
002896.SZ,20161231,减速器,P,68327580.44,30991687.9,37335892.54,CNY,002896
002896.SZ,20161231,其他业务,P,4853814.0,1265674.59,3588139.41,CNY,002896
002896.SZ,20161231,传动行星减速器,P,17291300.0,8959800.0,8331500.0,CNY,002896
002896.SZ,20151231,配件,P,3116087.85,1780772.02,1335315.83,CNY,002896
002896.SZ,20151231,精密减速器,P,44643100.0,19400700.0,25242400.0,CNY,002896
002896.SZ,20151231,微型直流减速电机,P,49688900.0,15970900.0,33718000.0,CNY,002896
002896.SZ,20151231,微型交流减速电机,P,111768500.0,34467300.0,77301200.0,CNY,002896
002896.SZ,20151231,小型交流减速电机,P,73748500.0,15704300.0,58044200.0,CNY,002896
002896.SZ,20151231,减速电机,P,235205789.05,66142434.54,169063354.51,CNY,002896
002896.SZ,20151231,减速器,P,57574428.87,24529168.04,33045260.83,CNY,002896
002896.SZ,20151231,其他业务,P,4350524.19,1395162.92,2955361.27,CNY,002896
002896.SZ,20151231,传动行星减速器,P,12931300.0,5128500.0,7802800.0,CNY,002896
002896.SZ,20141231,配件,P,6981373.01,4462620.39,2518752.62,CNY,002896
002896.SZ,20141231,精密减速器,P,37871800.0,18745300.0,19126500.0,CNY,002896
002896.SZ,20141231,微型直流减速电机,P,44407800.0,16109200.0,28298600.0,CNY,002896
002896.SZ,20141231,微型交流减速电机,P,105467200.0,34970200.0,70497000.0,CNY,002896
002896.SZ,20141231,小型交流减速电机,P,68432300.0,16558700.0,51873600.0,CNY,002896
002896.SZ,20141231,减速电机,P,218307377.52,67638215.2,150669162.32,CNY,002896
002896.SZ,20141231,减速器,P,45625396.16,23341626.91,22283769.25,CNY,002896
002896.SZ,20141231,其他业务,P,4690057.45,2318794.85,2371262.6,CNY,002896
002896.SZ,20141231,传动行星减速器,P,7753600.0,4596300.0,3157300.0,CNY,002896
002896.SZ,20131231,配件,P,4018400.0,2650800.0,1367600.0,CNY,002896
002896.SZ,20131231,精密减速器,P,33293700.0,19055000.0,14238700.0,CNY,002896
002896.SZ,20131231,微型直流减速电机,P,39814100.0,14655800.0,25158300.0,CNY,002896
002896.SZ,20131231,微型交流减速电机,P,113592800.0,40199100.0,73393700.0,CNY,002896
002896.SZ,20131231,小型交流减速电机,P,56605300.0,14468200.0,42137100.0,CNY,002896
002896.SZ,20131231,减速电机,P,210012100.0,69323000.0,140689100.0,CNY,002896
002896.SZ,20131231,减速器,P,33749600.0,19206800.0,14542800.0,CNY,002896
002896.SZ,20131231,其他业务,P,3770431.37,1346285.35,2424146.02,CNY,002896
002896.SZ,20131231,传动行星减速器,P,455900.0,151800.0,304100.0,CNY,002896
002472.SZ,20251231,电动工具齿轮,P,134279305.55,33094293.66,101185011.89,CNY,002472
002472.SZ,20251231,智能执行机构,P,797617149.85,155185964.32,642431185.53,CNY,002472
002472.SZ,20251231,摩托车齿轮,P,76043107.14,18704043.66,57339063.48,CNY,002472
002472.SZ,20251231,工程机械齿轮,P,633127030.45,202705307.85,430421722.6,CNY,002472
002472.SZ,20251231,商用车齿轮,P,671533224.57,192191875.35,479341349.22,CNY,002472
002472.SZ,20251231,减速器及其他,P,795052336.68,305521578.74,489530757.94,CNY,002472
002472.SZ,20251231,乘用车齿轮,P,6004519566.15,1583520543.36,4420999022.79,CNY,002472
002472.SZ,20250630,电动工具齿轮,P,70967088.61,17121368.22,53845720.39,CNY,002472
002472.SZ,20250630,智能执行机构,P,425541978.8,80799844.2,344742134.6,CNY,002472
002472.SZ,20250630,摩托车齿轮,P,36849838.99,8969902.47,27879936.52,CNY,002472
002472.SZ,20250630,工程机械齿轮,P,354787459.28,112530423.92,242257035.36,CNY,002472
002472.SZ,20250630,工业自动控制系统装置及工程成套-智能执行机构,P,425541978.8,80799844.2,344742134.6,CNY,002472
002472.SZ,20250630,商用车齿轮,P,323029688.94,93993915.8,229035773.14,CNY,002472
002472.SZ,20250630,减速器及其他,P,348990082.38,158303476.39,190686605.99,CNY,002472
002472.SZ,20250630,乘用车齿轮,P,2668932810.05,672619343.33,1996313466.72,CNY,002472
002472.SZ,20241231,钢材销售,P,631755443.1,74104383.21,557651059.89,CNY,002472
002472.SZ,20241231,电动工具齿轮,P,129595496.94,27982998.67,101612498.27,CNY,002472
002472.SZ,20241231,智能执行机构,P,642352297.31,121793953.15,520558344.16,CNY,002472
002472.SZ,20241231,摩托车齿轮,P,95090047.13,29295845.9,65794201.23,CNY,002472
002472.SZ,20241231,工程机械齿轮,P,579941627.88,185022024.08,394919603.8,CNY,002472
002472.SZ,20241231,工业自动控制系统装置及工程成套-智能执行机构,P,642352297.31,121793953.15,520558344.16,CNY,002472
002472.SZ,20241231,商用车齿轮,P,721667942.54,197792326.05,523875616.49,CNY,002472
002472.SZ,20241231,减速器及其他,P,656103940.95,191258055.03,464845885.92,CNY,002472
002472.SZ,20241231,乘用车齿轮,P,5324891320.63,1368656277.43,3956235043.2,CNY,002472
002472.SZ,20240630,钢材销售,P,531251636.94,56664083.16,474587553.78,CNY,002472
002472.SZ,20240630,电动工具齿轮,P,65056571.99,10695900.07,54360671.92,CNY,002472
002472.SZ,20240630,智能执行机构,P,280453449.66,53091756.89,227361692.77,CNY,002472
002472.SZ,20240630,摩托车齿轮,P,48992582.66,15343163.05,33649419.61,CNY,002472
002472.SZ,20240630,工程机械齿轮,P,316639958.87,91510259.01,225129699.86,CNY,002472
002472.SZ,20240630,工业自动控制系统装置及工程成套-智能执行机构,P,280453449.66,53091756.89,227361692.77,CNY,002472
002472.SZ,20240630,商用车齿轮,P,459610654.07,120661327.98,338949326.09,CNY,002472
002472.SZ,20240630,减速器及其他,P,257249244.78,82280765.77,174968479.01,CNY,002472
002472.SZ,20240630,乘用车齿轮,P,2362996727.42,552856499.23,1810140228.19,CNY,002472
002472.SZ,20231231,钢材销售,P,1179714619.75,160299513.94,1019415105.81,CNY,002472
002472.SZ,20231231,电动工具齿轮,P,118107209.97,17613111.03,100494098.94,CNY,002472
002472.SZ,20231231,民生齿轮,P,379074564.25,54022157.59,325052406.66,CNY,002472
002472.SZ,20231231,摩托车齿轮,P,90273529.59,22126169.42,68147360.17,CNY,002472
002472.SZ,20231231,工程机械齿轮,P,647168027.22,166749872.9,480418154.32,CNY,002472
002472.SZ,20231231,商用车齿轮,P,880209514.82,231999017.73,648210497.09,CNY,002472
002472.SZ,20231231,减速器及其他,P,556463420.57,224062131.49,332401289.08,CNY,002472
002472.SZ,20231231,乘用车齿轮,P,4223180627.7,919089407.44,3304091220.26,CNY,002472
002472.SZ,20230630,电动工具齿轮,P,64930552.08,6015712.35,58914839.73,CNY,002472
002472.SZ,20230630,民生齿轮,P,153947553.08,26789362.41,127158190.67,CNY,002472
002472.SZ,20230630,摩托车齿轮,P,42794446.38,9040179.14,33754267.24,CNY,002472
002472.SZ,20230630,工程机械齿轮,P,345094194.42,79892003.85,265202190.57,CNY,002472
002472.SZ,20230630,商用车齿轮,P,442721423.87,107201220.25,335520203.62,CNY,002472
002472.SZ,20230630,减速器及其他,P,273893960.34,103643942.51,170250017.83,CNY,002472
002472.SZ,20230630,其他业务,P,524473055.3,86150046.85,438323008.45,CNY,002472
002472.SZ,20230630,乘用车齿轮,P,1838286551.53,361598601.14,1476687950.39,CNY,002472
002472.SZ,20221231,电动工具齿轮,P,136850416.31,17152907.29,119697509.02,CNY,002472
002472.SZ,20221231,民生齿轮,P,202201801.44,35570809.56,166630991.88,CNY,002472
002472.SZ,20221231,摩托车齿轮,P,118637295.83,28397897.02,90239398.81,CNY,002472
002472.SZ,20221231,工程机械齿轮,P,735113831.38,165445161.26,569668670.12,CNY,002472
002472.SZ,20221231,商用车齿轮,P,513976371.66,102196698.43,411779673.23,CNY,002472
002472.SZ,20221231,减速器及其他,P,382128642.95,131852105.41,250276537.54,CNY,002472
002472.SZ,20221231,其他业务,P,1097534029.79,186110816.23,911423213.56,CNY,002472
002472.SZ,20221231,乘用车齿轮,P,3651503865.51,774478208.02,2877025657.49,CNY,002472
002472.SZ,20220630,钢材销售,P,494031752.22,47176308.72,446855443.5,CNY,002472
002472.SZ,20220630,电动工具齿轮,P,89227463.62,24904219.18,64323244.44,CNY,002472
002472.SZ,20220630,摩托车齿轮,P,63662739.75,15448068.37,48214671.38,CNY,002472
002472.SZ,20220630,工程机械齿轮,P,399974178.83,85595380.28,314378798.55,CNY,002472
002472.SZ,20220630,商用车齿轮,P,248330200.11,43857263.4,204472936.71,CNY,002472
002472.SZ,20220630,减速器及其他,P,149036967.3,32172237.04,116864730.26,CNY,002472
002472.SZ,20220630,其他业务,P,534740090.35,90533774.59,444206315.76,CNY,002472
002472.SZ,20220630,乘用车齿轮,P,1612874102.73,327359432.98,1285514669.75,CNY,002472
002472.SZ,20211231,电动工具齿轮,P,172360231.95,11327798.47,161032433.48,CNY,002472
002472.SZ,20211231,摩托车齿轮,P,145695846.37,38990016.17,106705830.2,CNY,002472
002472.SZ,20211231,工程机械齿轮,P,790558951.3,192651534.3,597907417.0,CNY,002472
002472.SZ,20211231,商用车齿轮,P,786035603.0,147838845.93,638196757.07,CNY,002472
002472.SZ,20211231,减速器及其他,P,183907347.39,49556242.92,134351104.47,CNY,002472
002472.SZ,20211231,其他业务,P,873272641.52,152934648.4,720337993.12,CNY,002472
002472.SZ,20211231,乘用车齿轮,P,2439180166.99,459428875.48,1979751291.51,CNY,002472
002472.SZ,20210630,钢材销售,P,431237888.5,30053912.65,401183975.85,CNY,002472
002472.SZ,20210630,电动工具齿轮,P,88050390.03,22337520.71,65712869.32,CNY,002472
002472.SZ,20210630,摩托车齿轮,P,70482729.59,17101361.8,53381367.79,CNY,002472
002472.SZ,20210630,工程机械齿轮,P,367360516.54,75058334.77,292302181.77,CNY,002472
002472.SZ,20210630,商用车齿轮,P,449019619.59,82986773.26,366032846.33,CNY,002472
002472.SZ,20210630,减速器及其他,P,137954844.0,35627470.11,102327373.89,CNY,002472
002472.SZ,20210630,其他业务,P,463243808.94,57697470.95,405546337.99,CNY,002472
002472.SZ,20210630,乘用车齿轮,P,1043107151.85,169039925.21,874067226.64,CNY,002472
002472.SZ,20201231,电动工具齿轮,P,130502688.61,28011616.7,102491071.91,CNY,002472
002472.SZ,20201231,摩托车齿轮,P,76697507.37,13801764.78,62895742.59,CNY,002472
002472.SZ,20201231,工程机械齿轮,P,513912272.98,97884445.07,416027827.91,CNY,002472
002472.SZ,20201231,商用车齿轮,P,680942070.24,127487897.36,553454172.88,CNY,002472
002472.SZ,20201231,减速器及其他,P,166595925.26,39071022.7,127524902.56,CNY,002472
002472.SZ,20201231,其他业务,P,542695899.06,80914362.53,461781536.53,CNY,002472
002472.SZ,20201231,乘用车齿轮,P,1552848731.73,249119273.93,1303729457.8,CNY,002472
002472.SZ,20200630,电动工具齿轮,P,56986989.55,9232586.55,47754403.0,CNY,002472
002472.SZ,20200630,摩托车齿轮,P,29496253.99,4170715.09,25325538.9,CNY,002472
002472.SZ,20200630,工程机械齿轮,P,232945913.65,33588385.72,199357527.93,CNY,002472
002472.SZ,20200630,商用车齿轮,P,301529708.3,52055044.63,249474663.67,CNY,002472
002472.SZ,20200630,减速器及其他,P,54321085.13,7950869.47,46370215.66,CNY,002472
002472.SZ,20200630,其他业务,P,237874459.08,29159646.43,208714812.65,CNY,002472
002472.SZ,20200630,乘用车齿轮,P,546863859.01,82579133.58,464284725.43,CNY,002472
002472.SZ,20191231,钢材销售,P,691593764.3,40259938.01,651333826.29,CNY,002472
002472.SZ,20191231,电动工具齿轮,P,108733155.16,35151955.37,73581199.79,CNY,002472
002472.SZ,20191231,摩托车齿轮,P,75119067.33,10756457.56,64362609.77,CNY,002472
002472.SZ,20191231,工程机械齿轮,P,504134892.33,116433972.17,387700920.16,CNY,002472
002472.SZ,20191231,商用车齿轮,P,460231162.36,95139664.17,365091498.19,CNY,002472
002472.SZ,20191231,同步器,P,108994280.45,23041754.65,85952525.8,CNY,002472
002472.SZ,20191231,减速器及其他,P,86843548.81,22392175.4,64451373.41,CNY,002472
002472.SZ,20191231,其他业务,P,727962707.83,72720759.5,655241948.33,CNY,002472
002472.SZ,20191231,乘用车齿轮,P,1163805527.73,205435009.36,958370518.37,CNY,002472
002472.SZ,20190630,电动工具齿轮,P,60534039.23,22572943.0,37961096.23,CNY,002472
002472.SZ,20190630,摩托车齿轮,P,36493056.28,5842424.18,30650632.1,CNY,002472
002472.SZ,20190630,工程机械齿轮,P,275032779.21,76616918.27,198415860.94,CNY,002472
002472.SZ,20190630,商用车齿轮,P,247150541.46,56836297.13,190314244.33,CNY,002472
002472.SZ,20190630,减速器及其他,P,29206394.06,12308705.63,16897688.43,CNY,002472
002472.SZ,20190630,其他业务,P,377226880.28,38881907.59,338344972.69,CNY,002472
002472.SZ,20190630,乘用车齿轮,P,516001935.83,91467859.08,424534076.75,CNY,002472
002472.SZ,20181231,电动工具齿轮,P,121966845.04,41780432.22,80186412.82,CNY,002472
002472.SZ,20181231,摩托车齿轮,P,81363725.72,13246934.15,68116791.57,CNY,002472
002472.SZ,20181231,工程机械齿轮,P,581397819.74,159012457.09,422385362.65,CNY,002472
002472.SZ,20181231,商用车齿轮,P,465724407.6,112564889.17,353159518.43,CNY,002472
002472.SZ,20181231,减速器及其他,P,62784359.92,21989555.2,40794804.72,CNY,002472
002472.SZ,20181231,其他业务,P,790342334.35,75835607.1,714506727.25,CNY,002472
002472.SZ,20181231,乘用车齿轮,P,1047122538.57,215514506.45,831608032.12,CNY,002472
002472.SZ,20180630,钢材销售,P,339895262.86,16967923.13,322927339.73,CNY,002472
002472.SZ,20180630,电动工具齿轮,P,59319025.22,19429864.83,39889160.39,CNY,002472
002472.SZ,20180630,摩托车齿轮,P,44935741.63,7396979.26,37538762.37,CNY,002472
002472.SZ,20180630,工程机械齿轮,P,303966353.01,84246375.62,219719977.39,CNY,002472
002472.SZ,20180630,商用车齿轮,P,249098065.1,62700635.39,186397429.71,CNY,002472
002472.SZ,20180630,其他主营业务,P,41494785.89,9495944.54,31998841.35,CNY,002472
002472.SZ,20180630,其他业务,P,356885827.9,32692069.5,324193758.4,CNY,002472
002472.SZ,20180630,乘用车齿轮,P,544546556.0,126550758.69,417995797.31,CNY,002472
002472.SZ,20171231,齿轮销售,P,1995164557.19,537921712.7,1457242844.49,CNY,002472
002472.SZ,20171231,电动工具齿轮,P,121058548.2,42014148.61,79044399.59,CNY,002472
002472.SZ,20171231,摩托车齿轮,P,84843914.2,13968838.15,70875076.05,CNY,002472
002472.SZ,20171231,工程机械齿轮,P,426652816.67,138798082.2,287854734.47,CNY,002472
002472.SZ,20171231,商用车齿轮,P,419078171.72,114755750.82,304322420.9,CNY,002472
002472.SZ,20171231,其他主营业务,P,44584076.58,10169842.7,34414233.88,CNY,002472
002472.SZ,20171231,其他业务,P,599198318.39,51416762.6,547781555.79,CNY,002472
002472.SZ,20171231,乘用车齿轮,P,943531106.4,228384892.92,715146213.48,CNY,002472
002472.SZ,20170630,钢材销售,P,225071020.83,12822229.96,212248790.87,CNY,002472
002472.SZ,20170630,电动工具齿轮,P,58801534.78,,,CNY,002472
002472.SZ,20170630,摩托车齿轮,P,41743547.22,,,CNY,002472
002472.SZ,20170630,工程机械齿轮,P,178236093.32,60107625.26,118128468.06,CNY,002472
002472.SZ,20170630,商用车齿轮,P,190746450.22,52643466.69,138102983.53,CNY,002472
002472.SZ,20170630,其他主营业务,P,25128771.2,,,CNY,002472
002472.SZ,20170630,其他业务,P,,,78454039.58,CNY,002472
002472.SZ,20170630,乘用车齿轮,P,401388295.68,90694124.79,310694170.89,CNY,002472
002472.SZ,20161231,齿轮销售,P,1346572755.22,339322056.95,1007250698.27,CNY,002472
002472.SZ,20161231,电动工具齿轮,P,97453634.13,32832602.85,64621031.28,CNY,002472
002472.SZ,20161231,摩托车齿轮,P,102628199.71,18717654.83,83910544.88,CNY,002472
002472.SZ,20161231,工程机械齿轮,P,224000530.43,72273738.42,151726792.01,CNY,002472
002472.SZ,20161231,商用车齿轮,P,270561218.95,74542824.64,196018394.31,CNY,002472
002472.SZ,20161231,其他主营业务,P,9828454.5,2003977.75,7824476.75,CNY,002472
002472.SZ,20161231,其他业务,P,386273490.61,49975283.9,336298206.71,CNY,002472
002472.SZ,20161231,其他,P,9828454.5,2003977.75,7824476.75,CNY,002472
002472.SZ,20161231,乘用车齿轮,P,651929172.0,140955236.21,510973935.79,CNY,002472
002472.SZ,20160630,齿轮销售,P,615644576.62,156394215.89,459250360.73,CNY,002472
002472.SZ,20160630,钢材销售,P,149499023.27,17196057.79,132302965.48,CNY,002472
002472.SZ,20160630,电动工具齿轮,P,46147978.46,15953460.98,30194517.48,CNY,002472
002472.SZ,20160630,摩托车齿轮,P,52379940.49,9780460.9,42599479.59,CNY,002472
002472.SZ,20160630,工程机械齿轮,P,107381658.42,33866346.74,73515311.68,CNY,002472
002472.SZ,20160630,商用车齿轮,P,119178772.75,33435670.61,85743102.14,CNY,002472
002472.SZ,20160630,其他主营业务,P,4670858.47,637690.15,4033168.32,CNY,002472
002472.SZ,20160630,其他业务,P,14163191.92,7080501.11,7082690.81,CNY,002472
002472.SZ,20160630,其他,P,4670858.47,637690.15,4033168.32,CNY,002472
002472.SZ,20160630,乘用车齿轮,P,290556226.5,63358276.66,227197949.84,CNY,002472
002472.SZ,20151231,钢材销售,P,145139691.97,6868152.2,138271539.77,CNY,002472
002472.SZ,20151231,电动工具齿轮,P,92360993.65,29146555.66,63214437.99,CNY,002472
002472.SZ,20151231,摩托车齿轮,P,137927451.08,29927608.44,107999842.64,CNY,002472
002472.SZ,20151231,工程机械齿轮,P,198468015.38,73390722.44,125077292.94,CNY,002472
002472.SZ,20151231,商用车齿轮,P,239677114.09,72289875.39,167387238.7,CNY,002472
002472.SZ,20151231,其他主营业务,P,7940709.66,1084186.63,6856523.03,CNY,002472
002472.SZ,20151231,其他业务,P,97840230.73,24969556.22,72870674.51,CNY,002472
002472.SZ,20151231,其他,P,7940709.66,1084186.63,6856523.03,CNY,002472
002472.SZ,20151231,乘用车齿轮,P,477934857.19,112920353.18,365014504.01,CNY,002472
002472.SZ,20150630,齿轮销售,P,580142670.38,154282100.67,425860569.71,CNY,002472
002472.SZ,20150630,钢材销售,P,62755503.44,2388893.86,60366609.58,CNY,002472
002472.SZ,20150630,电动工具齿轮,P,48605210.67,15960448.74,32644761.93,CNY,002472
002472.SZ,20150630,摩托车齿轮,P,72575524.92,15591347.66,56984177.26,CNY,002472
002472.SZ,20150630,工程机械齿轮,P,103525882.69,36003752.22,67522130.47,CNY,002472
002472.SZ,20150630,商用车齿轮,P,122709946.79,32513720.64,90196226.15,CNY,002472
002472.SZ,20150630,其他主营业务,P,1111702.25,174570.84,937131.41,CNY,002472
002472.SZ,20150630,其他业务,P,48539427.01,13991862.88,34547564.13,CNY,002472
002472.SZ,20150630,其他,P,1111702.25,174570.84,937131.41,CNY,002472
002472.SZ,20150630,乘用车齿轮,P,232726105.31,54212831.41,178513273.9,CNY,002472
002472.SZ,20141231,钢材销售,P,81053028.82,2442571.99,78610456.83,CNY,002472
002472.SZ,20141231,电动工具齿轮,P,88372530.87,26235724.48,62136806.39,CNY,002472
002472.SZ,20141231,摩托车齿轮,P,147018329.38,33221130.62,113797198.76,CNY,002472
002472.SZ,20141231,工程机械齿轮,P,251867359.3,86522949.45,165344409.85,CNY,002472
002472.SZ,20141231,商用车齿轮,P,306293727.83,87781120.2,218512607.63,CNY,002472
002472.SZ,20141231,其他主营业务,P,6495753.12,2137669.41,4358083.71,CNY,002472
002472.SZ,20141231,其他业务,P,102957635.85,27800177.06,75157458.79,CNY,002472
002472.SZ,20141231,其他,P,6495753.12,2137669.41,4358083.71,CNY,002472
002472.SZ,20141231,乘用车齿轮,P,282327126.79,64999520.16,217327606.63,CNY,002472
002472.SZ,20140630,齿轮销售,P,539473547.75,136889895.06,402583652.69,CNY,002472
002472.SZ,20140630,钢材销售,P,35789051.98,565249.75,35223802.23,CNY,002472
002472.SZ,20140630,电动工具齿轮,P,45259687.55,13109787.38,32149900.17,CNY,002472
002472.SZ,20140630,摩托车齿轮,P,71871457.91,15640684.93,56230772.98,CNY,002472
002472.SZ,20140630,工程机械齿轮,P,112482562.84,34467900.47,78014662.37,CNY,002472
002472.SZ,20140630,商用车齿轮,P,165361866.58,41931202.42,123430664.16,CNY,002472
002472.SZ,20140630,其他主营业务,P,692654.78,244024.93,448629.85,CNY,002472
002472.SZ,20140630,其他业务,P,16726263.57,8213619.68,8512643.89,CNY,002472
002472.SZ,20140630,其他,P,692654.78,244024.93,448629.85,CNY,002472
002472.SZ,20140630,乘用车齿轮,P,144497972.87,31740319.86,112757653.01,CNY,002472
002472.SZ,20131231,齿轮销售,P,886036476.29,227107258.98,658929217.31,CNY,002472
002472.SZ,20131231,钢材销售,P,40561452.46,-138064.19,40699516.65,CNY,002472
002472.SZ,20131231,电动工具齿轮,P,80333213.85,24261775.55,56071438.3,CNY,002472
002472.SZ,20131231,摩托车齿轮,P,163156465.86,31096257.58,132060208.28,CNY,002472
002472.SZ,20131231,工程机械齿轮,P,182846825.72,63762162.63,119084663.09,CNY,002472
002472.SZ,20131231,商用车齿轮,P,233131321.38,63452261.36,169679060.02,CNY,002472
002472.SZ,20131231,其他主营业务,P,2176777.53,859643.76,1317133.77,CNY,002472
002472.SZ,20131231,其他业务,P,62110984.58,20723945.59,41387038.99,CNY,002472
002472.SZ,20131231,其他,P,2176777.53,859643.76,1317133.77,CNY,002472
002472.SZ,20131231,乘用车齿轮,P,226568649.48,44534801.86,182033847.62,CNY,002472
002472.SZ,20130630,齿轮销售,P,421797511.04,110234971.82,311562539.22,CNY,002472
002472.SZ,20130630,电动工具齿轮,P,39010409.87,11570964.91,27439444.96,CNY,002472
002472.SZ,20130630,摩托车齿轮,P,80266325.47,15414734.61,64851590.86,CNY,002472
002472.SZ,20130630,工程机械齿轮,P,91978565.92,31155147.1,60823418.82,CNY,002472
002472.SZ,20130630,商用车齿轮,P,122707669.75,30945688.18,91761981.57,CNY,002472
002472.SZ,20130630,其他主营业务,P,554227.19,184425.62,369801.57,CNY,002472
002472.SZ,20130630,其他业务,P,26563804.09,9969980.46,16593823.63,CNY,002472
002472.SZ,20130630,其他,P,554227.19,184425.62,369801.57,CNY,002472
002472.SZ,20130630,乘用车齿轮,P,87834540.03,21148437.02,66686103.01,CNY,002472
002472.SZ,20121231,齿轮销售,P,767263344.6,224047987.32,543215357.28,CNY,002472
002472.SZ,20121231,电动工具齿轮,P,65460840.25,21469981.18,43990859.07,CNY,002472
002472.SZ,20121231,摩托车齿轮,P,161521726.89,33983999.32,127537727.57,CNY,002472
002472.SZ,20121231,工程机械齿轮,P,137507065.67,54012259.49,83494806.18,CNY,002472
002472.SZ,20121231,商用车齿轮,P,211647016.96,61527298.73,150119718.23,CNY,002472
002472.SZ,20121231,其他主营业务,P,515168.42,143530.33,371638.09,CNY,002472
002472.SZ,20121231,其他业务,P,27256823.9,26181143.21,1075680.69,CNY,002472
002472.SZ,20121231,其他,P,515168.42,143530.33,371638.09,CNY,002472
002472.SZ,20121231,乘用车齿轮,P,191126694.83,53054448.6,138072246.23,CNY,002472
002472.SZ,20120630,齿轮销售,P,417181661.14,125609244.46,291572416.68,CNY,002472
002472.SZ,20120630,电动工具齿轮,P,31869106.97,10541483.21,21327623.76,CNY,002472
002472.SZ,20120630,摩托车齿轮,P,79918792.33,19007343.43,60911448.9,CNY,002472
002472.SZ,20120630,工程机械齿轮,P,91521995.93,35365957.75,56156038.18,CNY,002472
002472.SZ,20120630,商用车齿轮,P,104086893.06,29145129.64,74941763.42,CNY,002472
002472.SZ,20120630,其他类齿轮,P,653098.34,228592.72,424505.62,CNY,002472
002472.SZ,20120630,其他业务,P,13899072.99,13473348.41,425724.58,CNY,002472
002472.SZ,20120630,乘用车齿轮,P,109131774.51,31320737.71,77811036.8,CNY,002472
002472.SZ,20111231,齿轮销售,P,893441561.38,282724562.71,610716998.67,CNY,002472
002472.SZ,20111231,电动工具齿轮,P,68351299.49,23803256.1,44548043.39,CNY,002472
002472.SZ,20111231,摩托车齿轮,P,166999793.21,38477315.1,128522478.11,CNY,002472
